"CUST_ITEM_CF_HAIR_MED": "SCHULTERLANG"
"COLOR_SLOT_PAINT": "LACK"
"CUST_COLOR_INDIGO_4": "INDIGO 4"
"MALE_BODYBUILDER": "MÄNNLICH, BODYBUILDER"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "DAMEN RENNANZUG"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "REBELLENWESTE"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "BUSINESS-KAPUZENPULLI"
"CUST_ITEM_2015_SHADES": "FUTURISTISCHE SONNENBRILLE"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "DIAMANTOHRRING LINKS"
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "NASENSCHEIDEWANDBREITE"
"PLAYER_CREATION_MENU_3": "AUGEN"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "GELBGRÜN 7"
"CUST_TATTOO_CHEST_4": "SAINTS SEIFE"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "STUFE 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "KÖNIGIN-DER-HERZEN-OHRRINGE"
"CUST_COLOR_CLOTHING_ORANGE_5": "ORANGE 5"
"SLOT_REINFORCED_BUMPER": "VERSTÄRKTE STOSSSTANGE"
"LOGO_FUNK": "Funk 98.4"
"CUST_VARIANT_CIRCLES": "KREISE"
"CUST_WEAR_FORWARD": "VORNE"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "KRIEGERPRINZESSINNEN-HELM"
"HAIR_COLOR_BLUE_MATTE": "MATTBLAU"
"FEMALE_EMACIATED": "WEIBLICH, AUSGEMERGELT"
"CUST_COMP_MALE_EYEBROWS_2": "ALTER MANN"
"CUST_VARIANT_TRIM_COLOR": "ZIERSTREIFEN"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "EINFARBIG"
"CUST_VARIANT_SMALL_PLAID": "KLEINE KAROS"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "LEOPARD 1"
"CUST_RONIN_TAUNT_B": "RONIN-SPOTTGESTE 2"
"CANT_WEAR_PENDANT": "UM DIESEN ANHÄNGER TRAGEN ZU KÖNNEN, BENÖTIGST DU EINE KURZE HALSKETTE"
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "L. hochgekrempelt, r. offen, tief"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "PUNK-ROCK-ANARCHIST"
"SURGEON_PRESET_TEXT": "Möchtest du diese Vorlage auswählen?"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "Erhöhe die Magazingröße."
"CUST_TATTOO_RFORARM_6": "VOODOO-PUPPE"
"CUST_COMP_FACE_MOLE_7": "LEBERFLECK 7"
"CUST_VARIANT_BOXERS": "BOXER"
"PLAYER_MORPH_FOREHEAD_TEXT": "STIRN"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "OHRHÖHE"
"LOGO_AKUSTICS1": "AKUSTIK"
"CUST_ITEM_CM_WORSTCASESHOES": "SCHLIMMSTER-FALL-SCHUHE"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "FLIP-FLOPS"
"CUST_VOICE_MALE_ASIAN": "MÄNNLICH 2"
"VEHICLE_COLOR_TINT_50": "50%% DECKKRAFT"
"RIM_187": "C-X 501 ORANGE-BLACK"
"CUST_VARIANT_BOWTIE_STRIPED": "GESTREIFT"
"CUST_ITEM_GENKI_PACK": "FUNTIME!-OUTFIT"
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "DER \"Z\""
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "BÖSE-HÄSCHEN-HAUSSCHUHE"
"CUST_BRO_TAUNT_B": "BRUDERSCHAFT-SPOTTGESTE 2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "OPTION 12"
"CUST_COLOR_GREEN_2": "GRÜN 2"
"UNLOCALIZED_BLACK": "BLACK"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "KANTIGER AFRO"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "STEAMPUNK-SCHUTZBRILLE"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "HIPSTER-TRUCKER-HUT"
"CUST_COMPLIMENT_O": "BAUCHTANZ"
"VEHICLE_PAINT_GANG_ULTOR": "ULTOR"
"SLOT_REAR_FENDERS": "HECKKOTFLÜGEL"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "KAPUZENPULLI TRAURIGES HERZ"
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "RODEO-QUEEN-STIEFEL"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "BAGGY-SHORTS"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "Die Scharfschützen-Zieloptik erhöht die Zoomdistanz. Ein verlängerter Lauf erhöht den Schaden und verringert den Rückstoß."
"CUST_TATTOO_RCALF_3": "SCHMETTERLINGE AM HIMMEL"
"CUST_TATTOO_LARM_4": "FLOWER POWER"
"CUST_TATTOO_LUPPARM_6": "SAINTS FÜR IMMER"
"CUST_COMP_FEMALE_EYEBROWS_4": "HOHER BOGEN"
"COMPONENT_ADD_NITROUS": "NITRO"
"CUST_VARIANT_MED": "MITTEL"
"CUST_VARIANT_DESERT_CAMO": "WÜSTENTARNMUSTER"
"VEHICLE_COLOR_PENNY_ZINC": "PENNY-ZINK"
"COLOR_SLOT_PAINT_AND_RIMS": "LACK UND FELGEN"
"LOGO_GUARD_1": "WACHE 1"
"CUST_VARIANT_SMALL_DOTS": "KLEINE PUNKTE"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "NEIGHBOR HEMD MIT KRAWATTE"
"CUST_ITEM_CF_HAIR_LONGWAVY": "VOLUMINÖS"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "GANZER RECHTER ARM"
"CUST_TATTOO_RFORARM_2": "WÜRFEL"
"CUST_COMP_FACE_MOLE_3": "LEBERFLECK 3"
"CUST_COMP_FACE_DPMARKS": "TIEFE POCKENNARBEN"
"VEHICLE_COLOR_GREEN_DARK_TINT": "DUNKELGRÜN GETÖNT"
"HAIR_COLOR_GRAY": "GRAU"
"CUST_VARIANT_NAILS_A": "NÄGEL 1"
"CUST_SKIN_GREY_3": "KOHLENGRAU"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "SCHLÄFENTIEFE"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "SCHLÄFENHÖHE"
"CUST_VARIANT_CARIBBEAN": "KARIBISCH"
"CUST_WEAR_ON UNDERSHIRT": "AUF UNTERHEMD"
"RACE_CAUCASIAN": "KAUKASISCH"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "UNTERLIPPENLÄNGE"
"CUST_COMP_EYE_MAKEUP_8": "80ER LIDSCHATTEN"
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "GEIST 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "ZEBRA 2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "LINKS HOCHGEKREMPELT, HOCH"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "STRETCHHOSEN-OUTFIT"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "WURSTPELLE"
"CUST_ITEM_METAL_BRACELET_LEFT": "VIP-ARMBANDUHR"
"CUST_COMP_EYES_RED": "ROT"
"none": "KEINE"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "LOVE-MACHINE-BOXERSHORTS"
"CUST_ITEM_CF_HAIR_PONYTAIL": "PFERDESCHWANZ"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "OBERLIPPENMITTELLÄNGE"
"CUST_VARIANT_STRIPES_2": "STREIFEN 2"
"CUST_VARIANT_MAIN": "NORMAL"
"CUST_CAT_HAIR_COLOR_PRIMARY": "HAUPTFARBE HAARE"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "Brandgeschosse sorgen für heiße Stimmung. Erhöhe deine Magazingröße."
"CUST_TATTOO_LCALF_8": "HAIATTACKE"
"CUST_COLOR_BLACK": "SCHWARZ"
"LOGO_KLASSIC": "KLASSIC 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "ZEBRA 1"
"CUST_VARIANT_PLAID_2": "KARIERT 2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "VAMPIROHRRINGE"
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "SAINTS KOPFTUCH"
"CUST_COMPLIMENT_K": "STEPPTANZ"
"COMPONENT_ADD_KNEECAPPERS": "KNIEKAPPEN"
"CUST_VARIANT_VBANDS": "LÄNGSSTREIFEN"
"CUST_VARIANT_PATTERN_2": "STIL 2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "HERAUSHÄNGEND, OFFEN"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "PARTYGIRL-SCHUHE"
"CUST_INSULT_D": "KUNG-FU-TANZ"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "OBERLIDLÄNGE"
"SURGEON_CONFIRM_ENTRY_TEXT": "Du hast %ls. Eine Operation kostet %ls.\nMöchtest du die Operation?\nÄnderungen können nicht rückgängig gemacht werden."
"CUST_TATTOO_RCALF_7": "SEELE DES DRACHEN"
"CUST_TATTOO_LUPPARM_2": "SEELE DES WOLFES"
"VEHICLE_COLOR_BANANA_YELLOW": "BANANENGELB"
"COLOR_SLOT_BIKE": "FAHRRAD"
"CUST_VARIANT_CMHAT_CHILD": "DÜNNE STREIFEN"
"CUST_VARIANT_BIKER": "BIKER"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": " GELBORANGE 6"
"CUST_TATTOO_LHAND_4": "VIER SCHÄDEL"
"SLOT_INTERIOR_ACCESSORIES": "INNENEINRICHTUNG, ACCESSOIRES"
"CUST_COLOR_PURPLE_1": "LILA 1"
"CUST_VARIANT_MED_STRIPE": "MITTLERE STREIFEN"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "OHRLÄNGE"
"COMPONENT_DECAL_9": "AUFKLEBER 9"
"PAINT_3": "LACK 3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "MIAMI SCHUHE"
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "SCHICKE FISHNETS"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "NETWORK CARGO-HOSE"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "PUNK-NASENRING"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "GELBGRÜN 3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "ZEBRA, GESTRECKT"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "GOTH-SCHUHE"
"RACE_HISPANIC": "LATINO"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "WANGENKNOCHENTIEFE"
"CUST_COMP_FACE_BANDAGE_3": "WANGENPFLASTER"
"SLOT_FRONT_WHEELS": "VORDERRÄDER"
"SLOT_TRIM": "ZIERSTREIFEN"
"LOGO_NUKE_1": "STILWATER AKW"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "PERLENOHRRINGE"
"PLAYER_CREATION_MENU_7": "BEENDEN"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "MOD MIT SWEATER"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "HAUTE-COUTURE-KLEID"
"CUST_COLOR_CLOTHING_ORANGE_1": "ORANGE 1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "Decke einen größeren Bereich ab."
"HAIR_COLOR_PURPLE": "LILA"
"CUST_VARIANT_DENIM": "DENIM"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "MOP TOP"
"PLAYER_MORPH_MOUTH_TEXT": "MUND"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "GESICHTSDICKE"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "MITTERNACHTSBLAU"
"RIM_SET_009": "FELGENSATZ 9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "GENKI-KOPF"
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "DAMENJACKE MIT REISSVERSCHLUSS"
"CUST_SKIN_GREEN_3": "FROSCHGRÜN"
"CUSTOM_WALK_8": "GANGSTER-STIL 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "AUSGEMERGELT"
"SLOT_TIRE_DURABILITY": "REIFENHALTBARKEIT"
"LOGO_MUSEUM_HISTORY": "NATURKUNDEMUSEUM"
"LOGO_RUSTY_S_NEEDLE_1": "RUSTY'S NEEDLE 1"
"CUST_VARIANT_AMBER": "BERNSTEIN"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "SAMURAI-RÜSTUNG"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "BOXER-ALLTAGSKLEIDUNG"
"PLAYER_MORPH_SKIN_TEXT": "HAUTFARBE"
"HAIR_COLOR_PINK": "PINK"
"HAIR_COLOR_BRUNETTE": "BRÜNETT"
"LOGO_SKEETERS_4": "SKEETERS 4"
"LOGO_NUMBER2": "NUMMER 2"
"CUST_VARIANT_PRESS": "PRESSE"
"CUST_VARIANT_DRAGON_TIE": "DRACHENKRAWATTE"
"CUST_VARIANT_CHECKER": "KARIERT"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "KABANA POLOSHIRT"
"FACIAL_EXPRESSION_ANGRY": "WÜTEND"
"CUST_VARIANT_GOLD": "GOLD"
"CUST_VARIANT_BIKERBOOT": "BIKER-STIEFEL"
"CUST_WEAR_HIGH_LEFT_ZIPPED_RIGHT_LEFT_ROLLED_RIGHT_ROLLED": "RECHTS HOCHGEKREMPELT, HOCH"
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "PUNKALIZIÖS"
"CUST_CAT_SUITS": "ANZÜGE"
"CUST_TATTOO_UPPBACK_5": "SÜSSE KIRSCHEN"
"SLOT_HUBCAPS": "RADKAPPEN"
"HAIR_COLOR_WHITE_MATTE": "MATTWEISS"
"CUST_VARIANT_BOOT_5": "ZWEIFARBIG"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "HIPSTER-BRILLE"
"CUST_TATTOO_LOWER_BACK": "UNTERER RÜCKEN"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "MUNDSEITENTIEFE"
"CUST_WEAR_UNTUCKED_ZIPPED": "HERAUSHÄNGEND, GESCHLOSSEN"
"CUST_WEAR_LONG": "LANG"
"CUST_WEAR_LEFT": "LINKS"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "TEUFELCHEN-BIKINIUNTERTEIL"
"CUST_CAT_FACE_PIERCINGS": "GESICHTS-PIERCINGS"
"RACE_ASIAN": "ASIATISCH"
"VEHICLE_COLOR_DOUBLE_YELLOW": "SATTES GELB"
"VEHICLE_PAINT_MUNICIPAL": "BÜRGERLICH"
"CUST_VARIANT_FRONT_STRIPES_LARGE": "GROSSE STREIFEN VORNE"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT2": "HERREN-MODEL HEMD UND FLIEGE"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "HELDINNEN-VON-STEELPORT-SHIRT"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "GANZES RECHTES BEIN"
"CUST_INSULT_L": "WRESTLING"
"SURGEON_CAT_HEAD": "KOPF"
"CUST_TATTOO_LARM_8": "TRIBAL BAND"
"CUST_ITEM_CM_HAIR_PULLEDPONYTAIL": "LOSER PFERDESCHWANZ"
"CUST_SKIN_OILED_4": "EINGEÖLT SPRÜHBRÄUNE"
"CUSTOM_WALK_FEMALE_6": "HÜFTSCHWUNGFRAU"
"CUST_INSULT_PISS": "PINKELNDER HUND"
"CUST_MENU_SEX_PRESETS": "GESCHLECHTSVOREINST."
"CUST_COLOR_CLOTHING_GREYS_2": "GRAU 2"
"CUST_COMP_CHEEK_MAKEUP_4": "JOKER"
"Redhead": "ROT"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "IN HOSE, GESCHL., S. HOHE HOSE, TRÄGER, KRAW."
"PLAYER_MORPH_NOSTRILS_HEIGHT_TEXT": "NASENLOCHHÖHE"
"VEHICLE_PAINT_STANDARD_METAL": "STANDARDMETALL"
"CUST_VARIANT_PLAIN_W_TIE": "UNI MIT KRAWATTE"
"CUST_ITEM_GAT_MASCOT_OUTFIT": "GAT MASKOTTCHEN-OUTFIT"
"CUST_ITEM_FEMALE_NLM_EARRINGS_2": "TOTENKOPFOHRRINGE"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_A": "LETS PRETEND DAMEN A"
"CUST_COMPLIMENT_C": "LUFTGITARRE"
"CUSTOM_PREVIEW_UNAVAILABLE": "VORSCHAU NICHT VERFÜGBAR"
"CUST_TATTOO_RHAND_3": "GEBROCHENES HERZ"
"CUST_TATTOO_CHEST_8": "ADLER"
"VEHICLE_PAINT_PLASTIC": "PLASTIK"
"CUST_VARIANT_ULTOR1": "ULTOR 1"
"CUST_RONIN_COMPLIMENT_D": "RONIN-KOMLIMENT 4"
"CUST_MENU_START_GAME": "SPIEL STARTEN"
"CUST_COMP_FACE_MAKEUP_3": "SOHN VON SAMEDI"
"CUST_ITEM_CM_LPG_MASK_M_MASKCAT": "KATZENMASKE"
"CUST_ITEM_CM_EYE_CARDNIAL_GLASSES": "KARDINALSBRILLE"
"CUST_SKIN_HISPANIC_03": "LATINO 3"
"CUST_TATTOO_FACE_4": "STERNE"
"SLOT_OFFENSE": "OFFENSIV"
"LOGO_BROTHERHOOD_3": "BRUDERSCHAFT 3"
"CUST_VARIANT_DUAL_STRIPES_LARGE": "GROSSE DOPPELSTREIFEN"
"CUSTOM_WALK_14": "GANGSTER-STIL 9"
"PLAYER_MORPH_DOUBLECHIN_TEXT": "DOPPELKINN"
"CUST_COLOR_CLOTHING_VIOLET-RED_2": "VIOLETTROT 2"
"CUST_COLOR_CLOTHING_BROWNS_3": "BRAUN 3"
"CUST_COMP_MUSTACHE_14": "FEIERABEND"
"VEHICLE_COLOR_BLACK_TITANIUM": "TITANSCHWARZ"
"LOGO_RFS": "RFS 87.6"
"COMPONENT_DECAL_1": "AUFKLEBER 1"
"CUST_ITEM_ANGLE_MEDALLION_LONG": "DIVA-OHRREIFEN"
"CUST_TATTOO_TORSO_STOMACH": "BAUCH"
"CUST_SKIN_BLACK_04": "DUNKELHÄUTIG 4"
"PLAYER_MORPH_JAWS_TEXT": "KINN UND KIEFER"
"CUST_COMP_EYES_HAZEL": "HASELNUSS"
"COMPONENT_OPTION_3": "OPTION 3"
"CUST_WEAR_ON OVERSHIRT": "ÜBERHEMD"
"CUST_ITEM_CM_FPIC_NOSESRIGHT": "NASENSTECKER RECHTS"
"CUST_ITEM_CM_HAIR_MTOPSHVDSIDS": "MOP TOP"
"CUST_TATTOO_LOWBACK_7": "FRIEDEN VON INNEN"
"VEHICLE_COLOR_SOLID_TEAL": "SEEGRÜN"
"CUST_VARIANT_3_STRIPE": "DREI STREIFEN"
"CUST_VARIANT_THICK_BELT": "DICK"
"CUST_TATTOO_NECK_3": "PUZZLE"
"CUST_COMP_BODY_MASK_3": "BIKINIBRÄUNE, TANGA"
"VEHICLE_COLOR_HARLEQUIN_PURPLE": "HARLEKINLILA"
"LOGO_MUSEUM_ERO_3": "EROMENOS MUSEUM 3"
"CUST_VARIANT_PIMPCOAT_STRIPES": "STREIFEN"
"CUST_WEAR_UNBUTTONED_HOOD_DOWN": "OFFEN, KAPUZE UNTEN"
"CUST_ITEM_CM_PSJ_HAT_M_SRCAP": "STEELPORT-STUNNERS-KÄPPI"
"PLAYER_MORPH_JOWLS_DEPTH_TEXT": "KIEFERTIEFE"
"CUST_COLOR_CLOTHING_ORANGE_9": "ORANGE 9"
"CUST_COMP_EYE_MAKEUP_17": "VERRAUCHT"
"VEHICLE_COLOR_GRAY_MEDIUM": "MITTELGRAU"
"VEHICLE_COLOR_ICE_WHITE": "EISWEISS"
"CUST_WEAR_CLOSED, HOOD UP": "KAPUZE AUF"
"CUST_ITEM_CM_DLC_AB_OUTFIT": "MESSDIENER"
"CUST_ITEM_CM_FPIC_SETD": "AUGENBRAUENRING UND NASENSTECKER"
"CUST_ITEM_CM_HAIR_MIDPARTMED": "MITTELSCHEITEL"
"CUST_CAT_MAKEUP_ENTIRE_FACE": "GANZES GESICHT"
"CUST_COMP_FACE_MAKEUP_7": "AUFGEHENDE SONNE"
"VEHICLE_PAINT_METALLIC_PAINT": "METALLICLACK"
"CUST_ITEM_CM_IMPB_UBDY_M_TURTLENECK": "ROLLKRAGENPULLI"
"CUST_ITEM_CM_NLMB_HAT_M_SKULLYKNIT": "BROSEPH STRICKMÜTZE"
"CUST_ITEM_FEMALE_PLANETSAINTS_BRA_1": "HEILIGE-DER-SAINTS-BH"
"CUST_ITEM_5_O'CLOCK_SHADOW": "FELDWEBEL"
"CUST_TATTOO_RHAND_7": "HAND_TATTOO_R7"
"CUST_ITEM_CM_NLMB_UBDY_M_TRASH": "TRASH T-SHIRT"
"CUST_ITEM_MID_LENGTH_LARGE_CHAIN": "21. JAHRHUNDERT-JEANS"
"PLAYER_MORPH_BALL_HEIGHT_TEXT": "NASENSPITZENFORM"
"CUST_COLOR_CLOTHING_VIOLET-RED_6": "VIOLETTROT 6"
"CUST_COLOR_CLOTHING_BROWNS_7": "BRAUN 7"
"CUST_COMP_MUSTACHE_10": "AUFGEMALT"
"COMPONENT_DECAL_5": "AUFKLEBER 5"
"CUST_VARIANT_ANIMAL": "TIER"
"CUST_WEAR_BUTTONED": "GEKNÖPFT"
"FACIAL_EXPRESSION_SLEEPY": "SCHLÄFRIG"
"CUST_TATTOO_LHAND_8": "HAND_TATTOO_L8"
"CUST_ITEM_WRESTLE_MASK_MALE": "SCHWERGEWICHT-MASKE"
"CUST_ITEM_CF_LPC_FOOT_F_FEMHEROBOOTS": "HELDINNEN-VON-STEELPORT-STIEFEL"
"CUST_ITEM_CF_PSF_FOOT_F_SNEAKERS": "STRASSENGLEITER"
"CUST_SKIN_PURPLE_3": "SANFTES LILA"
"CUSTOM_WALK_10": "GANGSTER-STIL 6"
"PLAYER_MORPH_MOUTH_SIDES_SIZE_TEXT": "MUNDSEITENGRÖSSE"
"CUST_TATTOO_LOWBACK_3": "RESPEKT DEM MESSING"
"CUST_COLOR_FLESH_3": "FLEISCH 3"
"CUST_VARIANT_TRACK_B2": "STIL 2"
"CUST_WEAR_NORMAL": "NORMAL"
"CUST_ITEM_CM_LLO_HAND_M_SBLGLOVES": "POCKET ROCKET-HANDSCHUHE"
"FACIAL_EXPRESSION_MELLOW": "SANFT"
"PLAYER_MORPH_EARS_SPACING_TEXT": "OHRABSTAND"
"PLAYER_MORPH_CHEEKBONE_WIDTH_TEXT": "WANGENKNOCHENWEITE"
"RIM_SET_005": "FELGENSATZ 5"
"COMPONENT_OPTION_7": "OPTION 7"
"SK04": "HAUT04"
"CUST_WEAR_LEFT_ROLLED_UP": "LINKS HOCHGEKREMPELT"
"CUST_WEAR_BACK_RIGHT": "RECHTS HINTEN"
"CUST_ITEM_LIPS_01": "LIPGLOSS"
"CUST_TIE": "KRAWATTE"
"CUSTOM_WALK_4": "VERRÜCKTER STIL"
"PLAYER_MORPH_EAR_CURVE_TEXT": "OHRFORM"
"CUST_COMP_EYE_MAKEUP_13": "ÄGYPTISCHE PRINZESSIN"
"CUST_VARIANT_SKIRTA": "STIL 3"
"CUST_VARIANT_ZEBRA_2": "ZEBRA 2"
"CUST_ITEM_CF_LLS_FOOT_F_BOOTIES": "BANDENKAMPFSTIEFEL"
"CUST_VOICE_FEMALE_WHITE": "WEIBLICH 1"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_2": "Trage mehr Sprengladungen."
"CUST_TATTOO_NECK_7": "TOTENKOPF"
"CUST_COMP_FACE_ROBOT_PARTS": "ROBOTERTEILE"
"CUST_WEAR_HAT": "HUT"
"CM_BLOWUPDOLL": "AUFBLASPUPPE"
"CUST_ITEM_BIKER_BOOTS_5": "SCHWERE STIEFEL"
"PLAYER_MORPH_LOWER_LIP_WIDTH_TEXT": "UNTERLIPPENBREITE"
"RIM_SET_020": "FELGENSATZ 20"
"CUST_VARIANT_STRIPED": "GESTREIFT"
"CUST_ITEM_FEMALE_NLM_OUTFIT_F": "STEAMPUNK-FASHION"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_2": "Erhöhe die Schussfrequenz."
"CUST_COMP_EYE_MAKEUP_4": "MAKEUP-MASKE"
"VEHICLE_COLOR_WINE_RED": "WEINROT"
"HAIR_COLOR_STRAWBERRY_BLONDE": "ERDBEERBLOND"
"LOGO_NUMBER6": "NUMMER 6"
"CUST_ITEM_CM_FPIC_CHINSTUD": "KINNSTECKER"
"CUST_ITEM_CF_LLR_SUIT_F_LACE": "OKTOBERFEST-ROCK"
"CUST_ITEM_CF_NLMD_RWRST_F_WRISTBAND": "RAWK-ARMBAND"
"CUST_ITEM_CF_NLMB_LBDY_F_SKIRT": "REBELLENHOSE"
"CUST_ITEM_LEATHER_UNIFORM_GLOVES": "LEDERHANDSCHUHE"
"CUST_TATTOO_NECK": "HALS"
"SLOT_TIRES": "REIFEN"
"SLOT_FINS": "FINNEN"
"LOGO_KOBRA": "KOBRA"
"POLICE_OUTFIT": "POLIZEIBEKLEIDUNG"
"CUST_VARIANT_FEMALE_SNAKE": "SCHLANGE"
"CUST_VARIANT_ALTERNATING": "ABWECHSELND"
"CUST_ITEM_WOMEN_S_BONDAGE_TOP_2": "3-COUNT-OBERTEIL"
"PLAYER_CREATION_FIGURE_AVERAGE": "DURCHSCHNITTLICH"
"CUST_TATTOO_UPPBACK_1": "SCHÄDELBERG"
"CUST_TATTOO_LEFT_SHOULDER": "LINKE SCHULTER"
"STORE_WEAPON_CACHE": "AUF WAFFEN IM DOMIZIL ZUGREIFEN"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_STAG_4": "Erhöhe Schussfrequenz und Schaden."
"SLOT_DRAPES": "VORHÄNGE"
"LOGO_HEART": "HERZ"
"MALE_ATHLETIC": "MÄNNLICH, ATHLETISCH"
"CUST_WEAR_UNTUCKED_UNBUTTONED": "HERAUSHÄNGEND, OFFEN"
"CUST_TATTOO_UPPER_BODY": "OBERKÖRPER"
"CUST_VARIANT_07_DEFAULT": "VARIANTE 7"
"CUST_INSULT_H": "MIR IST ÜBEL"
"PLAYER_MORPH_SKULL_TOP_WIDTH_TEXT": "KOPFDECKENBREITE"
"CUST_TATTOO_LCALF_4": "MIT KIRSCHE BITTE"
"VEHICLE_COLOR_COPPER": "KUPFER"
"VEHICLE_COLOR_DEEP_BRONZE_BROWN": "TIEFBRONZEBRAUN"
"CUST_WEAR_TUCKED_BUTTONED_HIGH_PANT_SUSPENDERS": "IN HOSE, GESCHLOSSEN, HOHE HOSE, HOSENTRÄGER"
"CUST_ITEM_FEMALE_NLM_EARRINGS_6": "OHRSTECKER"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_E": "KAMPF-MIEZE"
