"CUST_ITEM_CF_HAIR_MED": "MI-LONGS"
"SLOT_DEFENSE": "DÉFENSE"
"SLOT_HANDLEBARS": "GUIDONS"
"SLOT_WHEEL_COVERS": "CARÉNAGE D'AILE"
"IRIDESCENT_2": "IRISÉS 2"
"CUST_VARIANT_VEST_B": "STYLE 2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "VESTE MOD AVEC CHEMISE ET NŒUD PAPILLON"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "RÊVE DE JEUNE"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "COCCINELLE"
"CUST_EXIT_WARNING_BODY": "Quitter la création de personnage?"
"PLAYER_CREATION_FIGURE_HUGE": "BARAQUÉ"
"CUST_COLOR_CLOTHING_RED_2": "ROUGE 2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "VERT ESTRAGON"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 PURPLE-WHITE"
"LOGO_CAVE_2": "GROTTE FANTÔME 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "SWEAT \"THIRD STREET\""
"CUST_UNDERSHIRT": "MAILLOTS DE CORPS"
"CUST_COMP_MUSTACHE_18": "HOLLYWOODIENNE"
"CUST_COMP_FEMALE_EYEBROWS": "NATURELLE"
"OPTION_38": "OPTION 38"
"HAIR_COLOR_AUBURN": "AUBURN"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "TÊTE DE LION"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "ULTRAS"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "BOUCLE ÉPAISSE"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "JAUNE-ORANGE 2"
"CUST_TATTOO_FACE_8": "BONNE PÈCHE"
"COLOR_SLOT_PAINT": "PEINTURE COMPLÈTE"
"CUST_COLOR_INDIGO_4": "INDIGO 4"
"MALE_BODYBUILDER": "HOMME, BODYBUILDÉ"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "VÊTEMENT DE COURSE"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "VESTE DE REBELLE"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "SWEAT PRO À CAPUCHE"
"CUST_ITEM_2015_SHADES": "LUNETTES DE SOLEIL 2015"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "DIAMANT GAUCHE"
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "LARGEUR DU SEPTUM"
"PLAYER_CREATION_MENU_3": "YEUX"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "JAUNE-VERT 7"
"CUST_TATTOO_CHEST_4": "SAVON DES SAINTS"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "NIVEAU 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "REINES DE COEUR"
"CUST_COLOR_CLOTHING_ORANGE_5": "ORANGE 5"
"SLOT_REINFORCED_BUMPER": "PARE-CHOC RENFORCÉ"
"LOGO_FUNK": "Funk 98.4"
"CUST_VARIANT_CIRCLES": "CERCLES"
"CUST_WEAR_FORWARD": "AVANT"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "CASQUE DE PRINCESSE GUERRIÈRE"
"HAIR_COLOR_BLUE_MATTE": "BLEU MAT"
"FEMALE_EMACIATED": "FEMME, MAIGRE"
"CUST_COMP_MALE_EYEBROWS_2": "VIEILLARD"
"CUST_VARIANT_TRIM_COLOR": "GARNITURE"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "SOLIDE"
"CUST_VARIANT_SMALL_PLAID": "PETIT MOTIF ÉCOSSAIS"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "LÉOPARD 1"
"CUST_RONIN_TAUNT_B": "VANNE RONIN 2"
"CANT_WEAR_PENDANT": "CE PENDENTIF NE PEUT ÊTRE PORTÉ QU'AVEC UN COLLIER COURT"
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "Revers G, ouvert D, bas"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "ANARCHISTE PUNK ROCK"
"SURGEON_PRESET_TEXT": "Est-ce que tu veux sélectionner ce préréglage?"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "Augmente la capacité de tes chargeurs."
"CUST_TATTOO_RFORARM_6": "ŒIL POUR ŒIL"
"CUST_COMP_FACE_MOLE_7": "GRAIN DE BEAUTÉ 7"
"CUST_VARIANT_BOXERS": "BOXER"
"PLAYER_MORPH_FOREHEAD_TEXT": "FRONT"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "HAUTEUR DES OREILLES"
"LOGO_AKUSTICS1": "AKUSTICS"
"CUST_ITEM_CM_WORSTCASESHOES": "RIEN DE MIEUX À SE METTRE"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "SANDALES À FLEUR"
"CUST_VOICE_MALE_ASIAN": "HOMME 2"
"VEHICLE_COLOR_TINT_50": "TEINTE 50%%"
"RIM_187": "C-X 501 ORANGE-BLACK"
"CUST_VARIANT_BOWTIE_STRIPED": "RAYÉ"
"CUST_ITEM_GENKI_PACK": "HABIT FUNTIME!"
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "LE \"Z\""
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "PANTOUFLES \"LAPIN COQUIN\""
"CUST_BRO_TAUNT_B": "VANNE BROTHERHOOD 2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "OPTION 12"
"CUST_COLOR_GREEN_2": "VERT 2"
"UNLOCALIZED_BLACK": "BLACK"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "AFRO CISELÉE"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "LUNETTES STEAMPUNK"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "CASQUETTE DE ROUTIER"
"CUST_COMPLIMENT_O": "LES SEPT VOILES"
"VEHICLE_PAINT_GANG_ULTOR": "ULTOR"
"SLOT_REAR_FENDERS": "AILES ARRIÈRE"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "SWEAT À CAPUCHE TRISTOUNET"
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "BOTTES DE REINE DU RODÉO"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "SHORT AMPLE"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "La lunette de visée augmente la puissance du zoom. Le canon allongé augmente les dégâts et réduit le recul."
"CUST_TATTOO_RCALF_3": "PAPILLON DANS LE CIEL"
"CUST_TATTOO_LARM_4": "FLOWER POWER"
"CUST_TATTOO_LUPPARM_6": "SAINTS POUR TOUJOURS"
"CUST_COMP_FEMALE_EYEBROWS_4": "HAUTE COURBE"
"COMPONENT_ADD_NITROUS": "NITRO"
"CUST_VARIANT_MED": "MOYEN"
"CUST_VARIANT_DESERT_CAMO": "CAMOUFLAGE DÉSERT"
"VEHICLE_COLOR_PENNY_ZINC": "ZINC"
"COLOR_SLOT_PAINT_AND_RIMS": "PEINTURE ET JANTES"
"LOGO_GUARD_1": "GARDE 1"
"CUST_VARIANT_SMALL_DOTS": "PETITS POIS"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "CHEMISE ET CRAVATE \"GENTIL VOISIN\""
"CUST_ITEM_CF_HAIR_LONGWAVY": "VOLUMINEUX"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "BRAS DROIT COMPLET"
"CUST_TATTOO_RFORARM_2": "JEU DE DÉS"
"CUST_COMP_FACE_MOLE_3": "GRAIN DE BEAUTÉ 3"
"CUST_COMP_FACE_DPMARKS": "TROUS"
"VEHICLE_COLOR_GREEN_DARK_TINT": "TEINTE VERT FONCÉ"
"HAIR_COLOR_GRAY": "GRIS"
"CUST_VARIANT_NAILS_A": "ONGLES 1"
"CUST_SKIN_GREY_3": "CHARBON"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "PROFONDEUR DES TEMPES"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "ÉLÉVATION DES TEMPES"
"CUST_VARIANT_CARIBBEAN": "CARIBÉENNE"
"CUST_WEAR_ON UNDERSHIRT": "SUR MAILLOT DE CORPS"
"RACE_CAUCASIAN": "CAUCASIEN"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "LONGUEUR LÈVRE INFÉRIEURE"
"CUST_COMP_EYE_MAKEUP_8": "SCIENCE-FICTION ANNÉES 80"
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "FANTÔME 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "ZÉBRAS 2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "REVERS GAUCHE, HAUT"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "TENUE PANTALON SERRÉ"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "PANTALON BOYAU"
"CUST_ITEM_METAL_BRACELET_LEFT": "MONTRE DE V.I.P."
"CUST_COMP_EYES_RED": "ROUGES"
"none": "AUCUN(E)"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "BOXER \"BÊTE DE SEXE\""
"CUST_ITEM_CF_HAIR_PONYTAIL": "QUEUE DE CHEVAL"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "LONGUEUR MILIEU LÈVRE SUPÉRIEURE"
"CUST_VARIANT_STRIPES_2": "BANDES 2"
"CUST_VARIANT_MAIN": "NORMAL"
"CUST_CAT_HAIR_COLOR_PRIMARY": "COULEUR PRINCIPALE CHEVEUX"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "Mets le feu avec des balles incendiaires. Augmente la capacité de tes chargeurs."
"CUST_TATTOO_LCALF_8": "ATTAQUE DE REQUIN"
"CUST_COLOR_BLACK": "NOIRES"
"LOGO_KLASSIC": "KLASSIC 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "ZÉBRAS 1"
"CUST_VARIANT_PLAID_2": "ÉCOSSAIS 2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "RÉPULSIF À VAMPIRE"
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "BANDANA SAINTS HOLD-UP"
"CUST_COMPLIMENT_K": "GRANDE ÉCOUTE"
"COMPONENT_ADD_KNEECAPPERS": "BRISE-ROTULES"
"CUST_VARIANT_VBANDS": "BANDES VERTICALES"
"CUST_VARIANT_PATTERN_2": "STYLE 2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "NON RENTRÉ, NON FERMÉ"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "TALONS DE FÊTARDE"
"CUST_INSULT_D": "LE TOMBEUR"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "LONGUEUR PAUPIÈRE SUPÉRIEURE"
"SURGEON_CONFIRM_ENTRY_TEXT": "Tu as %ls. L'opération coûte %ls.\nUn peu de chirurgie esthétique?\nAttention, tu ne pourras pas revenir en arrière."
"CUST_TATTOO_RCALF_7": "ESPRIT DU DRAGON"
"CUST_TATTOO_LUPPARM_2": "ESPRIT DU LOUP"
"VEHICLE_COLOR_BANANA_YELLOW": "JAUNE BANANE"
"COLOR_SLOT_BIKE": "VÉLO"
"CUST_VARIANT_CMHAT_CHILD": "BANDES FINES"
"CUST_VARIANT_BIKER": "MOTARD 1"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": "JAUNE-ORANGE 6"
"CUST_TATTOO_LHAND_4": "QUATRE CRÂNES"
"SLOT_INTERIOR_ACCESSORIES": "ACCESSOIRES INTÉRIEURS"
"CUST_COLOR_PURPLE_1": "VIOLET 1"
"CUST_VARIANT_MED_STRIPE": "BANDES MOYENNES"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "LONGUEUR DES OREILLES"
"COMPONENT_DECAL_9": "DÉCALCO 9"
"PAINT_3": "PEINTURE 3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "CHAUSSURES \"MIAMI\""
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "BAS RÉSILLE CHIC"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "TREILLIS NETWORK"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "ANNEAU AU SEPTUM"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "JAUNE-VERT 3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "ZÉBRAS ÉTIRÉS"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "BOTTES \"CÔTÉ SOMBRE\""
"RACE_HISPANIC": "HISPANIQUE"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "PROFONDEUR DES POMMETTES"
"CUST_COMP_FACE_BANDAGE_3": "BANDAGE JOUE"
"SLOT_FRONT_WHEELS": "ROUES AVANT"
"SLOT_TRIM": "GARNITURES"
"LOGO_NUKE_1": "NUCLÉAIRE STILWATER"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "PROPRE SUR ELLE"
"PLAYER_CREATION_MENU_7": "QUITTER"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "VESTE MOD AVEC SWEAT"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "ROBE DE COUTURIER ÉLÉGANTE"
"CUST_COLOR_CLOTHING_ORANGE_1": "ORANGE 1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "Touche une plus grande surface."
"HAIR_COLOR_PURPLE": "VIOLETS"
"CUST_VARIANT_DENIM": "JEAN"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "JERSEY"
"PLAYER_MORPH_MOUTH_TEXT": "BOUCHE"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "REMPLISSAGE DU VISAGE"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "BLEU MINUIT"
"RIM_SET_009": "PACK JANTES 9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "TÊTE REALITY CLIMAX"
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "VESTE ZIPPÉE DE FEMME"
"CUST_SKIN_GREEN_3": "VERT CRAPAUD"
"CUSTOM_WALK_8": "STYLE VOYOU 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "DÉCHARNÉ"
"SLOT_TIRE_DURABILITY": "DURABILITÉ PNEUS"
"LOGO_MUSEUM_HISTORY": "MUSÉE D'HISTOIRE NATURELLE"
"LOGO_RUSTY_S_NEEDLE_1": "RUSTY'S NEEDLE 1"
"CUST_VARIANT_AMBER": "AMBRE"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "ARMURE DE SAMOURAÏ"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "BOXER QUOTIDIEN"
"PLAYER_MORPH_SKIN_TEXT": "COULEUR DE LA PEAU"
"HAIR_COLOR_PINK": "ROSES"
"HAIR_COLOR_BRUNETTE": "BRUNS"
"LOGO_SKEETERS_4": "SKEETERS 4"
"LOGO_NUMBER2": "NUMÉRO 2"
"CUST_VARIANT_PRESS": "PRESSE"
"CUST_VARIANT_DRAGON_TIE": "DRAGON AVEC CRAVATE"
"CUST_VARIANT_CHECKER": "À DAMIER"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "POLO KABANA"
"FACIAL_EXPRESSION_ANGRY": "COLÉREUX"
"CUST_VARIANT_GOLD": "OR"
"CUST_VARIANT_BIKERBOOT": "BOTTES DE MOTARD"
"CUST_WEAR_HIGH_LEFT_ZIPPED_RIGHT_LEFT_ROLLED_RIGHT_ROLLED": "REVERS DROITE, HAUT"
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "PUNKALICIOUS"
"CUST_CAT_SUITS": "COSTUMES"
"CUST_TATTOO_UPPBACK_5": "CERISES À ÉCLATER"
"SLOT_HUBCAPS": "ENJOLIVEURS"
"HAIR_COLOR_WHITE_MATTE": "BLANC MAT"
"CUST_VARIANT_BOOT_5": "À 2 TONS"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "LUNETTES HIPSTER"
"CUST_TATTOO_LOWER_BACK": "BAS DU DOS"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "PROFONDEUR CÔTÉS BOUCHE"
"CUST_WEAR_UNTUCKED_ZIPPED": "NON RENTRÉ, FERMÉ"
"CUST_WEAR_LONG": "LONGUE"
"CUST_WEAR_LEFT": "GAUCHE"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "BAS DE BIKINI \"DIABLESSE\""
"CUST_CAT_FACE_PIERCINGS": "PIERCINGS VISAGE"
"RACE_ASIAN": "ASIATIQUE"
"VEHICLE_COLOR_DOUBLE_YELLOW": "DOUBLE JAUNE"
"VEHICLE_PAINT_MUNICIPAL": "MUNICIPAL"
"CUST_VARIANT_FRONT_STRIPES_LARGE": "DOUBLES BANDES FRONTALES, LARGES"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT2": "CHEMISE \"BEAU GOSSE\" AVEC NŒUD PAPILLON"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "MAILLOT D'HÉROÏNE DE STEELPORT"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "JAMBE DROITE COMPLÈTE"
"CUST_INSULT_L": "ANGEMANIA"
"SURGEON_CAT_HEAD": "TÊTE"
"CUST_TATTOO_LARM_8": "TRIBAL"
"CUST_ITEM_CM_HAIR_PULLEDPONYTAIL": "QUEUE DE CHEVAL TIRÉE"
"CUST_SKIN_OILED_4": "AUTO-BRONZANT HUILÉ"
"CUSTOM_WALK_FEMALE_6": "FEMME SENSUELLE"
"CUST_INSULT_PISS": "LE CHIEN FAIT SES BESOINS"
"CUST_MENU_SEX_PRESETS": "PRÉRÉGLAGES SEXE"
"CUST_COLOR_CLOTHING_GREYS_2": "GRIS 2"
"CUST_COMP_CHEEK_MAKEUP_4": "JOKER"
"Redhead": "ROUX"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "RENTRÉ, BOUTONNÉ, TRÈS HAUT, BRETELLES, CRAVATE"
"PLAYER_MORPH_NOSTRILS_HEIGHT_TEXT": "HAUTEUR DES NARINES"
"VEHICLE_PAINT_STANDARD_METAL": "MÉTAL STANDARD"
"CUST_VARIANT_PLAIN_W_TIE": "UNI AVEC CRAVATE"
"CUST_ITEM_GAT_MASCOT_OUTFIT": "TENUE DE MASCOTTE GAT"
"CUST_ITEM_FEMALE_NLM_EARRINGS_2": "BROYEUR DE CRÂNE"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_A": "LET'S PRETEND FEMME A"
"CUST_COMPLIMENT_C": "ÉTALON SAUVAGE"
"CUSTOM_PREVIEW_UNAVAILABLE": "APERÇU NON DISPONIBLE"
"CUST_TATTOO_RHAND_3": "CŒUR BRISÉ"
"CUST_TATTOO_CHEST_8": "ALTITUDE"
"VEHICLE_PAINT_PLASTIC": "PLASTIQUE SPÉCIAL"
"CUST_VARIANT_ULTOR1": "ULTOR 1"
"CUST_RONIN_COMPLIMENT_D": "COMPLIMENT RONIN 4"
"CUST_MENU_START_GAME": "LANCER PARTIE"
"CUST_COMP_FACE_MAKEUP_3": "FILS DU BARON SAMEDI"
"CUST_ITEM_CM_LPG_MASK_M_MASKCAT": "TÊTE DE CHAT"
"CUST_ITEM_CM_EYE_CARDNIAL_GLASSES": "LUNETTES DE CARDINAL"
"CUST_SKIN_HISPANIC_03": "HISPANIQUE 3"
"CUST_TATTOO_FACE_4": "CIEL ÉTOILÉ"
"SLOT_OFFENSE": "ATTAQUE"
"LOGO_BROTHERHOOD_3": "BROTHERHOOD 3"
"CUST_VARIANT_DUAL_STRIPES_LARGE": "DOUBLES BANDES, LARGES"
"CUSTOM_WALK_14": "STYLE VOYOU 9"
"PLAYER_MORPH_DOUBLECHIN_TEXT": "DOUBLE MENTON"
"CUST_COLOR_CLOTHING_VIOLET-RED_2": "VIOLET-ROUGE 2"
"CUST_COLOR_CLOTHING_BROWNS_3": "BRUN 3"
"CUST_COMP_MUSTACHE_14": "5 HEURES"
"VEHICLE_COLOR_BLACK_TITANIUM": "TITANE NOIR"
"LOGO_RFS": "RFS 87.6"
"COMPONENT_DECAL_1": "STICKER 1"
"CUST_ITEM_ANGLE_MEDALLION_LONG": "ANNEAUX DE DIVA"
"CUST_TATTOO_TORSO_STOMACH": "VENTRE"
"CUST_SKIN_BLACK_04": "AFRO-AMÉRICAIN 4"
"PLAYER_MORPH_JAWS_TEXT": "MENTON ET MÂCHOIRE"
"CUST_COMP_EYES_HAZEL": "NOISETTE"
"COMPONENT_OPTION_3": "OPTION 3"
"CUST_WEAR_ON OVERSHIRT": "SURCHEMISE"
"CUST_ITEM_CM_FPIC_NOSESRIGHT": "CLOU DE NARINE (DROITE)"
"CUST_ITEM_CM_HAIR_MTOPSHVDSIDS": "JERSEY"
"CUST_TATTOO_LOWBACK_7": "PAIX INTÉRIEURE"
"VEHICLE_COLOR_SOLID_TEAL": "SARCELLE SOLIDE"
"CUST_VARIANT_3_STRIPE": "TROIS BANDES"
"CUST_VARIANT_THICK_BELT": "ÉPAIS"
"CUST_TATTOO_NECK_3": "CASSE-TÊTE"
"CUST_COMP_BODY_MASK_3": "BRONZE BIKINI STRING"
"VEHICLE_COLOR_HARLEQUIN_PURPLE": "VIOLET ARLEQUIN"
"LOGO_MUSEUM_ERO_3": "EROMENOS MUSEUM 3"
"CUST_VARIANT_PIMPCOAT_STRIPES": "BANDES"
"CUST_WEAR_UNBUTTONED_HOOD_DOWN": "NON BOUTONNÉ, CAPUCHE BAISSÉE"
"CUST_ITEM_CM_PSJ_HAT_M_SRCAP": "CASQUETTE STUNNERS DE STEELPORT"
"PLAYER_MORPH_JOWLS_DEPTH_TEXT": "PROFONDEUR DES MÂCHOIRES"
"CUST_COLOR_CLOTHING_ORANGE_9": "ORANGE 9"
"CUST_COMP_EYE_MAKEUP_17": "SMOKEY"
"VEHICLE_COLOR_GRAY_MEDIUM": "GRIS MOYEN"
"VEHICLE_COLOR_ICE_WHITE": "GIVRE"
"CUST_WEAR_CLOSED, HOOD UP": "CAPUCHE RELEVÉE"
"CUST_ITEM_CM_DLC_AB_OUTFIT": "GARÇON D'AUTEL"
"CUST_ITEM_CM_FPIC_SETD": "ANNEAU SOURCIL DROIT/NARINE"
"CUST_ITEM_CM_HAIR_MIDPARTMED": "RAIE MILIEU"
"CUST_CAT_MAKEUP_ENTIRE_FACE": "VISAGE ENTIER"
"CUST_COMP_FACE_MAKEUP_7": "LEVER DE SOLEIL"
"VEHICLE_PAINT_METALLIC_PAINT": "PEINTURE MÉTALLIQUE"
"CUST_ITEM_CM_IMPB_UBDY_M_TURTLENECK": "COL ROULÉ \"RIEN À FOUTRE\""
"CUST_ITEM_CM_NLMB_HAT_M_SKULLYKNIT": "BONNET TRICOTÉ BROSEPH"
"CUST_ITEM_FEMALE_PLANETSAINTS_BRA_1": "SAINT SOUTIEN-GORGE DES SAINTS"
"CUST_ITEM_5_O'CLOCK_SHADOW": "SERGENT"
"CUST_TATTOO_RHAND_7": "HAND_TATTOO_R7"
"CUST_ITEM_CM_NLMB_UBDY_M_TRASH": "T-SHIRT \"TRASH!\""
"CUST_ITEM_MID_LENGTH_LARGE_CHAIN": "JEAN 21e SIÈCLE"
"PLAYER_MORPH_BALL_HEIGHT_TEXT": "HAUTEUR DE LA POINTE"
"CUST_COLOR_CLOTHING_VIOLET-RED_6": "VIOLET-ROUGE 6"
"CUST_COLOR_CLOTHING_BROWNS_7": "BRUN 7"
"CUST_COMP_MUSTACHE_10": "DESSINÉE"
"COMPONENT_DECAL_5": "DÉCALCO 5"
"CUST_VARIANT_ANIMAL": "ANIMAL"
"CUST_WEAR_BUTTONED": "BOUTONNÉ"
"FACIAL_EXPRESSION_SLEEPY": "SOMNOLENT"
"CUST_TATTOO_LHAND_8": "HAND_TATTOO_L8"
"CUST_ITEM_WRESTLE_MASK_MALE": "MASQUE DE POIDS LOURD"
"CUST_ITEM_CF_LPC_FOOT_F_FEMHEROBOOTS": "BOTTES D'HÉROÏNE DE STEELPORT"
"CUST_ITEM_CF_PSF_FOOT_F_SNEAKERS": "BASKETS DE RUE"
"CUST_SKIN_PURPLE_3": "VIOLET DOUX"
"CUSTOM_WALK_10": "STYLE VOYOU 6"
"PLAYER_MORPH_MOUTH_SIDES_SIZE_TEXT": "TAILLE CÔTÉS BOUCHE"
"CUST_TATTOO_LOWBACK_3": "VIVENT LES CUIVRES"
"CUST_COLOR_FLESH_3": "CHAIR 3"
"CUST_VARIANT_TRACK_B2": "STYLE 2"
"CUST_WEAR_NORMAL": "NORMAL"
"CUST_ITEM_CM_LLO_HAND_M_SBLGLOVES": "GANTS \"POCKET ROCKET\""
"FACIAL_EXPRESSION_MELLOW": "SEREIN"
"PLAYER_MORPH_EARS_SPACING_TEXT": "ESPACEMENT DES OREILLES"
"PLAYER_MORPH_CHEEKBONE_WIDTH_TEXT": "LARGEUR DES POMMETTES"
"RIM_SET_005": "PACK JANTES 5"
"COMPONENT_OPTION_7": "OPTION 7"
"SK04": "PEAU04"
"CUST_WEAR_LEFT_ROLLED_UP": "REVERS GAUCHE"
"CUST_WEAR_BACK_RIGHT": "ARRIÈRE DROITE"
"CUST_ITEM_LIPS_01": "GLOSS"
"CUST_TIE": "CRAVATE"
"CUSTOM_WALK_4": "STYLE DÉJANTÉ"
"PLAYER_MORPH_EAR_CURVE_TEXT": "COURBE DES OREILLES"
"CUST_COMP_EYE_MAKEUP_13": "PRINCESSE ÉGYPTIENNE"
"CUST_VARIANT_SKIRTA": "STYLE 3"
"CUST_VARIANT_ZEBRA_2": "ZÉBRA 2"
"CUST_ITEM_CF_LLS_FOOT_F_BOOTIES": "BOTTES DE GANG"
"CUST_VOICE_FEMALE_WHITE": "FEMME 1"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_2": "Transporte plus de sacoches explosives."
"CUST_TATTOO_NECK_7": "HABILLÉ POUR MOURIR"
"CUST_COMP_FACE_ROBOT_PARTS": "PARTIELLEMENT ROBOT"
"CUST_WEAR_HAT": "CHAPEAU"
"CM_BLOWUPDOLL": "POUPÉE GONFLABLE"
"CUST_ITEM_BIKER_BOOTS_5": "BOTTES DE POIDS LOURD"
"PLAYER_MORPH_LOWER_LIP_WIDTH_TEXT": "LARGEUR DE LA LÈVRE INFÉRIEURE"
"RIM_SET_020": "PACK JANTES 20"
"CUST_VARIANT_STRIPED": "RAYÉ"
"CUST_ITEM_FEMALE_NLM_OUTFIT_F": "HAUTE COUTURE STEAMPUNK"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_2": "Augmente la cadence de tir."
"CUST_COMP_EYE_MAKEUP_4": "COMBATTANT DE CRIME"
"VEHICLE_COLOR_WINE_RED": "ROUGE VIN"
"HAIR_COLOR_STRAWBERRY_BLONDE": "BLONDS VÉNITIENS"
"LOGO_NUMBER6": "NUMÉRO 6"
"CUST_ITEM_CM_FPIC_CHINSTUD": "LABRET"
"CUST_ITEM_CF_LLR_SUIT_F_LACE": "JUPE OKTOBERFEST"
"CUST_ITEM_CF_NLMD_RWRST_F_WRISTBAND": "POIGNET ROCK"
