"CUST_ITEM_CF_HAIR_MED": "POR EL HOMBRO"
"COMPONENT_OPTION_D": "OPCIÓN D"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "TAMAÑO LADO LABIO SUPERIOR"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} NIVEL {1} {2} (EQUIPADO)[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "AMARILLO 9"
"SLOT_WINGS": "ALAS"
"CUST_COLOR_ORANGE_2": "NARANJA 2"
"LOGO_STILWATER_BIKE": "CLUB MOTOCICLETAS"
"CUST_VARIANT_SNAKESKIN": "PIEL DE SERPIENTE"
"CUST_WEAR_BACK": "ESPALDA"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "BOTAS DE CAPITÁN"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "DISTANCIA SIENES"
"CUST_WEAR_MID-HEIGHT": "ALTURA MEDIA"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "ARREGLADO PERO INFORMAL"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "ZAPATOS DE VESTIR"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "LUCHADOR IMPERIO"
"SLOT_DEFENSE": "DEFENSA"
"SLOT_HANDLEBARS": "MANILLAR"
"SLOT_WHEEL_COVERS": "EXTENSIONES DE GUARDABARROS"
"IRIDESCENT_2": "IRIDISCENTE 2"
"CUST_VARIANT_VEST_B": "ESTILO 2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "CHAQUETA DE HOMBRE, CAMISA Y PAJARITA"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "SUEÑO DE JUVENTUD"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "PENDIENTES MARIQUITA"
"CUST_EXIT_WARNING_BODY": "¿Salir de Creación de jugadores?"
"PLAYER_CREATION_FIGURE_HUGE": "FORNIDO"
"CUST_COLOR_CLOTHING_RED_2": "ROJO 2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "GRIS ESTRAGÓN TENUE"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 PURPLE-WHITE"
"LOGO_CAVE_2": "CUEVA FANTASMA 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "SUDADERA 3RD STREET"
"CUST_UNDERSHIRT": "CAMISETAS INTERIORES"
"CUST_COMP_MUSTACHE_18": "ESTILO HOLLYWOOD"
"CUST_COMP_FEMALE_EYEBROWS": "LA MUJER NATURAL"
"OPTION_38": "OPCIÓN 38"
"HAIR_COLOR_AUBURN": "CAOBA"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "MÁSCARA DE LEÓN"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "ULTRAS"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "ARO GRUESO"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "NARANJA AMARILLENTO 2"
"CUST_TATTOO_FACE_8": "RECOMPENSA DEL MAR"
"COLOR_SLOT_PAINT": "PINTURA"
"CUST_COLOR_INDIGO_4": "AÑIL 4"
"MALE_BODYBUILDER": "VARÓN CULTURISTA"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "A TODO TRAPO"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "CHALECO DE REBELDE"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "SUDADERA PARA TODO"
"CUST_ITEM_2015_SHADES": "GAFAS DE SOL 2015"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "EL MEJOR AMIGO DE UNA MUJER IZQD."
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "ANCHURA TABIQUE"
"PLAYER_CREATION_MENU_3": "OJOS"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "VERDE AMARILLENTO 7"
"CUST_TATTOO_CHEST_4": "JABÓN DE LOS SAINTS"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "NIVEL 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "PENDIENTES REINA DE CORAZONES"
"CUST_COLOR_CLOTHING_ORANGE_5": "NARANJA 5"
"SLOT_REINFORCED_BUMPER": "PARACHOQUES REFORZADO"
"LOGO_FUNK": "Funk 98.4"
"CUST_VARIANT_CIRCLES": "CÍRCULOS"
"CUST_WEAR_FORWARD": "ADELANTE"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "CASCO DE PRINCESA GUERRERA"
"HAIR_COLOR_BLUE_MATTE": "AZUL MATE"
"FEMALE_EMACIATED": "MUJER DEMACRADA"
"CUST_COMP_MALE_EYEBROWS_2": "DE VIEJO"
"CUST_VARIANT_TRIM_COLOR": "EMBELLECEDOR LATERAL"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "SÓLIDO"
"CUST_VARIANT_SMALL_PLAID": "ESCOCÉS PEQUEÑO"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "LEOPARDO 1"
"CUST_RONIN_TAUNT_B": "PROVOCACIÓN DE LOS RONIN 2"
"CANT_WEAR_PENDANT": "PARA LLEVAR ESTE COLGANTE DEBES TENER UN COLLAR CORTO."
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "Iz. enrollado, der. crem. bajada, bajos"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "ANARQUISTA ROCKERO PUNKI"
"SURGEON_PRESET_TEXT": "¿Quieres seleccionar este predefinido?"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "Aumenta el tamaño de tus cargadores."
"CUST_TATTOO_RFORARM_6": "OJO POR OJO"
"CUST_COMP_FACE_MOLE_7": "LUNAR 7"
"CUST_VARIANT_BOXERS": "CALZONCILLOS BÓXER"
"PLAYER_MORPH_FOREHEAD_TEXT": "FRENTE"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "ALTURA DE OREJAS"
"LOGO_AKUSTICS1": "AKUSTICS"
"CUST_ITEM_CM_WORSTCASESHOES": "NADA MEJOR QUE PONERME"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "SANDALIAS FLOWER POWER"
"CUST_VOICE_MALE_ASIAN": "VARÓN 2"
"VEHICLE_COLOR_TINT_50": "TINTE 50%%"
"RIM_187": "C-X 501 ORANGE-BLACK"
"CUST_VARIANT_BOWTIE_STRIPED": "A RAYAS"
"CUST_ITEM_GENKI_PACK": "CONJUNTO DE JUERGA"
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "LA \"Z\""
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "ZAPATILLAS DE CONEJITO MALO"
"CUST_BRO_TAUNT_B": "PROVOCACIÓN DE LA BROTHERHOOD 2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "OPCIÓN 12"
"CUST_COLOR_GREEN_2": "VERDE 2"
"UNLOCALIZED_BLACK": "BLACK"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "AFRO MUY CORTO"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "GAFAS STEAMPUNK"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "GORRA DE CAMIONERO"
"CUST_COMPLIMENT_O": "LOS SIETE VELOS"
"VEHICLE_PAINT_GANG_ULTOR": "ULTOR"
"SLOT_REAR_FENDERS": "GUARDABARROS TRASEROS"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "SUDADERA QUÉ TRISTE ESTOY"
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "BOTAS DE REINA DE LOS RODEOS"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "BOMBACHOS"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "La mira de francotirador aumenta la distancia del zoom. El cañón más largo aumenta el daño con menos retroceso."
"CUST_TATTOO_RCALF_3": "MARIPOSA EN EL CIELO"
"CUST_TATTOO_LARM_4": "FLOWER POWER"
"CUST_TATTOO_LUPPARM_6": "SAINTS PARA SIEMPRE"
"CUST_COMP_FEMALE_EYEBROWS_4": "CURVAS"
"COMPONENT_ADD_NITROUS": "SISTEMA DE NITRO"
"CUST_VARIANT_MED": "MEDIO"
"CUST_VARIANT_DESERT_CAMO": "CAMUFLAJE DE DESIERTO"
"VEHICLE_COLOR_PENNY_ZINC": "ZINC MONEDA"
"COLOR_SLOT_PAINT_AND_RIMS": "PINTURA Y LLANTAS"
"LOGO_GUARD_1": "GUARDIA 1"
"CUST_VARIANT_SMALL_DOTS": "LUNARES PEQUEÑOS"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "CAMISA CON CORBATA NEIGHBOR"
"CUST_ITEM_CF_HAIR_LONGWAVY": "VOLUMINOSO"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "TODO EL BRAZO DERECHO"
"CUST_TATTOO_RFORARM_2": "LOS DIFÍCILES SEISES"
"CUST_COMP_FACE_MOLE_3": "LUNAR 3"
"CUST_COMP_FACE_DPMARKS": "MARCAS DE VIRUELA GRANDES"
"VEHICLE_COLOR_GREEN_DARK_TINT": "TINTE VERDE OSCURO"
"HAIR_COLOR_GRAY": "GRIS"
"CUST_VARIANT_NAILS_A": "UÑAS 1"
"CUST_SKIN_GREY_3": "CARBONCILLO"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "PROFUNDIDAD SIENES"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "ELEVACIÓN SIENES"
"CUST_VARIANT_CARIBBEAN": "CARIBEÑO"
"CUST_WEAR_ON UNDERSHIRT": "SOBRE CAMISETA INTERIOR"
"RACE_CAUCASIAN": "CAUCÁSICO"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "LONGITUD DE LABIO INFERIOR"
"CUST_COMP_EYE_MAKEUP_8": "FICCIÓN DE LOS 80"
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "FANTASMA 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "CEBRA 2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "IZQUIERDA ENROLLADO, ALTO"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "TRAJE DE PANTALÓN AJUSTADO"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "BUTIFARRA"
"CUST_ITEM_METAL_BRACELET_LEFT": "RELOJ VIP"
"CUST_COMP_EYES_RED": "ROJO"
"none": "NINGUNO"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "BÓXER LA MÁQUINA DEL AMOR"
"CUST_ITEM_CF_HAIR_PONYTAIL": "COLETA APRETADA"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "LONGITUD MEDIA LABIO SUPERIOR"
"CUST_VARIANT_STRIPES_2": "RAYAS 2"
"CUST_VARIANT_MAIN": "NORMAL"
"CUST_CAT_HAIR_COLOR_PRIMARY": "COLOR PRINCIPAL DEL CABELLO"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "Las balas incendiarias incrementan la temperatura. Aumenta el tamaño de tus cargadores."
"CUST_TATTOO_LCALF_8": "ATAQUE SHARK"
"CUST_COLOR_BLACK": "NEGRO"
"LOGO_KLASSIC": "KLASSIC 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "CEBRA 1"
"CUST_VARIANT_PLAID_2": "CUADROS 2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "PENDIENTES REPELEVAMPIROS"
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "PAÑUELO DE ATRACO DE LOS SAINTS"
"CUST_COMPLIMENT_K": "HORA DE MAYOR AUDIENCIA"
"COMPONENT_ADD_KNEECAPPERS": "RODILLERAS"
"CUST_VARIANT_VBANDS": "RAYAS VERTICALES"
"CUST_VARIANT_PATTERN_2": "ESTILO 2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "POR FUERA, CREM. BAJADA"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "TACONAZOS DE FIESTERA"
"CUST_INSULT_D": "EL DOUGLAS"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "LONGITUD LABIO SUPERIOR"
"SURGEON_CONFIRM_ENTRY_TEXT": "Tienes %ls. La operación cuesta %ls.\n¿Quieres pasar por el cirujano?\nLos cambios no se podrán deshacer."
"CUST_TATTOO_RCALF_7": "ESPÍRITU DE DRAGÓN"
"CUST_TATTOO_LUPPARM_2": "ESPÍRITU DEL LOBO"
"VEHICLE_COLOR_BANANA_YELLOW": "AMARILLO BANANA"
"COLOR_SLOT_BIKE": "BICICLETA"
"CUST_VARIANT_CMHAT_CHILD": "RAYAS FINAS"
"CUST_VARIANT_BIKER": "MOTORISTA"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": "NARANJA AMARILLENTO 6"
"CUST_TATTOO_LHAND_4": "CUATRO CALAVERAS"
"SLOT_INTERIOR_ACCESSORIES": "ACCESORIOS INTERIOR"
"CUST_COLOR_PURPLE_1": "MORADO 1"
"CUST_VARIANT_MED_STRIPE": "RAYAS MEDIANAS"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "LARGURA OREJAS"
"COMPONENT_DECAL_9": "PEGATINA 9"
"PAINT_3": "PINTURA 3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "ZAPATOS MIAMI"
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "MEDIAS DE REDECILLA"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "PANTALONES DE CARGA NETWORK"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "PIERCING PUNKI"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "VERDE AMARILLENTO 3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "CEBRA ESTIRADA"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "ZAPATOS LADO OSCURO"
"RACE_HISPANIC": "HISPANO"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "PROFUNDIDAD PÓMULOS"
"CUST_COMP_FACE_BANDAGE_3": "TIRITA EN LA MEJILLA"
"SLOT_FRONT_WHEELS": "RUEDAS DELANTERAS"
"SLOT_TRIM": "EMBELLECEDORES LATERALES"
"LOGO_NUKE_1": "NUCLEAR DE STILWATER"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "INCORRECTO Y FORMAL"
"PLAYER_CREATION_MENU_7": "SALIR"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "CHAQUETA CON SUÉTER"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "ALTA COSTURA"
"CUST_COLOR_CLOTHING_ORANGE_1": "NARANJA 1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "Afecta un área mayor."
"HAIR_COLOR_PURPLE": "VIOLETA"
"CUST_VARIANT_DENIM": "VAQUERO"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "A LO JERSEY"
"PLAYER_MORPH_MOUTH_TEXT": "BOCA"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "GROSOR CARA"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "AZUL MEDIANOCHE"
"RIM_SET_009": "JUEGO DE LLANTAS 9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "EL CABEZÓN DE CLÍMAX DE REALIDAD"
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "CHAQUETA CON CREMALLERA DE CHICA"
"CUST_SKIN_GREEN_3": "PRÍNCIPE RANA"
"CUSTOM_WALK_8": "MATÓN ESTILO 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "DEMACRADO"
"SLOT_TIRE_DURABILITY": "RESISTENCIA DE NEUMÁTICOS"
"LOGO_MUSEUM_HISTORY": "MUSEO DE HISTORIA NATURAL"
"LOGO_RUSTY_S_NEEDLE_1": "RUSTY'S NEEDLE 1"
"CUST_VARIANT_AMBER": "ÁMBAR"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "ARMADURA DE SAMURÁI"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "BÓXER DE TODOS LOS DÍAS"
"PLAYER_MORPH_SKIN_TEXT": "PIEL"
"HAIR_COLOR_PINK": "ROSA"
"HAIR_COLOR_BRUNETTE": "MORENO"
"LOGO_SKEETERS_4": "SKEETERS 4"
"LOGO_NUMBER2": "NÚMERO 2"
"CUST_VARIANT_PRESS": "PRENSA"
"CUST_VARIANT_DRAGON_TIE": "CORBATA CON DRAGÓN"
"CUST_VARIANT_CHECKER": "A CUADROS"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "POLO KABANA"
"FACIAL_EXPRESSION_ANGRY": "ENFADADO"
"CUST_VARIANT_GOLD": "ORO"
"CUST_VARIANT_BIKERBOOT": "BOTA DE MOTORISTA"
"CUST_WEAR_HIGH_LEFT_ZIPPED_RIGHT_LEFT_ROLLED_RIGHT_ROLLED": "DERECHA ENROLLADO, ALTO"
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "PUNKALICIOUS"
"CUST_CAT_SUITS": "TRAJES"
"CUST_TATTOO_UPPBACK_5": "MUERDE LA CEREZA"
"SLOT_HUBCAPS": "TAPACUBOS"
"HAIR_COLOR_WHITE_MATTE": "BLANCO MATE"
"CUST_VARIANT_BOOT_5": "DOS TONOS"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "GAFAPASTA"
"CUST_TATTOO_LOWER_BACK": "ESPALDA INFERIOR"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "PROFUNDIDAD LADO BOCA"
"CUST_WEAR_UNTUCKED_ZIPPED": "POR FUERA, CREM. ABROCHADA"
"CUST_WEAR_LONG": "LARGO"
"CUST_WEAR_LEFT": "IZQUIERDA"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "BRAGA DE BIKINI DIABÓLICA"
"CUST_CAT_FACE_PIERCINGS": "PIERCINGS FACIALES"
"RACE_ASIAN": "ASIÁTICO"
"VEHICLE_COLOR_DOUBLE_YELLOW": "AMARILLO DOBLE"
"VEHICLE_PAINT_MUNICIPAL": "MUNICIPAL"
"CUST_VARIANT_FRONT_STRIPES_LARGE": "RAYAS FRONTALES GRANDES"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT2": "CAMISA DE HOMBRE Y PAJARITA"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "CAMISETA DE HEROÍNA DE STEELPORT"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "TODA LA PIERNA DERECHA"
"CUST_INSULT_L": "ANGELMANÍA"
"SURGEON_CAT_HEAD": "CABEZA"
"CUST_TATTOO_LARM_8": "BRAZALETE TRIBAL"
"CUST_ITEM_CM_HAIR_PULLEDPONYTAIL": "COLETA SUELTA"
"CUST_SKIN_OILED_4": "BRONCEADO DE ACEITE EN SPRAY"
"CUSTOM_WALK_FEMALE_6": "BALANCEO FEMENINO"
"CUST_INSULT_PISS": "PERRO MEÓN"
"CUST_MENU_SEX_PRESETS": "SEXO PREDEFINIDO"
"CUST_COLOR_CLOTHING_GREYS_2": "GRIS 2"
"CUST_COMP_CHEEK_MAKEUP_4": "JOKER"
"Redhead": "PELIRROJO"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "POR DENTRO, ABROCHADO, EXTRA ALTO, TIRANTES, CORBATA"
"PLAYER_MORPH_NOSTRILS_HEIGHT_TEXT": "ALTURA ORIFICIO NASAL"
"VEHICLE_PAINT_STANDARD_METAL": "METALIZADO ESTÁNDAR"
"CUST_VARIANT_PLAIN_W_TIE": "LISO CON CORBATA"
"CUST_ITEM_GAT_MASCOT_OUTFIT": "TRAJE DE MASCOTA GAT"
"CUST_ITEM_FEMALE_NLM_EARRINGS_2": "PENDIENTES MACHACACRÁNEOS"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_A": "LET'S PRETEND CHICA A"
"CUST_COMPLIMENT_C": "PURA SANGRE"
"CUSTOM_PREVIEW_UNAVAILABLE": "VISTA PREVIA NO DISPONIBLE"
"CUST_TATTOO_RHAND_3": "CORAZÓN ROTO"
"CUST_TATTOO_CHEST_8": "REMONTANDO EL VUELO"
"VEHICLE_PAINT_PLASTIC": "PLÁSTICO"
"CUST_VARIANT_ULTOR1": "ULTOR 1"
"CUST_RONIN_COMPLIMENT_D": "CUMPLIDO DE LOS RONIN 4"
"CUST_MENU_START_GAME": "INICIAR PARTIDA"
"CUST_COMP_FACE_MAKEUP_3": "HIJO DE SAMEDI"
"CUST_ITEM_CM_LPG_MASK_M_MASKCAT": "MÁSCARA DE GATO"
"CUST_ITEM_CM_EYE_CARDNIAL_GLASSES": "GAFAS DE CARDENAL"
"CUST_SKIN_HISPANIC_03": "HISPANO 3"
"CUST_TATTOO_FACE_4": "NOCHE ESTRELLADA"
"SLOT_OFFENSE": "ATAQUE"
"LOGO_BROTHERHOOD_3": "BROTHERHOOD 3"
"CUST_VARIANT_DUAL_STRIPES_LARGE": "RAYAS DOBLES GRANDES"
"CUSTOM_WALK_14": "MATÓN ESTILO 9"
"PLAYER_MORPH_DOUBLECHIN_TEXT": "PAPADA"
"CUST_COLOR_CLOTHING_VIOLET-RED_2": "ROJO VIOLETA 2"
"CUST_COLOR_CLOTHING_BROWNS_3": "MARRÓN 3"
"CUST_COMP_MUSTACHE_14": "BARBA DE UN DÍA"
"VEHICLE_COLOR_BLACK_TITANIUM": "TITANIO NEGRO"
"LOGO_RFS": "RFS 87.6"
"COMPONENT_DECAL_1": "PEGATINA 1"
"CUST_ITEM_ANGLE_MEDALLION_LONG": "AROS DE DIVA"
"CUST_TATTOO_TORSO_STOMACH": "ESTÓMAGO"
"CUST_SKIN_BLACK_04": "AFROAMERICANO 4"
"PLAYER_MORPH_JAWS_TEXT": "BARBILLA Y MANDÍBULA"
"CUST_COMP_EYES_HAZEL": "AVELLANA"
"COMPONENT_OPTION_3": "OPCIÓN 3"
"CUST_WEAR_ON OVERSHIRT": "SOBRECAMISA"
"CUST_ITEM_CM_FPIC_NOSESRIGHT": "PIERCING NARIZ LADO DERECHO"
"CUST_ITEM_CM_HAIR_MTOPSHVDSIDS": "EL JERSEY"
"CUST_TATTOO_LOWBACK_7": "PAZ INTERIOR"
"VEHICLE_COLOR_SOLID_TEAL": "VERDE AZULADO SÓLIDO"
"CUST_VARIANT_3_STRIPE": "TRES RAYAS"
"CUST_VARIANT_THICK_BELT": "GRUESO"
"CUST_TATTOO_NECK_3": "ENREDADO"
"CUST_COMP_BODY_MASK_3": "BRONCEADO DE BIKINI, TANGA"
"VEHICLE_COLOR_HARLEQUIN_PURPLE": "MORADO ARLEQUÍN"
"LOGO_MUSEUM_ERO_3": "MUSEO EROMENOS 3"
"CUST_VARIANT_PIMPCOAT_STRIPES": "RAYAS"
"CUST_WEAR_UNBUTTONED_HOOD_DOWN": "DESABROCHADO, CAPUCHA BAJADA"
"CUST_ITEM_CM_PSJ_HAT_M_SRCAP": "GORRA DE CHULAZOS DE STEELPORT"
"PLAYER_MORPH_JOWLS_DEPTH_TEXT": "PROFUNDIDAD MANDÍBULA INFERIOR"
"CUST_COLOR_CLOTHING_ORANGE_9": "NARANJA 9"
"CUST_COMP_EYE_MAKEUP_17": "AHUMADO"
"VEHICLE_COLOR_GRAY_MEDIUM": "GRIS MEDIANO"
"VEHICLE_COLOR_ICE_WHITE": "BLANCO HIELO"
"CUST_WEAR_CLOSED, HOOD UP": "CAPUCHA PUESTA"
"CUST_ITEM_CM_DLC_AB_OUTFIT": "MONAGUILLO"
"CUST_ITEM_CM_FPIC_SETD": "ARO CEJA DCHA. Y PENDIENTE EN LA NARIZ"
"CUST_ITEM_CM_HAIR_MIDPARTMED": "EN TODO EL CENTRO"
"CUST_CAT_MAKEUP_ENTIRE_FACE": "TODA LA CARA"
"CUST_COMP_FACE_MAKEUP_7": "SOL NACIENTE"
"VEHICLE_PAINT_METALLIC_PAINT": "PINTURA METALIZADA"
"CUST_ITEM_CM_IMPB_UBDY_M_TURTLENECK": "JERSEY DE CUELLO VUELTO"
"CUST_ITEM_CM_NLMB_HAT_M_SKULLYKNIT": "GORRO TEJIDO MOLÓN"
"CUST_ITEM_FEMALE_PLANETSAINTS_BRA_1": "SOSTÉN SAINT DE LOS SAINTS"
"CUST_ITEM_5_O'CLOCK_SHADOW": "SARGENTO"
"CUST_TATTOO_RHAND_7": "HAND_TATTOO_R7"
"CUST_ITEM_CM_NLMB_UBDY_M_TRASH": "CAMISETA TRASH"
"CUST_ITEM_MID_LENGTH_LARGE_CHAIN": "VAQUEROS SIGLO XXI"
"PLAYER_MORPH_BALL_HEIGHT_TEXT": "ALTURA PUNTA"
"CUST_COLOR_CLOTHING_VIOLET-RED_6": "ROJO VIOLETA 6"
"CUST_COLOR_CLOTHING_BROWNS_7": "MARRÓN 7"
"CUST_COMP_MUSTACHE_10": "PINTADO"
"COMPONENT_DECAL_5": "PEGATINA 5"
"CUST_VARIANT_ANIMAL": "ANIMAL"
"CUST_WEAR_BUTTONED": "ABROCHADO"
"FACIAL_EXPRESSION_SLEEPY": "SOMNOLIENTO"
"CUST_TATTOO_LHAND_8": "HAND_TATTOO_L8"
"CUST_ITEM_WRESTLE_MASK_MALE": "MÁSCARA DE PESO PESADO"
"CUST_ITEM_CF_LPC_FOOT_F_FEMHEROBOOTS": "BOTAS DE HEROÍNA DE STEELPORT"
"CUST_ITEM_CF_PSF_FOOT_F_SNEAKERS": "ZAPATILLAS PATINES"
"CUST_SKIN_PURPLE_3": "MORADO SUAVE"
"CUSTOM_WALK_10": "MATÓN ESTILO 6"
"PLAYER_MORPH_MOUTH_SIDES_SIZE_TEXT": "TAMAÑO LADO BOCA"
"CUST_TATTOO_LOWBACK_3": "RESPETA EL LATÓN"
"CUST_COLOR_FLESH_3": "CARNE 3"
"CUST_VARIANT_TRACK_B2": "ESTILO 2"
"CUST_WEAR_NORMAL": "NORMAL"
"CUST_ITEM_CM_LLO_HAND_M_SBLGLOVES": "GUANTES DE POCKET ROCKET"
"FACIAL_EXPRESSION_MELLOW": "APACIBLE"
"PLAYER_MORPH_EARS_SPACING_TEXT": "DISTANCIA OREJAS"
"PLAYER_MORPH_CHEEKBONE_WIDTH_TEXT": "ANCHURA PÓMULOS"
"RIM_SET_005": "JUEGO DE LLANTAS 5"
"COMPONENT_OPTION_7": "OPCIÓN 7"
"SK04": "PIEL04"
"CUST_WEAR_LEFT_ROLLED_UP": "IZQUIERDA ENROLLADA"
"CUST_WEAR_BACK_RIGHT": "ATRÁS DERECHA"
"CUST_ITEM_LIPS_01": "BRILLO DE LABIOS"
"CUST_TIE": "CORBATA"
"CUSTOM_WALK_4": "ESTILO LOCO"
"PLAYER_MORPH_EAR_CURVE_TEXT": "CURVA DE OREJA"
"CUST_COMP_EYE_MAKEUP_13": "PRINCESA EGIPCIA"
"CUST_VARIANT_SKIRTA": "ESTILO 3"
"CUST_VARIANT_ZEBRA_2": "CEBRA 2"
"CUST_ITEM_CF_LLS_FOOT_F_BOOTIES": "BOTAS DE LA BANDA"
"CUST_VOICE_FEMALE_WHITE": "MUJER 1"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_2": "Lleva más cargas."
