"CUST_ITEM_CF_HAIR_MED": "OFF THE SHOULDER"
"CUST_VARIANT_BOXERS": "BOXERS"
"PLAYER_MORPH_FOREHEAD_TEXT": "VOORHOOFD"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "OORHOOGTE"
"LOGO_AKUSTICS1": "AKOESTIEK"
"CUST_ITEM_CM_WORSTCASESHOES": "NIKS BETER TE DRAGEN"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "FLOWER POWER-SLIPPERS"
"CUST_VOICE_MALE_ASIAN": "MAN 2"
"VEHICLE_COLOR_TINT_50": "TINT 50%%"
"RIM_187": "C-X 501 ORANGE-BLACK"
"CUST_VARIANT_BOWTIE_STRIPED": "GESTREEPT"
"CUST_ITEM_GENKI_PACK": "FUNTIME! OUTFIT"
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "DE \"Z\""
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "NAUGHTY BUNNY-SLIPPERS"
"CUST_BRO_TAUNT_B": "BROTHERHOODBELEDIGING 2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "OPTIE 12"
"CUST_COLOR_GREEN_2": "GROEN 2"
"UNLOCALIZED_BLACK": "BLACK"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "GEHOUWEN AFRO"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "STEAMPUNK BRIL"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "HIP TRUCKERSPETJE"
"CUST_COMPLIMENT_O": "DE ZEVEN SLUIERS"
"VEHICLE_PAINT_GANG_ULTOR": "ULTOR:"
"SLOT_REAR_FENDERS": "ACHTERBUMPERS"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "I HAZ A SAD-HOODIE"
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "RODEO QUEEN-LAARZEN"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "BAGGY SHORTS"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "Sluipschuttervizier verlengt het zoombereik. Verlengde loop vergroot de schade en reduceert de terugslag."
"CUST_TATTOO_RCALF_3": "VLINDER IN DE LUCHT"
"CUST_TATTOO_LARM_4": "FLOWER POWER"
"CUST_TATTOO_LUPPARM_6": "SAINTS FOREVER"
"CUST_COMP_FEMALE_EYEBROWS_4": "ZEER GEBOGEN"
"COMPONENT_ADD_NITROUS": "NITRO/LACHGAS"
"CUST_VARIANT_MED": "MEDIUM"
"CUST_VARIANT_DESERT_CAMO": "WOESTIJNCAMOU"
"VEHICLE_COLOR_PENNY_ZINC": "ZINK"
"COLOR_SLOT_PAINT_AND_RIMS": "VERF EN VELGEN"
"LOGO_GUARD_1": "BEWAKER 1"
"CUST_VARIANT_SMALL_DOTS": "KLEINE BOLLETJES"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "NEIGHBOR OVERHEMD MET STROPDAS"
"CUST_ITEM_CF_HAIR_LONGWAVY": "VOLUMINEUS"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "HELE RECHTERARM"
"CUST_TATTOO_RFORARM_2": "DE HARDE ZES"
"CUST_COMP_FACE_MOLE_3": "MOEDERVLEK 3"
"CUST_COMP_FACE_DPMARKS": "POKDALIG"
"VEHICLE_COLOR_GREEN_DARK_TINT": "DONKERGROENE TINT"
"HAIR_COLOR_GRAY": "GRIJS"
"CUST_VARIANT_NAILS_A": "NAGELS 1"
"CUST_SKIN_GREY_3": "HOUTSKOOL"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "DIEPTE VAN DE SLAAP"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "HOOGTE SLAPEN"
"CUST_VARIANT_CARIBBEAN": "CARAÏBISCH"
"CUST_WEAR_ON UNDERSHIRT": "OP HEMD"
"RACE_CAUCASIAN": "BLANK"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "LENGTE ONDERLIP"
"CUST_COMP_EYE_MAKEUP_8": "80'S WETENSCHAPSFICTIE"
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "GEEST 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "ZEBRA 2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "OPGEROLD, LINKS, HOOG"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "STRETCHBROEK-OUTFIT"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "LEGGING"
"CUST_ITEM_METAL_BRACELET_LEFT": "V.I.P. HORLOGE"
"CUST_COMP_EYES_RED": "ROOD"
"none": "GEEN"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "LOVE MACHINE BOXER"
"CUST_ITEM_CF_HAIR_PONYTAIL": "PAARDENSTAART"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "LENGTE MIDDENSTUK BOVENLIP"
"CUST_VARIANT_STRIPES_2": "STREPEN 2"
"CUST_VARIANT_MAIN": "NORMAAL"
"CUST_CAT_HAIR_COLOR_PRIMARY": "PRIMAIRE KLEUR HOOFDHAAR"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "Ontbrandbare kogels vergroten de hitte. Vergroot je magazijnen."
"CUST_TATTOO_LCALF_8": "HAAIENAANVAL"
"CUST_COLOR_BLACK": "ZWART"
"LOGO_KLASSIC": "KLASSIC 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "ZEBRA 1"
"CUST_VARIANT_PLAID_2": "GERUIT 2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "ANTI-VAMPIER OORBELLEN"
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "SAINTS OVERVAL BANDANA"
"CUST_COMPLIMENT_K": "TAPDANS"
"COMPONENT_ADD_KNEECAPPERS": "KNIEBESCHERMERS"
"CUST_VARIANT_VBANDS": "VERTICALE STREPEN"
"CUST_VARIANT_PATTERN_2": "STIJL 2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "NIET INGESTOPT, OPENGERITST"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "PARTY GIRL-HAKKEN"
"CUST_INSULT_D": "KUNG-FU"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "LENGTE OOGLID BOVEN"
"SURGEON_CONFIRM_ENTRY_TEXT": "Je hebt %ls. De operatie kost %ls.\nWil je de operatie uit laten voeren?\nWijzigingen kunnen niet meer ongedaan gemaakt worden."
"CUST_TATTOO_RCALF_7": "GEEST VAN DE DRAAK"
"CUST_TATTOO_LUPPARM_2": "GEEST VAN DE WOLF"
"VEHICLE_COLOR_BANANA_YELLOW": "BANANENGEEL"
"COLOR_SLOT_BIKE": "MOTOR"
"CUST_VARIANT_CMHAT_CHILD": "SMALLE STREPEN"
"CUST_VARIANT_BIKER": "MOTORRIJDER"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": "GEELORANJE 6"
"CUST_TATTOO_LHAND_4": "VIER SCHEDELS"
"SLOT_INTERIOR_ACCESSORIES": "INTERIEURACCESSOIRES"
"CUST_COLOR_PURPLE_1": "PAARS 1"
"CUST_VARIANT_MED_STRIPE": "MEDIUM STREPEN"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "OORLENGTE"
"COMPONENT_DECAL_9": "DECORATIE 9"
"PAINT_3": "VERF 3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "MIAMI SCHOENEN"
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "FANCY FISHNETS"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "NETWORK LEGERBROEK"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "PUNK SEPTUM NEUSRING"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "GEELGROEN 3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "ZEBRA UITGEREKT"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "DARKER SIDE-SCHOENEN"
"RACE_HISPANIC": "LATINO"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "DIEPTE JUKBEENDEREN"
"CUST_COMP_FACE_BANDAGE_3": "WANGVERBAND"
"SLOT_FRONT_WHEELS": "VOORWIELEN"
"SLOT_TRIM": "SIERLIJSTEN"
"LOGO_NUKE_1": "NUCLEAIR STILWATER"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "NET EN PROPER"
"PLAYER_CREATION_MENU_7": "STOPPEN"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "MANNELIJK MODEL MET SWEATER"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "ELEGANTE COUTURE"
"CUST_COLOR_CLOTHING_ORANGE_1": "ORANJE 1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "Beïnvloed een groter gebied."
"HAIR_COLOR_PURPLE": "PAARS"
"CUST_VARIANT_DENIM": "JEANS"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "DE JERSEY"
"PLAYER_MORPH_MOUTH_TEXT": "MOND"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "DIKTE GEZICHT"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "NACHTBLAUW"
"RIM_SET_009": "VELGSET 9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "DE REALITY CLIMAX WIEBELHOOFD"
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "VROUWENJACK MET RITS"
"CUST_SKIN_GREEN_3": "KIKKERPRINS"
"CUSTOM_WALK_8": "TUIGSTIJL 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "UITGEMERGELD"
"SLOT_TIRE_DURABILITY": "LEVENSDUUR BANDEN"
"LOGO_MUSEUM_HISTORY": "NATUURHISTORISCH MUSEUM"
"LOGO_RUSTY_S_NEEDLE_1": "RUSTY'S NEEDLE 1"
"CUST_VARIANT_AMBER": "AMBER"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "SAMOERAIBEPANTSERING"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "ALLEDAAGSE BOXER"
"PLAYER_MORPH_SKIN_TEXT": "HUIDSKLEUR"
"HAIR_COLOR_PINK": "ROZE"
"HAIR_COLOR_BRUNETTE": "BRUNETTE"
"LOGO_SKEETERS_4": "SKEETERS 4"
"LOGO_NUMBER2": "NUMMER 2"
"CUST_VARIANT_PRESS": "PERS"
"CUST_VARIANT_DRAGON_TIE": "DRAAK MET DAS"
"CUST_VARIANT_CHECKER": "GERUIT"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "KABANA POLOHEMD"
"FACIAL_EXPRESSION_ANGRY": "BOOS"
"CUST_VARIANT_GOLD": "GOUD"
"CUST_VARIANT_BIKERBOOT": "MOTORLAARS"
"CUST_WEAR_HIGH_LEFT_ZIPPED_RIGHT_LEFT_ROLLED_RIGHT_ROLLED": "OPGEROLD, RECHTS, HOOG"
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "PUNKALICIOUS"
"CUST_CAT_SUITS": "PAKKEN"
"CUST_TATTOO_UPPBACK_5": "POP DE KERSEN"
"SLOT_HUBCAPS": "WIELDOPPEN"
"HAIR_COLOR_WHITE_MATTE": "MATWIT"
"CUST_VARIANT_BOOT_5": "2 KLEUREN"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "HIPSTER-BRIL"
"CUST_TATTOO_LOWER_BACK": "ONDERRUG"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "DIEPTE ZIJKANT MOND"
"CUST_WEAR_UNTUCKED_ZIPPED": "NIET INGESTOPT, DICHTGERITST"
"CUST_WEAR_LONG": "LANG"
"CUST_WEAR_LEFT": "LINKS"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "DUIVELACHTIG BIKINIBROEKJE"
"CUST_CAT_FACE_PIERCINGS": "GEZICHTSPIERCINGS"
"RACE_ASIAN": "AZIATISCH"
"VEHICLE_COLOR_DOUBLE_YELLOW": "DUBBEL GEEL"
"VEHICLE_PAINT_MUNICIPAL": "STADS"
"CUST_VARIANT_FRONT_STRIPES_LARGE": "GROTE STREPEN AAN VOORKANT"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT2": "MANNELIJK MODEL OVERHEMD EN STRIKJE"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "STEELPORT HELDINNEN SHIRT"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "HELE RECHTERBEEN"
"CUST_INSULT_L": "ANGELMANIA"
"SURGEON_CAT_HEAD": "HOOFD"
"CUST_TATTOO_LARM_8": "TRIBAL BAND"
"CUST_ITEM_CM_HAIR_PULLEDPONYTAIL": "LOSSE PAARDENSTAART"
"CUST_SKIN_OILED_4": "GEOLIED SPRAY TAN"
"CUSTOM_WALK_FEMALE_6": "VROUWELIJK LOOPJE"
"CUST_INSULT_PISS": "HONDENPISSER"
"CUST_MENU_SEX_PRESETS": "INSTELLINGEN GESLACHT"
"CUST_COLOR_CLOTHING_GREYS_2": "GRIJS 2"
"CUST_COMP_CHEEK_MAKEUP_4": "JOKER"
"Redhead": "ROODHARIG"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "INGESTOPT, DICHTGEKNOOPT, EXTRA HOGE BROEK, BRETELS, STROPDAS"
"PLAYER_MORPH_NOSTRILS_HEIGHT_TEXT": "HOOGTE NEUSGATEN"
"VEHICLE_PAINT_STANDARD_METAL": "STANDAARD METAAL"
"CUST_VARIANT_PLAIN_W_TIE": "EFFEN MET DAS"
"CUST_ITEM_GAT_MASCOT_OUTFIT": "GAT MASCOTTE-OUTFIT"
"CUST_ITEM_FEMALE_NLM_EARRINGS_2": "SCHEDELBREKER-OORBELLEN"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_A": "LETS PRETEND VROUW A"
"CUST_COMPLIMENT_C": "WILDE HENGST"
"CUSTOM_PREVIEW_UNAVAILABLE": "VOORBEELD NIET BESCHIKBAAR"
"CUST_TATTOO_RHAND_3": "HARTENLEED"
"CUST_TATTOO_CHEST_8": "TIJD OM TE VLIEGEN"
"VEHICLE_PAINT_PLASTIC": "PLASTIC"
"CUST_VARIANT_ULTOR1": "ULTOR 1"
"CUST_RONIN_COMPLIMENT_D": "RONINCOMPLIMENT 4"
"CUST_MENU_START_GAME": "SPEL BEGINNEN"
"CUST_COMP_FACE_MAKEUP_3": "SON OF SAMEDI"
"CUST_ITEM_CM_LPG_MASK_M_MASKCAT": "BIG PUSSY-MASKER"
"CUST_ITEM_CM_EYE_CARDNIAL_GLASSES": "KARDINAALSBRIL"
"CUST_SKIN_HISPANIC_03": "LATINO 3"
"CUST_TATTOO_FACE_4": "CLEAR NIGHT SKY"
"SLOT_OFFENSE": "AANVAL"
"LOGO_BROTHERHOOD_3": "BROTHERHOOD 3"
"CUST_VARIANT_DUAL_STRIPES_LARGE": "GROTE DUBBELE STREPEN"
"CUSTOM_WALK_14": "TUIGSTIJL 9"
"PLAYER_MORPH_DOUBLECHIN_TEXT": "DUBBELE ONDERKIN"
"CUST_COLOR_CLOTHING_VIOLET-RED_2": "PAARSROOD 2"
"CUST_COLOR_CLOTHING_BROWNS_3": "BRUIN 3"
"CUST_COMP_MUSTACHE_14": "DE STOPPELBAARD"
"VEHICLE_COLOR_BLACK_TITANIUM": "ZWART TITANIUM"
"LOGO_RFS": "RFS 87.6"
"COMPONENT_DECAL_1": "DECORATIE 1"
"CUST_ITEM_ANGLE_MEDALLION_LONG": "DIVA-HOEPELS"
"CUST_TATTOO_TORSO_STOMACH": "BUIK"
"CUST_SKIN_BLACK_04": "AFRO-AMERIKAAN 4"
"PLAYER_MORPH_JAWS_TEXT": "KIN EN KAAK"
"CUST_COMP_EYES_HAZEL": "HAZELNOOTBRUIN"
"COMPONENT_OPTION_3": "OPTIE 3"
"CUST_WEAR_ON OVERSHIRT": "OVERHEMD"
"CUST_ITEM_CM_FPIC_NOSESRIGHT": "NEUSSTUD RECHTS"
"CUST_ITEM_CM_HAIR_MTOPSHVDSIDS": "DE JERSEY"
"CUST_TATTOO_LOWBACK_7": "VREDE VAN BINNEN"
"VEHICLE_COLOR_SOLID_TEAL": "EFFEN BLAUWGRIJS"
"CUST_VARIANT_3_STRIPE": "DRIE STREPEN"
"CUST_VARIANT_THICK_BELT": "DIK"
"CUST_TATTOO_NECK_3": "PUZZLED"
"CUST_COMP_BODY_MASK_3": "BIKINI BRUIN, STRING"
"VEHICLE_COLOR_HARLEQUIN_PURPLE": "HARLEKIJNPAARS"
"LOGO_MUSEUM_ERO_3": "EROMENOS MUSEUM 3"
"CUST_VARIANT_PIMPCOAT_STRIPES": "STREPEN"
"CUST_WEAR_UNBUTTONED_HOOD_DOWN": "OPENGEKNOOPT, CAPUCHON AF"
"CUST_ITEM_CM_PSJ_HAT_M_SRCAP": "STEELPORT STUNNERS PETJE"
"PLAYER_MORPH_JOWLS_DEPTH_TEXT": "DIEPTE KAAKBEENDEREN"
"CUST_COLOR_CLOTHING_ORANGE_9": "ORANJE 9"
"CUST_COMP_EYE_MAKEUP_17": "ROKERIG"
"VEHICLE_COLOR_GRAY_MEDIUM": "MEDIUMGRIJS"
"VEHICLE_COLOR_ICE_WHITE": "IJSWIT"
"CUST_WEAR_CLOSED, HOOD UP": "CAPUCHON OP"
"CUST_ITEM_CM_DLC_AB_OUTFIT": "MISDIENAAR"
"CUST_ITEM_CM_FPIC_SETD": "WENKBRAUWRING RECHTS EN NEUSPIERCING"
"CUST_ITEM_CM_HAIR_MIDPARTMED": "DOWN THE MIDDLE"
"CUST_CAT_MAKEUP_ENTIRE_FACE": "VOLLEDIG GEZICHT"
"CUST_COMP_FACE_MAKEUP_7": "RIJZENDE ZON"
"VEHICLE_PAINT_METALLIC_PAINT": "METALLIC VERF"
"CUST_ITEM_CM_IMPB_UBDY_M_TURTLENECK": "NETTE POLO"
"CUST_ITEM_CM_NLMB_HAT_M_SKULLYKNIT": "BROSEPH WOLLEN MUTSJE"
"CUST_ITEM_FEMALE_PLANETSAINTS_BRA_1": "SINT SAINTS BEHA"
"CUST_ITEM_5_O'CLOCK_SHADOW": "SERGEANT"
"CUST_TATTOO_RHAND_7": "HAND_TATTOO_R7"
"CUST_ITEM_CM_NLMB_UBDY_M_TRASH": "TRASH T-SHIRT"
"CUST_ITEM_MID_LENGTH_LARGE_CHAIN": "21STE EEUW JEANS"
"PLAYER_MORPH_BALL_HEIGHT_TEXT": "HOOGTE VAN DE PUNT"
"CUST_COLOR_CLOTHING_VIOLET-RED_6": "PAARSROOD 6"
"CUST_COLOR_CLOTHING_BROWNS_7": "BRUIN 7"
"CUST_COMP_MUSTACHE_10": "AAN GEPOTLOOD"
"COMPONENT_DECAL_5": "DECORATIE 5"
"CUST_VARIANT_ANIMAL": "DIER"
"CUST_WEAR_BUTTONED": "DICHTGEKNOOPT"
"FACIAL_EXPRESSION_SLEEPY": "SLAPERIG"
"CUST_TATTOO_LHAND_8": "HAND_TATTOO_L8"
"CUST_ITEM_WRESTLE_MASK_MALE": "ZWAARGEWICHT-MASKER"
"CUST_ITEM_CF_LPC_FOOT_F_FEMHEROBOOTS": "STEELPORT HELDINNEN LAARZEN"
"CUST_ITEM_CF_PSF_FOOT_F_SNEAKERS": "STREET GLIDERS"
"CUST_SKIN_PURPLE_3": "ZACHTPAARS"
"CUSTOM_WALK_10": "TUIGSTIJL 6"
"PLAYER_MORPH_MOUTH_SIDES_SIZE_TEXT": "OMVANG ZIJKANT MOND"
"CUST_TATTOO_LOWBACK_3": "RESPECTEER HET KOPER"
"CUST_COLOR_FLESH_3": "VLEES 3"
"CUST_VARIANT_TRACK_B2": "STIJL 2"
"CUST_WEAR_NORMAL": "NORMAAL"
"CUST_ITEM_CM_LLO_HAND_M_SBLGLOVES": "REGENHANDSCHOENEN"
"FACIAL_EXPRESSION_MELLOW": "RUSTIG"
"PLAYER_MORPH_EARS_SPACING_TEXT": "PLAATSING OOR"
"PLAYER_MORPH_CHEEKBONE_WIDTH_TEXT": "BREEDTE JUKBEENDEREN"
"RIM_SET_005": "VELGSET 5"
"COMPONENT_OPTION_7": "OPTIE 7"
"SK04": "HUID04"
"CUST_WEAR_LEFT_ROLLED_UP": "OPGEROLD, LINKS"
"CUST_WEAR_BACK_RIGHT": "TERUG NAAR RECHTS"
"CUST_ITEM_LIPS_01": "LIPGLOSS"
"CUST_TIE": "STROPDAS"
"CUSTOM_WALK_4": "GESTOORDE STIJL"
"PLAYER_MORPH_EAR_CURVE_TEXT": "OORRONDING"
"CUST_COMP_EYE_MAKEUP_13": "EGYPTISCHE PRINSES"
"CUST_VARIANT_SKIRTA": "STIJL 3"
"CUST_VARIANT_ZEBRA_2": "ZEBRA 2"
"CUST_ITEM_CF_LLS_FOOT_F_BOOTIES": "GANG SMASH-LAARZEN"
"CUST_VOICE_FEMALE_WHITE": "VROUW 1"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_2": "Je kunt meer bommen meenemen."
"CUST_TATTOO_NECK_7": "VOOR DOOD GEKLEED"
"CUST_COMP_FACE_ROBOT_PARTS": "ROBOTONDERDELEN"
"CUST_WEAR_HAT": "HOED"
"CM_BLOWUPDOLL": "OPBLAASPOP"
"CUST_ITEM_BIKER_BOOTS_5": "ZWAARGEWICHT-LAARZEN"
"PLAYER_MORPH_LOWER_LIP_WIDTH_TEXT": "BREEDTE ONDERLIP"
"RIM_SET_020": "VELGSET 20"
"CUST_VARIANT_STRIPED": "GESTREEPT"
"CUST_ITEM_FEMALE_NLM_OUTFIT_F": "STEAMPUNK COUTURE"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_2": "Verhoog de vuursnelheid."
"CUST_COMP_EYE_MAKEUP_4": "MISDAADSTRIJDER"
"VEHICLE_COLOR_WINE_RED": "WIJNROOD"
"HAIR_COLOR_STRAWBERRY_BLONDE": "ROSBLOND"
"LOGO_NUMBER6": "NUMMER 6"
"CUST_ITEM_CM_FPIC_CHINSTUD": "KINSTUD"
"CUST_ITEM_CF_LLR_SUIT_F_LACE": "OKTOBERFEST ROK"
"CUST_ITEM_CF_NLMD_RWRST_F_WRISTBAND": "RAWK ARMBAND"
"CUST_ITEM_CF_NLMB_LBDY_F_SKIRT": "WILD CHILD ROK"
"CUST_ITEM_LEATHER_UNIFORM_GLOVES": "LEREN HANDSCHOENEN"
"CUST_TATTOO_NECK": "NEK"
"SLOT_TIRES": "BANDEN"
"SLOT_FINS": "VINNEN"
"LOGO_KOBRA": "KOBRA"
"POLICE_OUTFIT": "POLITIE-OUTFIT"
"CUST_VARIANT_FEMALE_SNAKE": "SLANG"
"CUST_VARIANT_ALTERNATING": "AFWISSELEND"
"CUST_ITEM_WOMEN_S_BONDAGE_TOP_2": "THREE COUNT-TOP"
"PLAYER_CREATION_FIGURE_AVERAGE": "GEMIDDELD"
"CUST_TATTOO_UPPBACK_1": "BERG VAN SCHEDELS"
"CUST_TATTOO_LEFT_SHOULDER": "LINKERSCHOUDER"
"STORE_WEAPON_CACHE": "WAPENOPSLAG BEKIJKEN"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_STAG_4": "Verhoog de vuursnelheid en vergroot de schade."
"SLOT_DRAPES": "GORDIJNEN"
"LOGO_HEART": "HART"
"MALE_ATHLETIC": "MAN ATLETISCH"
"CUST_WEAR_UNTUCKED_UNBUTTONED": "NIET INGESTOPT, OPENGEKNOOPT"
"CUST_TATTOO_UPPER_BODY": "BOVENLICHAAM"
"CUST_VARIANT_07_DEFAULT": "VARIANT 7"
"CUST_INSULT_H": "STINKERD"
"PLAYER_MORPH_SKULL_TOP_WIDTH_TEXT": "BREEDTE SCHEDELUITEINDE"
"CUST_TATTOO_LCALF_4": "KERS BOVEN OP"
"VEHICLE_COLOR_COPPER": "KOPER"
"VEHICLE_COLOR_DEEP_BRONZE_BROWN": "DIEPBRONS"
"CUST_WEAR_TUCKED_BUTTONED_HIGH_PANT_SUSPENDERS": "INGESTOPT, DICHTGEKNOOPT, HOGE BROEK, BRETELS"
"CUST_ITEM_FEMALE_NLM_EARRINGS_6": "PREPPY STUDS"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_E": "COMBAT BABE"
"CUST_ITEM_CF_IMPQ_SUIT_F_LATEXDRESS": "DE RINGWALD-JURK"
"CUST_COMPLIMENT_G": "ZEG HET ZE"
"CUST_COLOR_CLOTHING_GREYS_6": "GRIJS 6"
"VEHICLE_COLOR_WHEATFIELD_YELLOW": "TARWEGEEL"
"VEHICLE_PAINT_WHITE_WALL": "WHITEWALL"
"LOGO_PRISON": "STILWATER CORRECTIONS"
"CUST_VARIANT_SHORT": "KORT"
"CUST_VARIANT_PIN_STRIPES": "KRIJTSTREEP"
"CUST_ITEM_CM_DLC_SAM_HAT_M_HELMET": "SAMOERAIHELM"
"CUST_CAT_SPECIAL_TSHIRTS": "SPECIALE T-SHIRTS"
"PLAYER_MORPH_EYE_SET_TEXT": "OGENSET"
