"CUST_ITEM_CF_HAIR_MED": "DO RAMION"
"COMPONENT_EXTRA_LOW_PROFILE": "BARDZO NISKI PROFIL"
"player_lips": "SZMINKA"
"CUST_ITEM_FEMALE_LP_EARRINGS_5": "KOLCZYKI \"DETEKTYW\""
"PLAYER_MORPH_EAR_SPACING_TEXT": "ROZSTAW USZU"
"LINEUP_WARNING_BODY": "Powrót do listy zresetuje aktualne ustawienia.\nCzy na pewno tego chcesz?"
"CUST_COLOR_CLOTHING_GREENS_4": "ZIELONY 4"
"LOGO_UNIVERSITY_3": "UNIW. STILWATER 3"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATERTN": "MARYNARKA \"PARYSKI WYBIEG\" "
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2A": "WCIĘTY DEKOLT \"MIEJSKIE SAFARI\" "
"CUST_ITEM_GASMASK": "FUMIGATOR 3000"
"CUST_ITEM_CF_LPE_LBDY_F_MPANTS": "SPODNIE BOJÓWKI"
"CUST_SKIN_BLUE_4": "ODROBINA BŁĘKITU"
"PLAYER_MORPH_DOUBLE_CHIN_ELEVATION_TEXT": "WYSOKOŚĆ PODWÓJNEGO PODBRÓDKA"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_8": "FIOLETOWONIEBIESKI 8"
"LOGO_NEVERLAND": "NEVER LAND"
"FEMALE_ATHLETIC": "KOBIETA - WYSPORTOWANA"
"CUST_ITEM_CF_DREADSINPIGTAILS": "DREDY W KITKACH"
"CUST_ITEM_CM_PSG_HAT_M_BUCKETHAT": "STYL Z"
"CUST_ITEM_SQUARE_BELT_1": "RAJTUZY WAGI CIĘŻKIEJ"
"CUST_MAX_COMPOSITE_WARNING": "Nie możesz wybrać już nic więcej."
"PLAYER_MORPH_UPPER_LIP_SIDES_ELEVATION_TEXT": "WYSOKOŚĆ BOKÓW GÓRNEJ WARGI"
"SLOT_BED_OPTIONS": "MODYFIKACJE KANAP"
"CUST_ITEM_CF_IMPO_UBDY_F_SHIRT2B": "T-SHIRT \"MIEJSKIE SAFARI\""
"CUST_ITEM_CM_HAIR_FLATTOP": "WOJSKOWA FRYZURA"
"PLAYER_MORPH_DOUBLE_CHIN_WIDTH_TEXT": "SZEROKOŚĆ PODWÓJNEGO PODBRÓDKA"
"PLAYER_MORPH_BRIDGE_ELEVATION_TEXT": "WYSOKOŚĆ GRZBIETU NOSA"
"CUST_COLOR_CLOTHING_BLUE-GREEN_3": "NIEBIESKOZIELONY 3"
"VEHICLE_COLOR_CANDY_CHEW_ORANGE": "CUKIERKOWY POMARAŃCZ"
"VEHICLE_COLOR_CHAZ_BEIGE": "BEŻ"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "WPUSZCZONA, NISKIE SPODNIE"
"CUST_INSULT_P": "KSIĘŻNICZKA NA ZIARNKU GROCHU"
"CUST_COLOR_CLOTHING_BLUES_5": "NIEBIESKI 5"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "CZERWONOPOMARAŃCZOWY 3"
"VEHICLE_COLOR_BLUE_WAVE": "NIEBIESKA FALA"
"SLOT_DECAL_5": "NAKLEJKA 5"
"CUST_COLOR_BRIGHT_ORANGE": "JASNOPOMARAŃCZOWY"
"CUST_COLOR_BLUE_1": "NIEBIESKI 1"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "BEZ KRAWATA"
"CUST_ITEM_CF_RING_F_SAINTSSET": "PIERŚCIONKI \"LILIJKI ŚWIĘTYCH\""
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "ROCKOWY KOLCZYK W WARDZE"
"CUST_ITEM_CM_NLMA_UBDY_M_SPSHIRTVEST": "STYLOWY STEAMPUNK"
"SLOT_NITROUS": "NITRO"
"CUST_VARIANT_LARGEPLAID": "DUŻA KRATA"
"CUST_VARIANT_STRETCH_TOP_2": "STYL 2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "KĄT UST"
"CUST_VARIANT_MATERIAL__8": "CUST_VARIANT_MATERIAL_#8"
"CUST_WEAR_FINGER_LI": "LEWY PALEC WSKAZUJĄCY"
"CUST_ITEM_IMPRESSIONS_MALE_L": "TRENDY I NOWOCZESNY"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "WYSOKOŚĆ WEWNĘTRZNEJ STRONY BRWI"
"CUST_COMP_FACE_SCAR_4": "DUŻA BLIZNA 4"
"CUST_COMP_MUSTACHE_8": "MONSIEUR"
"LOGO_TEXAS": "TEKSAS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "KOSZULA Z KOŁNIERZYKIEM \"MIEJSKIE SAFARI\""
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "ROZDZIELENIE OCZU"
"CUST_COLOR_CLOTHING_BLUE-GREEN_7": "NIEBIESKOZIELONY 7"
"VEHICLE_COLOR_COLDWASH_BLUE": "ZIMNY BŁĘKIT"
"CUST_WEAR_HALF-WAY BUTTONED": "ZAPIĘTA DO POŁOWY"
"CUST_INSULT_T": "NIET"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_3": "Zwiększa szybkostrzelność, wielkość magazynka i obrażenia. Przedni celownik mechaniczny zwiększa celność ostrzału."
"CUST_COMP_TEST_FACE_MAKEUP": "UPIORNY UŚMIECH"
"SLOT_REINFORCED_BUMPER_DESC": "Ulepszenie wytrzymałości zderzaka pozwoli ci na zadawanie miażdżących obrażeń wszystkiemu, co stanie ci na drodze."
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "KSZTAŁT CZOŁA"
"VEHICLE_COLOR_GRAY_DARK": "CIEMNA SZAROŚĆ"
"SLOT_DECAL_1": "NAKLEJKA 1"
"LOGO_ZOMBIE": "ZOMBIE"
"LOGO_SR_1": "SAINTS ROW"
"CUST_VARIANT_CRAZY_JACKET_PLAID": "ZWARIOWANA KURTKA W KRATĘ"
"CUST_VARIANT_POLICE": "POLICJA"
"CUST_VARIANT_COLOR": "KOLOROWE"
"CUST_BRA": "STANIK"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "GŁĘBOKOŚĆ PODBRÓDKA"
"CUST_COLOR_CLOTHING_BLUES_1": "NIEBIESKI 1"
"CUST_COLOR_CLOTHING_RED-ORANGE_7": "CZERWONOPOMARAŃCZOWY 7"
"COLOR_SLOT_TRIM": "DODATKI"
"COLOR_SLOT_PAINT_3_AND_TRIM": "LAKIER 3 I DODATKI"
"CUST_VARIANT_TANK_TOP_2": "STYL 2"
"CUST_ITEM_CF_DLC_WP_LBDY_F_LOWER": "DÓŁ WOJOWNICZEJ KSIĘŻNICZKI"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "KOSZULA MODELA"
"CUST_ITEM_CM_HAIR_AFRO": "AFRO ŚWIĘTYCH"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "CAŁA LEWA NOGA"
"CUST_TATTOO_HEAD_REAR": "TYŁ GŁOWY"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "WIELKOŚĆ DOLNEJ WARGI"
"VEHICLE_COLOR_BRIGHT_RED": "JASNA CZERWIEŃ"
"CUST_COLOR_REDHEAD": "RUDY"
"CUST_VARIANT_STYLE_A": "STYL 1"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "BUTY \"SŁOWO BEZPIECZEŃSTWA\""
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "ROZSTAW GAŁEK OCZNYCH"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "NACHYLENIE NOSA"
"VEHICLE_COLOR_AUTUMN_WOOD_BROWN": "JESIENNY BRĄZ"
"LOGO_DUCKS": "CIĘŻARÓWKI Z KACZKAMI"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "T-SHIRT \"TAJEMNICZY CZŁOWIEK\""
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "SPÓD USZU"
"LOGO_REPAIR_1": "KONSERWATOR"
"CUST_VARIANT_THICK": "GRUBE PASY"
"CUST_ITEM_IMPRESSIONS_FEMALE_P": "SUKNIA WIECZOROWA"
"CUST_ITEM_FEMALE_LP_BRA_3": "PLAŻOWY BEZ RAMIĄCZEK"
"CUST_SKIN_RED_YELLOW_4": "ŻÓŁTA"
"CUST_SKIN_METAL_3": "ZŁOTA"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "ROZSTAW NOZDRZY"
"CUST_COMP_FACE_MAKEUP_10": "PODBITE LEWE OKO"
"VEHICLE_COLOR_CHOCOLATE_BROWN": "CZEKOLADOWY BRĄZ"
"CUST_VARIANT_NO_TIE": "BEZ KRAWATA"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "OKULARY STARSZEJ PANI"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "STEAMPUNKOWA RĘKAWICA"
"SLOT_TORQUE_DESC": "Ulepszone przyspieszenie da ci przewagę umożliwiającą wygrywanie wyścigów ulicznych - albo uciekanie przed władzami."
"CUST_COLOR_LIGHT_BROWN": "JASNOBRĄZOWY"
"CUST_VARIANT_CMOVS_MSUNSHINE": "TURECKIE WZORY"
"CUST_VARIANT_TINTED": "PRZYCIEMNIONE"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "MĘSKI SWETER \"MODERN\""
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "PRZEJAŻDŻKA"
"CUST_CAT_HAIR_COLOR_FACE": "KOLOR ZAROSTU"
"VEHICLE_COLOR_LIPSTICK_RED": "CZERWIEŃ SZMINKOWA"
"COLOR_SLOT_PAINT_4": "LAKIER 4"
"COLOR_SLOT_INTERIOR_4": "WNĘTRZE 4"
"COMPONENT_OPTION_D": "OPCJA D (NIE POWINNA BYĆ UŻYWANA)"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "WIELKOŚĆ BOKÓW GÓRNEJ WARGI"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} - POZIOM {1} {2}(UŻYWANE)[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "ŻÓŁTY 9"
"SLOT_WINGS": "SKRZYDŁA"
"CUST_COLOR_ORANGE_2": "POMARAŃCZOWY 2"
"LOGO_STILWATER_BIKE": "KLUB MOTOCYKLISTÓW STILWATER"
"CUST_VARIANT_SNAKESKIN": "WĘŻOWA SKÓRA"
"CUST_WEAR_BACK": "TYŁ"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "KAPITAŃSKIE BUTY"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "ROZSTAW SKRONI"
"CUST_WEAR_MID-HEIGHT": "ŚREDNIEJ WYSOKOŚCI"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "SWOBODNA ELEGANCJA"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "ELEGANCKIE BUTY"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "ŻOŁNIERZ IMPERIUM"
"SLOT_DEFENSE": "OBRONA"
"SLOT_HANDLEBARS": "KIEROWNICE"
"SLOT_WHEEL_COVERS": "OSŁONY BŁOTNIKÓW"
"IRIDESCENT_2": "OPALIZUJĄCY 2"
"CUST_VARIANT_VEST_B": "STYL 2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "MOD Z KOSZULĄ I MUSZKĄ"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "MARZENIE NASTOLATEK"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "KOLCZYKI \"BIEDRONKA\""
"CUST_EXIT_WARNING_BODY": "Opuścić tworzenie postaci?"
"PLAYER_CREATION_FIGURE_HUGE": "KRZEPKA"
"CUST_COLOR_CLOTHING_RED_2": "CZERWONY 2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "ESTRAGONOWA SZAROŚĆ"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 FIOLETOWO-BIAŁY"
"LOGO_CAVE_2": "JASKINIA ZJAW 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "BLUZA Z KAPTUREM \"3. ULICA\""
"CUST_UNDERSHIRT": "PODKOSZULKI"
"CUST_COMP_MUSTACHE_18": "HOLLYWOOD"
"CUST_COMP_FEMALE_EYEBROWS": "NATURALNE KOBIECE"
"OPTION_38": "OPCJA 38"
"HAIR_COLOR_AUBURN": "KASZTANOWE"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "MASKA WIELKA GRZYWA"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "BUTY SPORTOWE"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "GRUBE KÓŁKO"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "ŻÓŁTOPOMARAŃCZOWY 2"
"CUST_TATTOO_FACE_8": "SKARB MORZA"
"COLOR_SLOT_PAINT": "POMALUJ WSZYSTKO"
"CUST_COLOR_INDIGO_4": "INDYGO 4"
"MALE_BODYBUILDER": "MĘŻCZYZNA - KULTURYSTA"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "WYŚCIGI"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "KAMIZELKA BUNTOWNIKA"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "BLUZA Z OPUSZCZONYM KAPTUREM, KOSZULA I KRAWAT "
"CUST_ITEM_2015_SHADES": "OKULARY PRZECIWSŁONECZNE 2015"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "NAJLEPSZY PRZYJACIEL DZIEWCZYNY LEWY"
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "SZEROKOŚĆ PRZEGRODY"
"PLAYER_CREATION_MENU_3": "OCZY"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "ŻÓŁTOZIELONY 7"
"CUST_TATTOO_CHEST_4": "MYDŁO ŚWIĘTYCH"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "POZIOM 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "KOLCZYKI \"KRÓLOWA SERC\""
"CUST_COLOR_CLOTHING_ORANGE_5": "POMARAŃCZOWY 5"
"SLOT_REINFORCED_BUMPER": "WZMOCNIONY ZDERZAK"
"LOGO_FUNK": "Funk 98.4"
"CUST_VARIANT_CIRCLES": "KÓŁKA"
"CUST_WEAR_FORWARD": "PRZÓD"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "HEŁM WOJOWNICZEJ KSIĘŻNICZKI"
"HAIR_COLOR_BLUE_MATTE": "MATOWY BŁĘKIT"
"FEMALE_EMACIATED": "KOBIETA - WYCHUDZONA"
"CUST_COMP_MALE_EYEBROWS_2": "DZIADEK"
"CUST_VARIANT_TRIM_COLOR": "DODATKI"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "JEDNOLITE"
"CUST_VARIANT_SMALL_PLAID": "DROBNA KRATKA"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "LAMPART 1"
"CUST_RONIN_TAUNT_B": "DRWINA RONINÓW 2"
"CANT_WEAR_PENDANT": "MUSISZ MIEĆ KRÓTKI NASZYJNIK, BY NOSIĆ TEN WISIOREK"
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "L. podwinięty, p. rozpięty, nisko"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "PUNKOWY ANARCHISTA"
"SURGEON_PRESET_TEXT": "Czy chcesz wybrać ten zestaw?"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "Zwiększa pojemność magazynka."
"CUST_TATTOO_RFORARM_6": "OKO ZA OKO"
"CUST_COMP_FACE_MOLE_7": "PIEPRZYK 7"
"CUST_VARIANT_BOXERS": "BOKSERKI"
"PLAYER_MORPH_FOREHEAD_TEXT": "CZOŁO"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "WIELKOŚĆ USZU"
"LOGO_AKUSTICS1": "AKUSTICS"
"CUST_ITEM_CM_WORSTCASESHOES": "NIC LEPSZEGO DO ZAŁOŻENIA"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "SANDAŁY FLOWER POWER"
"CUST_VOICE_MALE_ASIAN": "AZJATA 2"
"VEHICLE_COLOR_TINT_50": "ODCIEŃ 50%%"
"RIM_187": "C-X 501 POMARAŃCZOWO-CZARNY"
"CUST_VARIANT_BOWTIE_STRIPED": "W PASY"
"CUST_ITEM_GENKI_PACK": "STRÓJ \"ZABAWA!\""
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "WIELKIE Z"
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "KAPCIE \"NIEGRZECZNE KRÓLICZKI\""
"CUST_BRO_TAUNT_B": "DRWINA BRACTWA 2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "OPCJA 12"
"CUST_COLOR_GREEN_2": "ZIELONY 2"
"UNLOCALIZED_BLACK": "BLACK"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "WYMODELOWANE AFRO"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "STEAMPUNKOWE GOGLE"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "HIPSTEROWA SPORTOWA CZAPKA"
"CUST_COMPLIMENT_O": "SIEDEM WELONÓW"
"VEHICLE_PAINT_GANG_ULTOR": "ULTOR"
"SLOT_REAR_FENDERS": "TYLNE BŁOTNIKI"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "BLUZA Z KAPTUREM \"SMUTEK\""
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "BUTY KRÓLOWEJ RODEO"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "LUŹNE SZORTY"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "Celownik snajperski zwiększa przybliżenie. Wydłużona lufa zwiększa obrażenia i zmniejsza odrzut."
"CUST_TATTOO_RCALF_3": "MOTYL NA NIEBIE"
"CUST_TATTOO_LARM_4": "FLOWER POWER"
"CUST_TATTOO_LUPPARM_6": "ŚWIĘCI NA ZAWSZE"
"CUST_COMP_FEMALE_EYEBROWS_4": "ZAKRZYWIONE"
"COMPONENT_ADD_NITROUS": "NITRO"
"CUST_VARIANT_MED": "ŚREDNIE"
"CUST_VARIANT_DESERT_CAMO": "PUSTYNNY KAMUFLAŻ"
"VEHICLE_COLOR_PENNY_ZINC": "CYNK"
"COLOR_SLOT_PAINT_AND_RIMS": "LAKIER I FELGI"
"LOGO_GUARD_1": "STRAŻNIK 1"
"CUST_VARIANT_SMALL_DOTS": "MAŁE KROPKI"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "KOSZULA Z KRAWATEM \"SĄSIAD\""
"CUST_ITEM_CF_HAIR_LONGWAVY": "OBFITE"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "CAŁA PRAWA RĘKA"
"CUST_TATTOO_RFORARM_2": "TWARDE SZÓSTKI"
"CUST_COMP_FACE_MOLE_3": "PIEPRZYK 3"
"CUST_COMP_FACE_DPMARKS": "GŁĘBOKIE BLIZNY PO TRĄDZIKU"
"VEHICLE_COLOR_GREEN_DARK_TINT": "ODCIEŃ CIEMNEJ ZIELENI"
"HAIR_COLOR_GRAY": "SZARE"
"CUST_VARIANT_NAILS_A": "PAZNOKCIE 1"
"CUST_SKIN_GREY_3": "WĘGIEL DRZEWNY"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "GŁĘBOKOŚĆ SKRONI"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "WZNIESIENIE SKRONI"
"CUST_VARIANT_CARIBBEAN": "KARAIBSKIE"
"CUST_WEAR_ON UNDERSHIRT": "NA PODKOSZULKU"
"RACE_CAUCASIAN": "BIAŁY"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "DŁUGOŚĆ DOLNEJ WARGI"
"CUST_COMP_EYE_MAKEUP_8": "SCI-FI Z LAT 80."
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "DUCH 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "ZEBRA 2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "LEWY PODWINIĘTY, WYSOKO"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "STRÓJ - SPODNIE ELASTYCZNE"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "KISZKA"
"CUST_ITEM_METAL_BRACELET_LEFT": "ZEGAREK VIP"
"CUST_COMP_EYES_RED": "CZERWONE"
"none": "BRAK"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "BOKSERKI \"MIŁOSNA MASZYNA\""
"CUST_ITEM_CF_HAIR_PONYTAIL": "WĄSKI KOŃSKI OGON"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "DŁUGOŚĆ ŚRODKA GÓRNEJ WARGI"
"CUST_VARIANT_STRIPES_2": "PASY 2"
"CUST_VARIANT_MAIN": "NORMALNE"
"CUST_CAT_HAIR_COLOR_PRIMARY": "PODSTAWOWY KOLOR WŁOSÓW NA GŁOWIE"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "Pociski zapalające zwiększają temperaturę. Zwiększa pojemność amunicyjną."
"CUST_TATTOO_LCALF_8": "ATAK REKINA"
"CUST_COLOR_BLACK": "CZARNE"
"LOGO_KLASSIC": "KLASSIC 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "ZEBRA 1"
"CUST_VARIANT_PLAID_2": "TARTAN 2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "KOLCZYKI \"ODSTRASZACZ WAMPIRÓW\""
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "BANDANA ŚWIĘTYCH"
"CUST_COMPLIMENT_K": "PRIME TIME"
"COMPONENT_ADD_KNEECAPPERS": "OSTRZA W KOŁACH"
"CUST_VARIANT_VBANDS": "PIONOWE PASY"
"CUST_VARIANT_PATTERN_2": "STYL 2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "WYPUSZCZONA, ROZPIĘTA"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "SZPILKI IMPREZOWICZKI"
"CUST_INSULT_D": "DOUGLAS"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "DŁUGOŚĆ GÓRNEJ POWIEKI"
"SURGEON_CONFIRM_ENTRY_TEXT": "Masz %ls. Operacja kosztuje %ls.\nCzy chcesz się jej poddać?\nZmian nie można cofnąć."
"CUST_TATTOO_RCALF_7": "DUCH SMOKA"
"CUST_TATTOO_LUPPARM_2": "DUCH WILKA"
"VEHICLE_COLOR_BANANA_YELLOW": "BANANOWA ŻÓŁĆ"
"COLOR_SLOT_BIKE": "MOTOCYKL"
"CUST_VARIANT_CMHAT_CHILD": "CIENKIE PASY"
"CUST_VARIANT_BIKER": "MOTOCYKLISTA"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": "ŻÓŁTOPOMARAŃCZOWY 6"
"CUST_TATTOO_LHAND_4": "CZTERY CZASZKI"
"SLOT_INTERIOR_ACCESSORIES": "AKCESORIA DO WNĘTRZA"
"CUST_COLOR_PURPLE_1": "FIOLETOWY 1"
"CUST_VARIANT_MED_STRIPE": "ŚREDNIE PASY"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "DŁUGOŚĆ USZU"
"COMPONENT_DECAL_9": "NAKLEJKA 9"
"PAINT_3": "LAKIER 3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "BUTY \"MIAMI\" "
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "WYMYŚLNE MAJTECZKI"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "SIECIOWE BOJÓWKI"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "PUNKOWE KÓŁKO DO NOSA"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "ŻÓŁTOZIELONY 3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "ZEBRA ROZCIĄGNIĘTA"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "BUTY \"CIEMNIEJSZA STRONA\""
"RACE_HISPANIC": "LATYNOS"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "GŁĘBOKOŚĆ KOŚCI POLICZKOWYCH"
"CUST_COMP_FACE_BANDAGE_3": "OPATRUNEK NA POLICZKU"
"SLOT_FRONT_WHEELS": "PRZEDNIE KOŁA"
"SLOT_TRIM": "DODATKI"
"LOGO_NUKE_1": "ELEKTROWNIA ATOMOWA STILWATER"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "SKROMNA ELEGANCJA"
"PLAYER_CREATION_MENU_7": "WYJDŹ"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "MOD ZE SWETREM"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "ELEGANCKI UBIÓR"
"CUST_COLOR_CLOTHING_ORANGE_1": "POMARAŃCZOWY 1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "Wpływ na większy obszar."
"HAIR_COLOR_PURPLE": "FIOLETOWE"
"CUST_VARIANT_DENIM": "DŻINS"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "JERSEY"
"PLAYER_MORPH_MOUTH_TEXT": "USTA"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "GRUBOŚĆ TWARZY"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "PÓŁNOCNY BŁĘKIT"
"RIM_SET_009": "ZESTAW FELG 9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "GŁÓWKA \"SZCZYT RZECZYWISTOŚCI\""
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "DAMSKA KURTKA NA SUWAK"
"CUST_SKIN_GREEN_3": "KSIĄŻĘ ZAKLĘTY W ŻABĘ"
"CUSTOM_WALK_8": "STYL ZBIRA 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "WYCHUDZONA"
"SLOT_TIRE_DURABILITY": "TRWAŁE OPONY"
"LOGO_MUSEUM_HISTORY": "MUZEUM HISTORII NATURALNEJ"
"LOGO_RUSTY_S_NEEDLE_1": "ZARDZEWIAŁA IGŁA 1"
"CUST_VARIANT_AMBER": "BURSZTYN"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "ZBROJA SAMURAJA"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "BOKSERKI NA CO DZIEŃ"
"PLAYER_MORPH_SKIN_TEXT": "KOLOR SKÓRY"
"HAIR_COLOR_PINK": "RÓŻOWE"
"HAIR_COLOR_BRUNETTE": "CIEMNE"
"LOGO_SKEETERS_4": "SKEETERS 4"
"LOGO_NUMBER2": "NUMER 2"
"CUST_VARIANT_PRESS": "PRASA"
"CUST_VARIANT_DRAGON_TIE": "KRAWAT ZE SMOKIEM"
"CUST_VARIANT_CHECKER": "KRACIASTE"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "KOSZULKA POLO \"MIAMI\""
"FACIAL_EXPRESSION_ANGRY": "WŚCIEKŁY"
"CUST_VARIANT_GOLD": "ZŁOTO"
"CUST_VARIANT_BIKERBOOT": "BUT MOTOCYKLISTY"
