"CUST_ITEM_CF_HAIR_MED": "OFF THE SHOULDER"
"CUST_COMPLIMENT_K": "PRIME TIME"
"COMPONENT_ADD_KNEECAPPERS": "KNEECAPPERS"
"CUST_VARIANT_VBANDS": "VERTICAL STRIPES"
"CUST_VARIANT_PATTERN_2": "STYLE 2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "UNTUCKED, UNZIPPED"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "PARTY GIRL HEELS"
"CUST_INSULT_D": "THE DOUGLAS"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "UPPER LID LENGTH"
"SURGEON_CONFIRM_ENTRY_TEXT": "You have %ls.  Surgery costs %ls.\nWould you like to get surgery?\nChanges made cannot be reverted."
"CUST_TATTOO_RCALF_7": "SPIRIT OF THE DRAGON"
"CUST_TATTOO_LUPPARM_2": "SPIRIT OF THE WOLF"
"VEHICLE_COLOR_BANANA_YELLOW": "BANANA YELLOW"
"COLOR_SLOT_BIKE": "BIKE"
"CUST_VARIANT_CMHAT_CHILD": "THIN STRIPES"
"CUST_VARIANT_BIKER": "BIKER"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": "YELLOW ORANGE 6"
"CUST_TATTOO_LHAND_4": "FOUR SKULLS"
"SLOT_INTERIOR_ACCESSORIES": "INTERIOR ACCESSORIES"
"CUST_COLOR_PURPLE_1": "PURPLE 1"
"CUST_VARIANT_MED_STRIPE": "MEDIUM STRIPES"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "EAR LENGTH"
"COMPONENT_DECAL_9": "DECAL 9"
"PAINT_3": "PAINT 3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "MIAMI SHOES"
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "FANCY FISHNETS"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "NETWORK CARGO PANTS"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "PUNKER SEPTUM RING"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "YELLOW GREEN 3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "ZEBRA STRETCHED"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "DARKER SIDE BOOTS"
"RACE_HISPANIC": "HISPANIC"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "CHEEKBONE DEPTH"
"CUST_COMP_FACE_BANDAGE_3": "CHEEK BANDAGE"
"SLOT_FRONT_WHEELS": "FRONT WHEELS"
"SLOT_TRIM": "TRIMS"
"LOGO_NUKE_1": "STILWATER NUCLEAR"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "PRIMP AND PROPER"
"PLAYER_CREATION_MENU_7": "QUIT"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "MOD MALE WITH SWEATER"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "ELEGANT COUTURE"
"CUST_COLOR_CLOTHING_ORANGE_1": "ORANGE 1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "Affect a larger area."
"HAIR_COLOR_PURPLE": "PURPLE"
"CUST_VARIANT_DENIM": "DENIM"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "THE JERSEY"
"PLAYER_MORPH_MOUTH_TEXT": "MOUTH"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "FACE FATNESS"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "MIDNIGHT BLUE"
"RIM_SET_009": "RIM SET 9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "THE REALITY CLIMAX BOBBLEHEAD"
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "WOMEN'S ZIP-UP JACKET"
"CUST_SKIN_GREEN_3": "FROG PRINCE"
"CUSTOM_WALK_8": "THUG STYLE 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "EMACIATED"
"SLOT_TIRE_DURABILITY": "TIRE DURABILITY"
"LOGO_MUSEUM_HISTORY": "NATURAL HISTORY MUSEUM"
"LOGO_RUSTY_S_NEEDLE_1": "RUSTY'S NEEDLE 1"
"CUST_VARIANT_AMBER": "AMBER"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "SAMURAI ARMOR"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "EVERYDAY BOXER"
"PLAYER_MORPH_SKIN_TEXT": "SKIN COLOR"
"HAIR_COLOR_PINK": "PINK"
"HAIR_COLOR_BRUNETTE": "BRUNETTE"
"LOGO_SKEETERS_4": "SKEETERS 4"
"LOGO_NUMBER2": "NUMBER 2"
"CUST_VARIANT_PRESS": "PRESS"
"CUST_VARIANT_DRAGON_TIE": "DRAGON TIE"
"CUST_VARIANT_CHECKER": "CHECKERED"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "KABANA POLO SHIRT"
"FACIAL_EXPRESSION_ANGRY": "ANGRY "
"CUST_VARIANT_GOLD": "GOLD"
"CUST_VARIANT_BIKERBOOT": "BIKE BOOT"
"CUST_WEAR_HIGH_LEFT_ZIPPED_RIGHT_LEFT_ROLLED_RIGHT_ROLLED": "RIGHT ROLLED, HIGH"
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "PUNKALICIOUS"
"CUST_CAT_SUITS": "SUITS"
"CUST_TATTOO_UPPBACK_5": "POP THE CHERRIES"
"SLOT_HUBCAPS": "HUBCAPS"
"HAIR_COLOR_WHITE_MATTE": "WHITE MATTE"
"CUST_VARIANT_BOOT_5": "TWO TONED"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "HIPSTER GLASSES"
"CUST_TATTOO_LOWER_BACK": "LOWER BACK"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "MOUTH SIDE DEPTH"
"CUST_WEAR_UNTUCKED_ZIPPED": "UNTUCKED, ZIPPED"
"CUST_WEAR_LONG": "LONG"
"CUST_WEAR_LEFT": "LEFT"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "SO DEVILISH SWIM BOTTOM"
"CUST_CAT_FACE_PIERCINGS": "FACE PIERCINGS"
"RACE_ASIAN": "ASIAN"
"VEHICLE_COLOR_DOUBLE_YELLOW": "DOUBLE YELLOW"
"VEHICLE_PAINT_MUNICIPAL": "MUNICIPAL"
"CUST_VARIANT_FRONT_STRIPES_LARGE": "LARGE FRONT STRIPES"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT2": "MALE MODEL SHIRT AND BOWTIE"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "STEELPORT HEROINE SHIRT"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "ENTIRE RIGHT LEG"
"CUST_INSULT_L": "ANGELMANIA"
"SURGEON_CAT_HEAD": "HEAD"
"CUST_TATTOO_LARM_8": "TRIBAL BAND"
"CUST_ITEM_CM_HAIR_PULLEDPONYTAIL": "LOOSE PONY"
"CUST_SKIN_OILED_4": "OILED SPRAY TAN"
"CUSTOM_WALK_FEMALE_6": "LADY SWAY"
"CUST_INSULT_PISS": "DOG PISSER"
"CUST_MENU_SEX_PRESETS": "SEX PRESETS"
"CUST_COLOR_CLOTHING_GREYS_2": "GREY 2"
"CUST_COMP_CHEEK_MAKEUP_4": "JOKER"
"Redhead": "REDHEAD"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "TUCKED, BUTTONED, EXTRA HIGH PANT, SUSPENDERS, TIE"
"PLAYER_MORPH_NOSTRILS_HEIGHT_TEXT": "NOSTRIL HEIGHT"
"JEWELRY_NAME": "ON THIN ICE"
"VEHICLE_PAINT_STANDARD_METAL": "STANDARD METAL"
"CUST_VARIANT_PLAIN_W_TIE": "PLAIN W/TIE"
"CUST_ITEM_GAT_MASCOT_OUTFIT": "GAT MASCOT OUTFIT"
"CUST_ITEM_FEMALE_NLM_EARRINGS_2": "SKULL CRUSHER EARRINGS"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_A": "LETS PRETEND FEMALE A"
"CUST_COMPLIMENT_C": "WILD STALLION"
"CUSTOM_PREVIEW_UNAVAILABLE": "PREVIEW UNAVAILABLE"
"CUST_TATTOO_RHAND_3": "HEARTBROKEN"
"CUST_TATTOO_CHEST_8": "TIME TO SOAR"
"VEHICLE_PAINT_PLASTIC": "PLASTIC"
"CUST_VARIANT_ULTOR1": "ULTOR 1"
"CUST_RONIN_COMPLIMENT_D": "RONIN COMPLIMENT 4"
"CUST_MENU_START_GAME": "START GAME"
"CUST_COMP_FACE_MAKEUP_3": "SON OF SAMEDI"
"CUST_ITEM_CM_LPG_MASK_M_MASKCAT": "BIG PUSSY MASK"
"CUST_ITEM_CM_EYE_CARDNIAL_GLASSES": "CARDINAL GLASSES"
"CUST_SKIN_HISPANIC_03": "HISPANIC 3"
"CUST_TATTOO_FACE_4": "CLEAR NIGHT SKY"
"SLOT_OFFENSE": "OFFENSE"
"LOGO_BROTHERHOOD_3": "BROTHERHOOD 3"
"CUST_VARIANT_DUAL_STRIPES_LARGE": "LARGE DUAL STRIPES"
"CUSTOM_WALK_14": "THUG STYLE 9"
"PLAYER_MORPH_DOUBLECHIN_TEXT": "DOUBLE CHIN"
"CUST_COLOR_CLOTHING_VIOLET-RED_2": "VIOLET RED 2"
"CUST_COLOR_CLOTHING_BROWNS_3": "BROWN 3"
"CUST_COMP_MUSTACHE_14": "THE 5 O'CLOCK"
"VEHICLE_COLOR_BLACK_TITANIUM": "BLACK TITANIUM"
"LOGO_RFS": "RFS 87.6"
"COMPONENT_DECAL_1": "DECAL 1"
"CUST_ITEM_ANGLE_MEDALLION_LONG": "DIVA HOOPS"
"CUST_TATTOO_TORSO_STOMACH": "STOMACH"
"CUST_SKIN_BLACK_04": "AFRICAN AMERICAN 4"
"PLAYER_MORPH_JAWS_TEXT": "CHIN AND JAW"
"CUST_COMP_EYES_HAZEL": "HAZEL"
"COMPONENT_OPTION_3": "OPTION 3"
"CUST_WEAR_ON OVERSHIRT": "OVERSHIRT"
"CUST_ITEM_CM_FPIC_NOSESRIGHT": "NOSE STUD RIGHT"
"CUST_ITEM_CM_HAIR_MTOPSHVDSIDS": "THE JERSEY"
"CUST_TATTOO_LOWBACK_7": "PEACE FROM WITHIN"
"VEHICLE_COLOR_SOLID_TEAL": "SOLID TEAL"
"CUST_VARIANT_3_STRIPE": "THREE STRIPES"
"CUST_VARIANT_THICK_BELT": "THICK"
"HAIR_SALON_NAME_DO_IT_UP": "DO IT UP"
"CUST_TATTOO_NECK_3": "PUZZLED"
"CUST_COMP_BODY_MASK_3": "BIKINI TAN, THONG"
"VEHICLE_COLOR_HARLEQUIN_PURPLE": "HARLEQUIN PURPLE"
"LOGO_MUSEUM_ERO_3": "EROMENOS MUSEUM 3"
"CUST_VARIANT_PIMPCOAT_STRIPES": "STRIPES"
"CUST_WEAR_UNBUTTONED_HOOD_DOWN": "UNBUTTONED, HOOD DOWN"
"CUST_ITEM_CM_PSJ_HAT_M_SRCAP": "STEELPORT STUNNERS CAP"
"PLAYER_MORPH_JOWLS_DEPTH_TEXT": "JOWL DEPTH"
"CUST_COLOR_CLOTHING_ORANGE_9": "ORANGE 9"
"CUST_COMP_EYE_MAKEUP_17": "SMOKEY"
"VEHICLE_COLOR_GRAY_MEDIUM": "GRAY MEDIUM"
"VEHICLE_COLOR_ICE_WHITE": "ICE WHITE"
"CUST_WEAR_CLOSED, HOOD UP": "HOOD UP"
"CUST_ITEM_CM_DLC_AB_OUTFIT": "ALTAR BOY"
"CUST_ITEM_CM_FPIC_SETD": "RIGHT BROW RING AND NOSE STUD"
"CUST_ITEM_CM_HAIR_MIDPARTMED": "DOWN THE MIDDLE"
"CUST_CAT_MAKEUP_ENTIRE_FACE": "ENTIRE FACE"
"CUST_COMP_FACE_MAKEUP_7": "RISING SUN"
"VEHICLE_PAINT_METALLIC_PAINT": "METALLIC PAINT"
"CUST_ITEM_CM_IMPB_UBDY_M_TURTLENECK": "TRIFLE TURTLENECK"
"CUST_ITEM_CM_NLMB_HAT_M_SKULLYKNIT": "BROSEPH SKULLY KNIT"
"CUST_ITEM_FEMALE_PLANETSAINTS_BRA_1": "SAINT OF SAINTS BRA"
"CUST_ITEM_5_O'CLOCK_SHADOW": "SARGE"
"CUST_TATTOO_RHAND_7": "HAND_TATTOO_R7"
"CUST_ITEM_CM_NLMB_UBDY_M_TRASH": "TRASH T-SHIRT"
"CUST_ITEM_MID_LENGTH_LARGE_CHAIN": "21ST CENTURY JEANS"
"PLAYER_MORPH_BALL_HEIGHT_TEXT": "TIP HEIGHT"
"CUST_COLOR_CLOTHING_VIOLET-RED_6": "VIOLET RED 6"
"CUST_COLOR_CLOTHING_BROWNS_7": "BROWN 7"
"CUST_COMP_MUSTACHE_10": "PENCILED ON"
"COMPONENT_DECAL_5": "DECAL 5"
"CUST_VARIANT_ANIMAL": "ANIMAL"
"CUST_WEAR_BUTTONED": "BUTTONED"
"FACIAL_EXPRESSION_SLEEPY": "SLEEPY "
"CUST_TATTOO_LHAND_8": "HAND_TATTOO_L8"
"CUST_ITEM_WRESTLE_MASK_MALE": "HEAVYWEIGHT MASK"
"CUST_ITEM_CF_LPC_FOOT_F_FEMHEROBOOTS": "STEELPORT HEROINE BOOTS"
"CUST_ITEM_CF_PSF_FOOT_F_SNEAKERS": "STREET GLIDERS"
"CUST_SKIN_PURPLE_3": "SOFT PURPLE"
"CUSTOM_WALK_10": "THUG STYLE 6"
"PLAYER_MORPH_MOUTH_SIDES_SIZE_TEXT": "MOUTH SIDE SIZE"
"CUST_TATTOO_LOWBACK_3": "RESPECT THE BRASS"
"CUST_COLOR_FLESH_3": "FLESH 3"
"CUST_VARIANT_TRACK_B2": "STYLE 2"
"CUST_WEAR_NORMAL": "NORMAL"
"CUST_ITEM_CM_LLO_HAND_M_SBLGLOVES": "POCKET ROCKET GLOVES"
"FACIAL_EXPRESSION_MELLOW": "MELLOW "
"PLAYER_MORPH_EARS_SPACING_TEXT": "EAR SPACING"
"PLAYER_MORPH_CHEEKBONE_WIDTH_TEXT": "CHEEKBONE WIDTH"
"RIM_SET_005": "RIM SET 5"
"COMPONENT_OPTION_7": "OPTION 7"
"SK04": "SKIN04"
"CUST_WEAR_LEFT_ROLLED_UP": "LEFT ROLLED UP"
"CUST_WEAR_BACK_RIGHT": "BACK RIGHT"
"CUST_ITEM_LIPS_01": "LIP GLOSS"
"CUST_TIE": "TIE"
"CUSTOM_WALK_4": "CRAZY STYLE"
"PLAYER_MORPH_EAR_CURVE_TEXT": "EAR CURVE"
"CUST_COMP_EYE_MAKEUP_13": "EGYPTIAN PRINCESS"
"CUST_VARIANT_SKIRTA": "STYLE 3"
"CUST_VARIANT_ZEBRA_2": "ZEBRA 2"
"CUST_ITEM_CF_LLS_FOOT_F_BOOTIES": "GANG SMASH BOOTIES"
"CUST_VOICE_FEMALE_WHITE": "FEMALE 1"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_2": "Carry more charges."
"CUST_TATTOO_NECK_7": "DRESSED FOR DEATH"
"CUST_COMP_FACE_ROBOT_PARTS": "ROBOT PARTS"
"CUST_WEAR_HAT": "HAT"
"CM_BLOWUPDOLL": "BLOWUP DOLL"
"CUST_ITEM_BIKER_BOOTS_5": "HEAVYWEIGHT BOOTS"
"PLAYER_MORPH_LOWER_LIP_WIDTH_TEXT": "LOWER LIP WIDTH"
"RIM_SET_020": "RIM SET 20"
"CUST_VARIANT_STRIPED": "STRIPED"
"CUST_ITEM_FEMALE_NLM_OUTFIT_F": "STEAMPUNK COUTURE"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_2": "Increase rate of fire."
"CUST_COMP_EYE_MAKEUP_4": "CRIME FIGHTER"
"VEHICLE_COLOR_WINE_RED": "WINE RED"
"HAIR_COLOR_STRAWBERRY_BLONDE": "STRAWBERRY BLONDE"
"LOGO_NUMBER6": "NUMBER 6"
"CUST_ITEM_CM_FPIC_CHINSTUD": "CHIN STUD"
"CUST_ITEM_CF_LLR_SUIT_F_LACE": "OKTOBERFEST SKIRT"
"CUST_ITEM_CF_NLMD_RWRST_F_WRISTBAND": "RAWK WRIST BRACELET"
"CUST_ITEM_CF_NLMB_LBDY_F_SKIRT": "WILD CHILD PANTS"
"CUST_ITEM_LEATHER_UNIFORM_GLOVES": "LEATHER GLOVES"
"CUST_TATTOO_NECK": "NECK"
"SLOT_TIRES": "TIRES"
"SLOT_FINS": "FINS"
"LOGO_KOBRA": "KOBRA"
"POLICE_OUTFIT": "POLICE OUTFIT"
"CUST_VARIANT_FEMALE_SNAKE": "SNAKE"
"CUST_VARIANT_ALTERNATING": "ALTERNATING"
"CUST_ITEM_WOMEN_S_BONDAGE_TOP_2": "THREE COUNT TOP"
"PLAYER_CREATION_FIGURE_AVERAGE": "AVERAGE"
"CUST_TATTOO_UPPBACK_1": "SKULL PILE"
"CUST_TATTOO_LEFT_SHOULDER": "LEFT SHOULDER"
"STORE_WEAPON_CACHE": "ACCESS CRIB WEAPONS"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_STAG_4": "Increase rate of fire and damage."
"SLOT_DRAPES": "DRAPES"
"LOGO_HEART": "HEART"
"MALE_ATHLETIC": "MALE ATHLETIC"
"CUST_WEAR_UNTUCKED_UNBUTTONED": "UNTUCKED, UNBUTTONED"
"CUST_TATTOO_UPPER_BODY": "UPPER BODY"
"CUST_VARIANT_07_DEFAULT": "VARIANT 7"
"CUST_INSULT_H": "BELCH"
"PLAYER_MORPH_SKULL_TOP_WIDTH_TEXT": "SKULL TOP WIDTH"
"CUST_TATTOO_LCALF_4": "CHERRY ON TOP"
"VEHICLE_COLOR_COPPER": "COPPER"
"VEHICLE_COLOR_DEEP_BRONZE_BROWN": "DEEP BRONZE BROWN"
"CUST_WEAR_TUCKED_BUTTONED_HIGH_PANT_SUSPENDERS": "TUCKED, BUTTONED, HIGH PANT, SUSPENDERS"
"CUST_ITEM_FEMALE_NLM_EARRINGS_6": "PREPPY STUDS"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_E": "COMBAT BABE"
"CUST_ITEM_CF_IMPQ_SUIT_F_LATEXDRESS": "THE RINGWALD"
"CUST_COMPLIMENT_G": "TELL 'EM"
"CUST_COLOR_CLOTHING_GREYS_6": "GREY 6"
"VEHICLE_COLOR_WHEATFIELD_YELLOW": "WHEATFIELD YELLOW"
"VEHICLE_PAINT_WHITE_WALL": "WHITE WALL"
"LOGO_PRISON": "STILWATER CORRECTIONS"
"CUST_VARIANT_SHORT": "SHORT"
"CUST_VARIANT_PIN_STRIPES": "PIN STRIPES"
"CUST_ITEM_CM_DLC_SAM_HAT_M_HELMET": "SAMURAI HELMET"
"CUST_CAT_SPECIAL_TSHIRTS": "SPECIAL T-SHIRTS"
"PLAYER_MORPH_EYE_SET_TEXT": "EYE SET"
