"CUST_ITEM_CF_HAIR_MED": "ДО ПЛЕЧ" 
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "СТИМПАНКОВСКИЕ ПЕРЧАТКИ"
"SLOT_TORQUE_DESC": "Увеличение крутящего момента позволит вам добиться ускорения, необходимого для того, чтобы победить в уличных гонках или скрыться от властей."
"CUST_COLOR_LIGHT_BROWN": "СВЕТЛО-КОРИЧНЕВЫЙ"
"CUST_VARIANT_CMOVS_MSUNSHINE": "ПЕЙСЛИ"
"CUST_VARIANT_TINTED": "ОКРАШЕННЫЙ"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "СОВРЕМЕННЫЙ СВИТЕР"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "РАСЧЕСАННЫЕ ПАТЛЫ"
"CUST_CAT_HAIR_COLOR_FACE": "ЦВЕТ ВОЛОС НА ЛИЦЕ"
"VEHICLE_COLOR_LIPSTICK_RED": "КРАСНАЯ ПОМАДА"
"COLOR_SLOT_PAINT_4": "РИСУНОК 4"
"COLOR_SLOT_INTERIOR_4": "ИНТЕРЬЕР 4"
"COMPONENT_OPTION_D": "ВАРИАНТ D (НЕ ДОЛЖЕН ИСПОЛЬЗОВАТЬСЯ)"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "БОК. РАЗМЕР ВЕРХН. ГУБЫ"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} УРОВЕНЬ {1} {2}(ИСПОЛЬЗУЕТСЯ)[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "ЖЕЛТЫЙ 9"
"SLOT_WINGS": "КРЫЛЬЯ"
"CUST_COLOR_ORANGE_2": "АПЕЛЬСИН 2"
"LOGO_STILWATER_BIKE": "БАЙКЕРСКИЙ КЛУБ СТИЛУОТЕРА"
"CUST_VARIANT_SNAKESKIN": "ЗМЕИНАЯ КОЖА"
"CUST_WEAR_BACK": "НАЗАД"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "КАПИТАНСКИЕ САПОГИ"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "РАЗМЕР ВИСКА"
"CUST_WEAR_MID-HEIGHT": "СРЕДНЕЙ ВЫСОТЫ"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "БИЗНЕСМЕН"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "ЭЛЕГАНТНЫЕ ТУФЛИ"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "СОЛДАТ ИМПЕРИИ"
"SLOT_DEFENSE": "ЗАЩИТА ОКОН"
"SLOT_HANDLEBARS": "РУЛЬ"
"SLOT_WHEEL_COVERS": "КРЫШКА КРЫЛА"
"IRIDESCENT_2": "РАДУЖНЫЙ 2"
"CUST_VARIANT_VEST_B": "СТИЛЬ 2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "МОДНИК С РУБАШКОЙ И БАБОЧКОЙ"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "МЕЧТА ПОДРОСТКА"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "СЕРЕЖКИ \"БОЖЬЯ КОРОВКА\""
"CUST_EXIT_WARNING_BODY": "Покинуть создание игрока?"
"PLAYER_CREATION_FIGURE_HUGE": "ПЛОТНЫЙ"
"CUST_COLOR_CLOTHING_RED_2": "КРАСНЫЙ 2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "СЕРАЯ ПОЛЫНЬ"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 PURPLE-WHITE"
"LOGO_CAVE_2": "ПЕЩЕРА ПРИЗРАКОВ 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "ТОЛСТОВКА \"3-Я УЛИЦА\""
"CUST_UNDERSHIRT": "ТРУСЫ"
"CUST_COMP_MUSTACHE_18": "ГОЛЛИВУДСКИЕ"
"CUST_COMP_FEMALE_EYEBROWS": "НАТУРАЛЬНАЯ САМКА"
"OPTION_38": "ВАРИАНТ 38"
"HAIR_COLOR_AUBURN": "РЫЖЕВАТЫЙ"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "ИГРИВАЯ ГРИВА"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "ULTRAS"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "ТОЛСТОЕ КОЛЬЦО"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "ЯНТАРНЫЙ 2"
"CUST_TATTOO_FACE_8": "ДАРЫ МОРЯ"
"COLOR_SLOT_PAINT": "РИСУНОК"
"CUST_COLOR_INDIGO_4": "ИНДИГО 4"
"MALE_BODYBUILDER": "МУЖЧИНА БОДИБИЛДЕР"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "ГОНЩИЦА"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "ЖИЛЕТ БУНТАРЯ"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "ДЕЛОВАЯ ТОЛСТОВКА"
"CUST_ITEM_2015_SHADES": "2015 ОЧКИ"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "ЛУЧШИЙ ДРУГ ДЕВУШКИ - ЛЕВЫЙ"
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "ШИРИНА ПЕРЕГОРОДКИ"
"PLAYER_CREATION_MENU_3": "ГЛАЗА"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "ЖЕЛТО-ЗЕЛЕНЫЙ 7"
"CUST_TATTOO_CHEST_4": "МЫЛО СВЯТЫХ"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "КАРБОН 104.2"
"LEVEL_1": "УРОВЕНЬ 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "СЕРЕЖКИ \"ДАМА ЧЕРВЕЙ\""
"CUST_COLOR_CLOTHING_ORANGE_5": "ОРАНЖЕВЫЙ 5"
"SLOT_REINFORCED_BUMPER": "УСИЛЕННЫЙ БАМПЕР"
"LOGO_FUNK": "Фанк 98.4"
"CUST_VARIANT_CIRCLES": "КРУГИ"
"CUST_WEAR_FORWARD": "ВПЕРЕД"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "ШЛЕМ КОРОЛЕВЫ ВОИНОВ"
"HAIR_COLOR_BLUE_MATTE": "СИНИЙ МАТОВЫЙ"
"FEMALE_EMACIATED": "ХУДАЯ ЖЕНЩИНА"
"CUST_COMP_MALE_EYEBROWS_2": "СТАРИКАН"
"CUST_VARIANT_TRIM_COLOR": "УКРАШЕНИЕ"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "ОДНОТОННЫЙ"
"CUST_VARIANT_SMALL_PLAID": "МАЛЕНЬКАЯ КЛЕТКА"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "ЛЕОПАРД 1"
"CUST_RONIN_TAUNT_B": "НАСМЕШКА РОНИНОВ 2"
"CANT_WEAR_PENDANT": "У ВАС ДОЛЖНА БЫТЬ КОРОТКАЯ ЦЕПОЧКА, ЧТОБЫ НОСИТЬ ЭТОТ МЕДАЛЬОН."
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "ЛЕВЫЙ ЗАСТЕГНУТ, ПРАВЫЙ РАССТЕГНУТ, НИЗКО"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "ПАНК-РОК-АНАРХИСТ"
"SURGEON_PRESET_TEXT": "Хотите выбрать эту установку?"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "Емкость обойм увеличивается."
"CUST_TATTOO_RFORARM_6": "ГЛАЗ ЗА ГЛАЗ"
"CUST_COMP_FACE_MOLE_7": "РОДИНКА 7"
"CUST_VARIANT_BOXERS": "БОКСЕРЫ"
"PLAYER_MORPH_FOREHEAD_TEXT": "ЛОБ"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "ВЫСОТА УХА"
"LOGO_AKUSTICS1": "АКУСТИКА"
"CUST_ITEM_CM_WORSTCASESHOES": "ТЯЖЕЛЫЙ СЛУЧАЙ"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "ШЛЕПКИ ХИППИ"
"CUST_VOICE_MALE_ASIAN": "МУЖЧИНА 2"
"VEHICLE_COLOR_TINT_50": "ТОНИРОВКА 50%%"
"RIM_187": "C-X 501 ORANGE-BLACK"
"CUST_VARIANT_BOWTIE_STRIPED": "В ПОЛОСКУ"
"CUST_ITEM_GENKI_PACK": "КОСТЮМ \"ВЕСЕЛКА!\""
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "ЗЕД"
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "ТАПОЧКИ-ЗАЙЧИКИ"
"CUST_BRO_TAUNT_B": "НАСМЕШКА бРАТСТВА 2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "ВАРИАНТ 12"
"CUST_COLOR_GREEN_2": "ЗЕЛЕНЫЙ 2"
"UNLOCALIZED_BLACK": "ЧЕРНЫЙ"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "ОБРЕЗАННОЕ АФРО"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "СТИМПАНКОВСКИЕ ОЧКИ"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "ХИПСТЕРСКАЯ ШАПКА"
"CUST_COMPLIMENT_O": "СЕМЬ ПОКРЫВАЛ"
"VEHICLE_PAINT_GANG_ULTOR": "Ultor"
"SLOT_REAR_FENDERS": "ЗАДНИЕ КРЫЛЬЯ"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "ТОЛСТОВКА \"I HAZ A SAD\""
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "САПОГИ КОРОЛЕВЫ РОДЕО"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "МЕШКОВАТЫЕ ШОРТЫ"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "Снайперский прицел повышает дальность приближения. Удлиненный ствол повышает урон и снижает отдачу."
"CUST_TATTOO_RCALF_3": "БАБОЧКА В НЕБЕ"
"CUST_TATTOO_LARM_4": "СИЛА ЦВЕТОВ"
"CUST_TATTOO_LUPPARM_6": "СВЯТЫЕ НАВСЕГДА"
"CUST_COMP_FEMALE_EYEBROWS_4": "ИСКРИВЛЕННЫЕ"
"COMPONENT_ADD_NITROUS": "НИТРОДВИГАТЕЛИ"
"CUST_VARIANT_MED": "СРЕДНИЙ"
"CUST_VARIANT_DESERT_CAMO": "КАМУФЛЯЖ ДЛЯ ПУСТЫНИ"
"VEHICLE_COLOR_PENNY_ZINC": "МЕДНАЯ МОНЕТКА"
"COLOR_SLOT_PAINT_AND_RIMS": "РИСУНОК И РАМКА"
"LOGO_GUARD_1": "СТРАЖА 1"
"CUST_VARIANT_SMALL_DOTS": "МАЛЕНЬКИЕ ТОЧКИ"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "РУБАШКА \"НЕЙБОР\" С ГАЛСТУКОМ"
"CUST_ITEM_CF_HAIR_LONGWAVY": "ПЫШНЫЕ ВОЛОСЫ"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "ПРАВАЯ РУКА"
"CUST_TATTOO_RFORARM_2": "ШЕСТЕРКИ"
"CUST_COMP_FACE_MOLE_3": "РОДИНКА 3"
"CUST_COMP_FACE_DPMARKS": "ГЛУБОКИЕ ОСПИНЫ"
"VEHICLE_COLOR_GREEN_DARK_TINT": "ТЕМНО-ЗЕЛЕНАЯ КРАСКА"
"HAIR_COLOR_GRAY": "С СЕДИНОЙ "
"CUST_VARIANT_NAILS_A": "НОГТИ 1"
"CUST_SKIN_GREY_3": "УГОЛЬНЫЙ"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "ГЛУБИНА ВИСКА"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "ПОДЪЕМ ВИСКОВ"
"CUST_VARIANT_CARIBBEAN": "КАРРИБЫ "
"CUST_WEAR_ON UNDERSHIRT": "НА ТРУСАХ"
"RACE_CAUCASIAN": "БЕЛЫЙ"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "ДЛИНА НИЖНЕЙ ГУБЫ"
"CUST_COMP_EYE_MAKEUP_8": "ФАНТАСТИКА 80-Х"
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "ПРИЗРАК 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "ЗЕБРА 2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "ЛЕВЫЙ ЗАСТЕГНУТ, ВЫСОКО"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "ОБТЯГИВАЮЩИЕ ШТАНЫ"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "ЧЕХОЛ ДЛЯ СОСИСКИ"
"CUST_ITEM_METAL_BRACELET_LEFT": "ДОРОГИЕ ЧАСЫ"
"CUST_COMP_EYES_RED": "КРАСНЫЙ"
"none": "НЕТ"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "ТРУСЫ-БОКСЕРЫ \"СЕКС-МАШИНА\""
"CUST_ITEM_CF_HAIR_PONYTAIL": "ТУГОЙ ХВОСТИК"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "ДЛИНА СРЕДНЕЙ ЧАСТИ ВЕРХНЕЙ ГУБЫ"
"CUST_VARIANT_STRIPES_2": "ПОЛОСКИ 2"
"CUST_VARIANT_MAIN": "НОРМАЛЬНЫЙ"
"CUST_CAT_HAIR_COLOR_PRIMARY": "ОСНОВНОЙ ЦВЕТ ВОЛОС НА ГОЛОВЕ"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "Зажигательные патроны добавляют в битву огня. Емкость обойм увеличивается."
"CUST_TATTOO_LCALF_8": "АТАКА АКУЛЫ"
"CUST_COLOR_BLACK": "ЧЕРНЫЕ"
"LOGO_KLASSIC": "КЛАССИКА 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "ЗЕБРА 1"
"CUST_VARIANT_PLAID_2": "В КЛЕТКУ 2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "СЕРЕЖКИ \"РЕПЕЛЕНТ ОТ ВАМПИРОВ\""
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "БАНДАНА СВЯТЫХ"
"CUST_COMPLIMENT_K": "ПРАЙМ-ТАЙМ"
"COMPONENT_ADD_KNEECAPPERS": "НОГОРЕЗ"
"CUST_VARIANT_VBANDS": "ВЕРТИКАЛЬНЫЕ ПОЛОСЫ"
"CUST_VARIANT_PATTERN_2": "СТИЛЬ 2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "НАРАСПАШКУ, РАССТЕГНУТЫЙ"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "ТУФЛИ ОТВЯЗНОЙ ДЕВЧЕНКИ"
"CUST_INSULT_D": "ДУГЛАС"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "ДЛИНА ВЕРХНЕЙ ЧАСТИ ВЕКА"
"SURGEON_CONFIRM_ENTRY_TEXT": "У вас есть %ls. Хирургическая операция стоит %ls.\nХотите ее провести?\nИзменения нельзя будет обратить."
"CUST_TATTOO_RCALF_7": "ДУХ ДРАКОНА"
"CUST_TATTOO_LUPPARM_2": "ДУХ ВОЛКА"
"VEHICLE_COLOR_BANANA_YELLOW": "ЖЕЛТЫЙ БАНАН"
"COLOR_SLOT_BIKE": "МОТОЦИКЛ"
"CUST_VARIANT_CMHAT_CHILD": "ТОНКИЕ ПОЛОСЫ"
"CUST_VARIANT_BIKER": "БАЙКЕР"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": "ЯНТАРНЫЙ 6"
"CUST_TATTOO_LHAND_4": "ЧЕТЫРЕ ЧЕРЕПА"
"SLOT_INTERIOR_ACCESSORIES": "АКСЕССУАРЫ ИНТЕРЬЕРА"
"CUST_COLOR_PURPLE_1": "ФИОЛЕТОВЫЙ 1"
"CUST_VARIANT_MED_STRIPE": "СРЕДНИЕ ПОЛОСЫ"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "ДЛИНА УХА"
"COMPONENT_DECAL_9": "КАРТИНКА 9"
"PAINT_3": "РИСУНОК 3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "ТУФЛИ \"МАЙАМИ\""
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "МОДНАЯ СЕТОЧКА"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "СЕТЕВЫЕ ШТАНЫ"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "КОЛЬЦО ПАНКЕР-СЕПТУМ"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "ЖЕЛТО-ЗЕЛЕНЫЙ 3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "В ПОЛОСКУ"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "САПОГИ ТЕМНОЙ СИЛЫ"
"RACE_HISPANIC": "ЛАТИНОС"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "ГЛУБИНА СКУЛ"
"CUST_COMP_FACE_BANDAGE_3": "ПЛАСТЫРЬ НА ЩЕКЕ"
"SLOT_FRONT_WHEELS": "ПЕРЕДНИЕ КОЛЕСА"
"SLOT_TRIM": "НАКЛАДКИ"
"LOGO_NUKE_1": "ЯДЕРНЫЙ ЗАВОД"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "ПОЗИТИВ"
"PLAYER_CREATION_MENU_7": "ВЫЙТИ"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "МОДНИК СО СВИТЕРОМ"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "ЭЛЕГАНТНОЕ ПЛАТЬЕ"
"CUST_COLOR_CLOTHING_ORANGE_1": "ОРАНЖЕВЫЙ 1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "Действует на большую площадь."
"HAIR_COLOR_PURPLE": "ЛИЛОВЫЙ"
"CUST_VARIANT_DENIM": "ХЛОПОК"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "ДЖЕРСИ"
"PLAYER_MORPH_MOUTH_TEXT": "РОТ"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "ПОЛНОТА ЛИЦА"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "ПОЛУНОЧНО-СИНИЙ"
"RIM_SET_009": "НАБОР ОБОДОВ 9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "ГОЛОВА \"АПОФЕОЗ РЕАЛЬНОСТИ\""
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "ЖЕНСКАЯ КУРТКА НА МОЛНИИ"
"CUST_SKIN_GREEN_3": "ЦАРЕВНА-ЛЯГУШКА"
"CUSTOM_WALK_8": "БАНДИТСКИЙ СТИЛЬ 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "ХУДОЙ"
"SLOT_TIRE_DURABILITY": "ПРОЧНЫЕ ШИНЫ"
"LOGO_MUSEUM_HISTORY": "МУЗЕЙ ЕСТЕСТВОЗНАНИЯ"
"LOGO_RUSTY_S_NEEDLE_1": "ИГЛА РАСТИ 1"
"CUST_VARIANT_AMBER": "ЯНТАРЬ"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "САМУРАЙСКИЙ ДОСПЕХ"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "ПРОСТЫЕ ТРУСЫ-БОКСЕРЫ"
"PLAYER_MORPH_SKIN_TEXT": "ЦВЕТ КОЖИ"
"HAIR_COLOR_PINK": "РОЗОВЫЙ"
"HAIR_COLOR_BRUNETTE": "БРЮНЕТ"
"LOGO_SKEETERS_4": "Драчуны 4"
"LOGO_NUMBER2": "НОМЕР 2"
"CUST_VARIANT_PRESS": "ПРЕССА"
"CUST_VARIANT_DRAGON_TIE": "ДРАКОН И ГАЛСТУК"
"CUST_VARIANT_CHECKER": "КЛЕТЧАТЫЙ"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "ПОЛО \"КАБАНА\""
"FACIAL_EXPRESSION_ANGRY": "СЕРДИТЫЙ"
"CUST_VARIANT_GOLD": "ЗОЛОТО"
"CUST_VARIANT_BIKERBOOT": "БАЙКЕРСКИЙ САПОГ"
"CUST_WEAR_HIGH_LEFT_ZIPPED_RIGHT_LEFT_ROLLED_RIGHT_ROLLED": "ПРАВЫЙ ЗАСТЕГНУТ, ВЫСОКО"
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "ПАНКОГОЛИК"
"CUST_CAT_SUITS": "КОСТЮМЫ"
"CUST_TATTOO_UPPBACK_5": "ВЕСЕЛЫЕ ВИШЕНКИ"
"SLOT_HUBCAPS": "КОЛПАКИ"
"HAIR_COLOR_WHITE_MATTE": "БЕЛЫЙ МАТОВЫЙ"
"CUST_VARIANT_BOOT_5": "ДВУХЦВЕТНЫЙ"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "ХИПСТЕРСКИЕ ОЧКИ"
"CUST_TATTOO_LOWER_BACK": "НИЗ СПИНЫ"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "ГЛУБИНА КРАЕВ РТА"
"CUST_WEAR_UNTUCKED_ZIPPED": "НАРАСПАШКУ, ЗАСТЕГНУТЫЙ"
"CUST_WEAR_LONG": "ДЛИННЫЙ"
"CUST_WEAR_LEFT": "лЕВЫЙ"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "НИЗ КУПАЛЬНИКА \"ДЬЯВОЛИЦА\""
"CUST_CAT_FACE_PIERCINGS": "ПИРСИНГ ЛИЦА"
"RACE_ASIAN": "АЗИАТ"
"VEHICLE_COLOR_DOUBLE_YELLOW": "ДВОЙНОЙ ЖЕЛТЫЙ"
"VEHICLE_PAINT_MUNICIPAL": "ГОРОДСКОЙ"
"CUST_VARIANT_FRONT_STRIPES_LARGE": "БОЛЬШИЕ ПОЛОСЫ СПЕРЕДИ"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT2": "МОДЕЛЬНАЯ РУБАШКА С БАБОЧКОЙ"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "РУБАШКА ГЕРОИНИ СТИЛПОРТА"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "ПРАВАЯ НОГА"
"CUST_INSULT_L": "АНХЕЛЬ-МАНИЯ"
"SURGEON_CAT_HEAD": "ГОЛОВА"
"CUST_TATTOO_LARM_8": "ПЛЕМЕННАЯ ПОЛОСА"
"CUST_ITEM_CM_HAIR_PULLEDPONYTAIL": "БЕШЕНЫЙ ПОНИ"
"CUST_SKIN_OILED_4": "НАМАСЛЕННЫЙ АВТОЗАГАР"
"CUSTOM_WALK_FEMALE_6": "ЖЕНСКАЯ ГРАЦИОЗНАЯ"
"CUST_INSULT_PISS": "ПОДРАЗНИТЬ"
"CUST_MENU_SEX_PRESETS": "УСТАНОВКИ ПОЛА"
"CUST_COLOR_CLOTHING_GREYS_2": "СЕРЫЙ 2"
"CUST_COMP_CHEEK_MAKEUP_4": "ДЖОКЕР"
"Redhead": "РЫЖИЙ"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "ЗАПРАВЛЕННЫЙ, ЗАСТЕГНУТЫЙ, С ПОДНЯТЫМ НИЗОМ, С ПОДТЯЖКАМИ И ГАЛСТУКОМ"
"PLAYER_MORPH_NOSTRILS_HEIGHT_TEXT": "ВЫСОТА НОЗДРЕЙ"
"VEHICLE_PAINT_STANDARD_METAL": "СТАНДАРТ МЕТАЛЛ"
"CUST_VARIANT_PLAIN_W_TIE": "ПРОСТОЙ С ГАЛСТУКОМ"
"CUST_ITEM_GAT_MASCOT_OUTFIT": "КОСТЮМ ГЭТА-ТАЛИСМАНА"
"CUST_ITEM_FEMALE_NLM_EARRINGS_2": "СЕРЕЖКИ \"ЧЕРЕПОЛОМ\""
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_A": "ПРИТВОРИМСЯ ДЕВОЧКОЙ А"
"CUST_COMPLIMENT_C": "ДИКИЙ ЖЕРЕБЕЦ"
"CUSTOM_PREVIEW_UNAVAILABLE": "ПРЕВЬЮ НЕДОСТУПНО"
"CUST_TATTOO_RHAND_3": "РАЗБИТОЕ СЕРДЦЕ"
"CUST_TATTOO_CHEST_8": "ПАРЯЩАЯ ПТИЦА"
"VEHICLE_PAINT_PLASTIC": "ПЛАСТИК"
"CUST_VARIANT_ULTOR1": "ULTOR 1"
"CUST_RONIN_COMPLIMENT_D": "ПОХВАЛА РОНИНОВ 4"
"CUST_MENU_START_GAME": "НАЧАТЬ ИГРУ"
"CUST_COMP_FACE_MAKEUP_3": "СЫН САМЕДИ"
"CUST_ITEM_CM_LPG_MASK_M_MASKCAT": "КИСУЛЯ"
"CUST_ITEM_CM_EYE_CARDNIAL_GLASSES": "КАРДИНАЛЬСКИЕ ОЧКИ"
"CUST_SKIN_HISPANIC_03": "ЛАТИНОС 3"
"CUST_TATTOO_FACE_4": "НОЧНОЕ НЕБО"
"SLOT_OFFENSE": "НАПАДЕНИЕ"
"LOGO_BROTHERHOOD_3": "БРАТСТВО 3"
"CUST_VARIANT_DUAL_STRIPES_LARGE": "БОЛЬШИЕ ДВОЙНЫЕ ПОЛОСЫ"
"CUSTOM_WALK_14": "БАНДИТСКИЙ СТИЛЬ 9"
"PLAYER_MORPH_DOUBLECHIN_TEXT": "ВТОРОЙ ПОДБОРОДОК"
"CUST_COLOR_CLOTHING_VIOLET-RED_2": "ПУРПУРНЫЙ 2"
"CUST_COLOR_CLOTHING_BROWNS_3": "КОРИЧНЕВЫЙ 3"
"CUST_COMP_MUSTACHE_14": "5 ЧАСОВ"
"VEHICLE_COLOR_BLACK_TITANIUM": "ЧЕРНЫЙ ТИТАН"
"LOGO_RFS": "RFS 87.6"
"COMPONENT_DECAL_1": "КАРТИНКА 1 "
"CUST_ITEM_ANGLE_MEDALLION_LONG": "КОЛЬЦА ДИВЫ"
"CUST_TATTOO_TORSO_STOMACH": "ЖИВОТ"
"CUST_SKIN_BLACK_04": "НЕГР 4"
"PLAYER_MORPH_JAWS_TEXT": "ПОДБОРОДОК И ЧЕЛЮСТЬ"
"CUST_COMP_EYES_HAZEL": "ОРЕХОВЫЙ"
"COMPONENT_OPTION_3": "ВАРИАНТ 3"
"CUST_WEAR_ON OVERSHIRT": "ПОВЕРХ РУБАШКИ"
"CUST_ITEM_CM_FPIC_NOSESRIGHT": "ГВОЗДИК В ПРАВУЮ НОЗДРЮ"
"CUST_ITEM_CM_HAIR_MTOPSHVDSIDS": "ДЖЕРСИ"
"CUST_TATTOO_LOWBACK_7": "ВНУТРЕННИЙ МИР"
"VEHICLE_COLOR_SOLID_TEAL": "ГУСТОЙ БИРЮЗОВЫЙ"
"CUST_VARIANT_3_STRIPE": "ТРИ ПОЛОСЫ"
"CUST_VARIANT_THICK_BELT": "ТОЛСТЫЙ"
"CUST_TATTOO_NECK_3": "ГОЛОВОЛОМКА"
"CUST_COMP_BODY_MASK_3": "ЗАГАР БИКИНИ, ПЛАВКИ"
"VEHICLE_COLOR_HARLEQUIN_PURPLE": "ПУРПУР АРЛЕКИНА"
