"CUST_ITEM_CF_HAIR_MED": "ALLE SPALLE"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "MASCHERA CON CRINIERA"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "ULTRAS"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "ANELLO SPESSO"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "GIALLO ARANCIONE 2"
"CUST_TATTOO_FACE_8": "DONO DEL MARE"
"COLOR_SLOT_PAINT": "VERNICE"
"CUST_COLOR_INDIGO_4": "INDACO 4"
"MALE_BODYBUILDER": "MASCHIO PALESTRATO"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "SPEEDRACER"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "GIUBBOTTO RIBELLE"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "GIACCA CON CAPPUCCIO DA BUSINESS"
"CUST_ITEM_2015_SHADES": "OCCHIALI DA SOLE 2015"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "MIGLIOR AMICO DELLE DONNE SINISTRO"
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "LARGHEZZA SETTO"
"PLAYER_CREATION_MENU_3": "COLORE OCCHI"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "GIALLO VERDE 7"
"CUST_TATTOO_CHEST_4": "SAPONE SAINTS"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "LIVELLO 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "ORECCHINI REGINA DI CUORI"
"CUST_COLOR_CLOTHING_ORANGE_5": "ARANCIONE 5"
"SLOT_REINFORCED_BUMPER": "AMMORTIZZATORI RINFORZATI"
"LOGO_FUNK": "Funk 98.4"
"CUST_VARIANT_CIRCLES": "CERCHI"
"CUST_WEAR_FORWARD": "AVANTI"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "CASCO DA PRINCIPESSA GUERRIERA"
"HAIR_COLOR_BLUE_MATTE": "BLU OPACO"
"FEMALE_EMACIATED": "FEMMINA EMACIATA"
"CUST_COMP_MALE_EYEBROWS_2": "IL VECCHIETTO"
"CUST_VARIANT_TRIM_COLOR": "RIFINITURA"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "SOLIDO"
"CUST_VARIANT_SMALL_PLAID": "SCOZZESE PICCOLO"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "LEOPARDO 1"
"CUST_RONIN_TAUNT_B": "PROVOCAZIONE RONIN 2"
"CANT_WEAR_PENDANT": "PER INDOSSARE QUESTO PENDENTE DEVI AVERE UNA COLLANA CORTA."
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "Lampo aperta a dx, sx arrotolata, bassi"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "ANARCHICO PUNK"
"SURGEON_PRESET_TEXT": "Vuoi selezionare questo set predefinito?"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "Aumenta la capienza dei caricatori."
"CUST_TATTOO_RFORARM_6": "OCCHIO PER OCCHIO"
"CUST_COMP_FACE_MOLE_7": "NEO 7"
"CUST_VARIANT_BOXERS": "BOXER"
"PLAYER_MORPH_FOREHEAD_TEXT": "FRONTE"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "LUNGHEZZA ORECCHIO"
"LOGO_AKUSTICS1": "AKUSTICS"
"CUST_ITEM_CM_WORSTCASESHOES": "NON AVEVO NIENTE DA METTERMI"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "SANDALI DA HIPPY"
"CUST_VOICE_MALE_ASIAN": "UOMO 2"
"VEHICLE_COLOR_TINT_50": "TINTA 50%%"
"RIM_187": "C-X 501 ORANGE-BLACK"
"CUST_VARIANT_BOWTIE_STRIPED": "A STRISCE"
"CUST_ITEM_GENKI_PACK": "COMPLETO DIVERTIMENTO"
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "ZIMOS"
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "PANTOFOLE CONIGLIO EMILIO"
"CUST_BRO_TAUNT_B": "PROVOCAZIONE BROTHERHOOD 2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "OPZIONE 12"
"CUST_COLOR_GREEN_2": "VERDE 2"
"UNLOCALIZED_BLACK": "BLACK"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "AFRO CORTISSIMO"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "OCCHIALI STEAMPUNK"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "CAPPELLO CAMIONISTA ALTERNATIVO"
"CUST_COMPLIMENT_O": "DANZA DEL VELO"
"VEHICLE_PAINT_GANG_ULTOR": "ULTOR"
"SLOT_REAR_FENDERS": "PARAFANGHI POSTERIORI"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "GIACCA CON CAPPUCCIO SAD"
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "STIVALI REGINA DEL RODEO"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "PANTALONCINI CADENTI"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "Mirino da cecchino per una mira più precisa. Canna più lunga per aumentare il danno e ridurre il rinculo."
"CUST_TATTOO_RCALF_3": "FARFALLA IN CIELO"
"CUST_TATTOO_LARM_4": "POTERE DEI FIORI"
"CUST_TATTOO_LUPPARM_6": "SAINTS PER SEMPRE"
"CUST_COMP_FEMALE_EYEBROWS_4": "MOLTO CURVE"
"COMPONENT_ADD_NITROUS": "TURBO"
"CUST_VARIANT_MED": "MEDIO"
"CUST_VARIANT_DESERT_CAMO": "MIMETICO DESERTO"
"VEHICLE_COLOR_PENNY_ZINC": "GIALLO ZINCO"
"COLOR_SLOT_PAINT_AND_RIMS": "VERNICE E CERCHIONI"
"LOGO_GUARD_1": "GUARDIA 1"
"CUST_VARIANT_SMALL_DOTS": "PUNTINI PICCOLI"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "CAMICIA NEIGHBOR CON CRAVATTA"
"CUST_ITEM_CF_HAIR_LONGWAVY": "COTONATI"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "TUTTO IL BRACCIO DESTRO"
"CUST_TATTOO_RFORARM_2": "I GROSSI RISCHI"
"CUST_COMP_FACE_MOLE_3": "NEO 3"
"CUST_COMP_FACE_DPMARKS": "BUTTERATO"
"VEHICLE_COLOR_GREEN_DARK_TINT": "TINTA VERDE SCURO"
"HAIR_COLOR_GRAY": "GRIGI"
"CUST_VARIANT_NAILS_A": "UNGHIE 1"
"CUST_SKIN_GREY_3": "CARBONE"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "PROFONDITÀ TEMPIA"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "ELEV. TEMPIA"
"CUST_VARIANT_CARIBBEAN": "CARAIBI"
"CUST_WEAR_ON UNDERSHIRT": "SULLA MAGLIETTA INTIMA"
"RACE_CAUCASIAN": "CAUCASICO"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "LUNGHEZZA LABBRO INFERIORE"
"CUST_COMP_EYE_MAKEUP_8": "FANTASCIENZA ANNI 80"
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "FANTASMA 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "ZEBRATO 2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "SINISTRA ARROTOLATA, ALTI"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "COMPLETO PANTALONI STRETCH"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "PELLE DI SALSICCIA"
"CUST_ITEM_METAL_BRACELET_LEFT": "OROLOGIO V.I.P."
"CUST_COMP_EYES_RED": "SCARLATTI"
"none": "NIENTE"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "BOXER DA CASANOVA"
"CUST_ITEM_CF_HAIR_PONYTAIL": "CODINO"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "LUNGHEZZA CENTRO LABBRO SUP."
"CUST_VARIANT_STRIPES_2": "STRISCE 2"
"CUST_VARIANT_MAIN": "NORMALE"
"CUST_CAT_HAIR_COLOR_PRIMARY": "COLORE PRIMARIO CAPELLI"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "Incendia i nemici e aumenta la capienza dei caricatori."
"CUST_TATTOO_LCALF_8": "ATTACCO DELLO SQUALO"
"CUST_COLOR_BLACK": "NERO"
"LOGO_KLASSIC": "KLASSIC 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "ZEBRATO 1"
"CUST_VARIANT_PLAID_2": "PLAID 2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "ORECCHINI ANTI-VAMPIRO"
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "BANDANA DA RAPINA SAINTS"
"CUST_COMPLIMENT_K": "PRIMA SERATA"
"COMPONENT_ADD_KNEECAPPERS": "GAMBIZZATORI"
"CUST_VARIANT_VBANDS": "STRISCE VERTICALI"
"CUST_VARIANT_PATTERN_2": "STILE 2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "FUORI, LAMPO APERTA"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "TACCHI ALTI"
"CUST_INSULT_D": "KUNG FU DANCING"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "LUNGHEZZA LABBRO SUP."
"SURGEON_CONFIRM_ENTRY_TEXT": "Hai %ls. La chirurgia costa %ls.\nVuoi sottoporti a chirurgia estetica?\nLe modifiche non potranno essere annullate."
"CUST_TATTOO_RCALF_7": "SPIRITO DEL DRAGONE"
"CUST_TATTOO_LUPPARM_2": "SPIRITO DEL LUPO"
"VEHICLE_COLOR_BANANA_YELLOW": "GIALLO BANANA"
"COLOR_SLOT_BIKE": "MOTO"
"CUST_VARIANT_CMHAT_CHILD": "STRISCE SOTTILI"
"CUST_VARIANT_BIKER": "MOTOCICLISTA"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": "GIALLO ARANCIONE 6"
"CUST_TATTOO_LHAND_4": "QUATTRO TESCHI"
"SLOT_INTERIOR_ACCESSORIES": "ACCESSORI PER INTERNI"
"CUST_COLOR_PURPLE_1": "VIOLA 1"
"CUST_VARIANT_MED_STRIPE": "STRISCE MEDIE"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "LUNG. ORECCHIO"
"COMPONENT_DECAL_9": "DECALCOMANIA 9"
"PAINT_3": "VERNICE 3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "SCARPE MIAMI"
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "CALZE A RETE"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "PANTALONI CON TASCONI NETWORK"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "ANELLO AL NASO DA PUNK"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "GIALLO VERDE 3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "ZEBRATO ALLUNGATO"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "SCARPE LATO OSCURO"
"RACE_HISPANIC": "ISPANICO"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "PROFONDITÀ ZIGOMO"
"CUST_COMP_FACE_BANDAGE_3": "BENDA GUANCIA"
"SLOT_FRONT_WHEELS": "RUOTE ANTERIORI"
"SLOT_TRIM": "RIFINITURE"
"LOGO_NUKE_1": "CENTRALE NUCLEARE DI STILWATER"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "BRAVA RAGAZZA"
"PLAYER_CREATION_MENU_7": "ESCI"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "UOMO MOD CON MAGLIONE"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "ALTA MODA"
"CUST_COLOR_CLOTHING_ORANGE_1": "ARANCIONE 1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "Colpisce un'area più vasta."
"HAIR_COLOR_PURPLE": "VIOLA"
"CUST_VARIANT_DENIM": "JEANS"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "DISCOTECARO"
"PLAYER_MORPH_MOUTH_TEXT": "BOCCA"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "GRASSO VOLTO"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "BLU MEZZANOTTE"
"RIM_SET_009": "SET DI CERCHIONI 9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "PUPAZZO REALITY CLIMAX"
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "GIACCA ZIP DONNA"
"CUST_SKIN_GREEN_3": "VERDE RANOCCHIO"
"CUSTOM_WALK_8": "STILE TEPPISTA 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "EMACIATO"
"SLOT_TIRE_DURABILITY": "DURATA GOMME"
"LOGO_MUSEUM_HISTORY": "MUSEO STORIA NATURALE"
"LOGO_RUSTY_S_NEEDLE_1": "RUSTY'S NEEDLE 1"
"CUST_VARIANT_AMBER": "AMBRA"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "CORAZZA DA SAMURAI"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "BOXER NORMALI"
"PLAYER_MORPH_SKIN_TEXT": "COLORE PELLE"
"HAIR_COLOR_PINK": "ROSA"
"HAIR_COLOR_BRUNETTE": "BRUNI"
"LOGO_SKEETERS_4": "SKEETER 4"
"LOGO_NUMBER2": "NUMERO 2"
"CUST_VARIANT_PRESS": "PRESS"
"CUST_VARIANT_DRAGON_TIE": "DRAGO CON CRAVATTA"
"CUST_VARIANT_CHECKER": "A SCACCHI"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "POLO KABANA"
"FACIAL_EXPRESSION_ANGRY": "IRATO"
"CUST_VARIANT_GOLD": "ORO"
"CUST_VARIANT_BIKERBOOT": "STIVALI MOTOCICLISTA"
"CUST_WEAR_HIGH_LEFT_ZIPPED_RIGHT_LEFT_ROLLED_RIGHT_ROLLED": "DESTRA ARROTOLATA, ALTI"
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "PUNKALICIOUS"
"CUST_CAT_SUITS": "ABITI"
"CUST_TATTOO_UPPBACK_5": "MORDI LA CILIEGIA"
"SLOT_HUBCAPS": "COPRIMOZZI"
"HAIR_COLOR_WHITE_MATTE": "BIANCO OPACO"
"CUST_VARIANT_BOOT_5": "BICOLORE"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "OCCHIALI ALTERNATIVI"
"CUST_TATTOO_LOWER_BACK": "SCHIENA IN BASSO"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "PROFONDITÀ LATO BOCCA"
"CUST_WEAR_UNTUCKED_ZIPPED": "FUORI, LAMPO CHIUSA"
"CUST_WEAR_LONG": "LUNGHI"
"CUST_WEAR_LEFT": "SINISTRA"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "COSTUME DA BAGNO DA DIAVOLETTO"
"CUST_CAT_FACE_PIERCINGS": "PIERCING VOLTO"
"RACE_ASIAN": "ASIATICO"
"VEHICLE_COLOR_DOUBLE_YELLOW": "DOPPIO GIALLO"
"VEHICLE_PAINT_MUNICIPAL": "MUNICIPALE"
"CUST_VARIANT_FRONT_STRIPES_LARGE": "GROSSE STRISCE SUL DAVANTI"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT2": "CAMICIA E FARFALLINO MODELLO UOMO"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "CAMICIA EROINA STEELPORT"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "TUTTA LA GAMBA DESTRA"
"CUST_INSULT_L": "ANGELMANIA"
"SURGEON_CAT_HEAD": "TESTA"
"CUST_TATTOO_LARM_8": "FASCIA TRIBALE"
"CUST_ITEM_CM_HAIR_PULLEDPONYTAIL": "CODA SCOMPIGLIATA"
"CUST_SKIN_OILED_4": "SPRAY ABBRONZANTE UNTO"
"CUSTOM_WALK_FEMALE_6": "DONNA ONDEGGIA"
"CUST_INSULT_PISS": "CANE CHE PISCIA"
"CUST_MENU_SEX_PRESETS": "SET PREDEFINITI SESSO"
"CUST_COLOR_CLOTHING_GREYS_2": "GRIGIO 2"
"CUST_COMP_CHEEK_MAKEUP_4": "JOKER"
"Redhead": "ROSSI"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "DENTRO, CHIUSA, VITA MOLTO ALTA, BRETELLE, CRAVATTA"
"PLAYER_MORPH_NOSTRILS_HEIGHT_TEXT": "ALTEZZA NARICE"
"VEHICLE_PAINT_STANDARD_METAL": "METALLO STANDARD"
"CUST_VARIANT_PLAIN_W_TIE": "NORMALE CON CRAVATTA"
"CUST_ITEM_GAT_MASCOT_OUTFIT": "COMPLETO MASCOTTE GAT"
"CUST_ITEM_FEMALE_NLM_EARRINGS_2": "ORECCHINI TESCHIO"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_A": "LET'S PRETEND DONNA A"
"CUST_COMPLIMENT_C": "AIR GUITAR"
"CUSTOM_PREVIEW_UNAVAILABLE": "ANTEPRIMA NON DISPONIBILE"
"CUST_TATTOO_RHAND_3": "CUORE SPEZZATO"
"CUST_TATTOO_CHEST_8": "TEMPO DI CRESCERE"
"VEHICLE_PAINT_PLASTIC": "PLASTICA"
"CUST_VARIANT_ULTOR1": "ULTOR 1"
"CUST_RONIN_COMPLIMENT_D": "COMPLIMENTO RONIN 4"
"CUST_MENU_START_GAME": "INIZIA PARTITA"
"CUST_COMP_FACE_MAKEUP_3": "FIGLIO DI SAMEDI"
"CUST_ITEM_CM_LPG_MASK_M_MASKCAT": "MASCHERA DA GATTONE"
"CUST_ITEM_CM_EYE_CARDNIAL_GLASSES": "OCCHIALI DEL CARDINALE"
"CUST_SKIN_HISPANIC_03": "ISPANICO 3"
"CUST_TATTOO_FACE_4": "NOTTE STELLATA"
"SLOT_OFFENSE": "OFFESA"
"LOGO_BROTHERHOOD_3": "BROTHERHOOD 3"
"CUST_VARIANT_DUAL_STRIPES_LARGE": "GROSSE STRISCE DOPPIE"
"CUSTOM_WALK_14": "STILE TEPPISTA 9"
"PLAYER_MORPH_DOUBLECHIN_TEXT": "DOPPIO MENTO"
"CUST_COLOR_CLOTHING_VIOLET-RED_2": "VIOLA ROSSO 2"
"CUST_COLOR_CLOTHING_BROWNS_3": "MARRONE 3"
"CUST_COMP_MUSTACHE_14": "BARBA SFATTA"
"VEHICLE_COLOR_BLACK_TITANIUM": "NERO TITANIO"
"LOGO_RFS": "RFS 87.6"
"COMPONENT_DECAL_1": "DECALCOMANIA 1"
"CUST_ITEM_ANGLE_MEDALLION_LONG": "CERCHI DA DIVA"
"CUST_TATTOO_TORSO_STOMACH": "PANCIA"
"CUST_SKIN_BLACK_04": "AFROAMERICANO 4"
"PLAYER_MORPH_JAWS_TEXT": "MENTO E MASCELLA"
"CUST_COMP_EYES_HAZEL": "NOCCIOLA"
"COMPONENT_OPTION_3": "OPZIONE 3"
"CUST_WEAR_ON OVERSHIRT": "SOPRABITO"
"CUST_ITEM_CM_FPIC_NOSESRIGHT": "PIERCING NARICE DESTRA"
"CUST_ITEM_CM_HAIR_MTOPSHVDSIDS": "ALTI CON LATI RASATI"
"CUST_TATTOO_LOWBACK_7": "PACE INTERIORE"
"VEHICLE_COLOR_SOLID_TEAL": "AZZURRO PIENO"
"CUST_VARIANT_3_STRIPE": "TRE STRISCE"
"CUST_VARIANT_THICK_BELT": "SPESSA"
"CUST_TATTOO_NECK_3": "PUZZLE"
"CUST_COMP_BODY_MASK_3": "ABBRONZATURA DA BIKINI, TANGA"
"VEHICLE_COLOR_HARLEQUIN_PURPLE": "VIOLA ARLECCHINO"
"LOGO_MUSEUM_ERO_3": "MUSEO EROMENOS 3"
"CUST_VARIANT_PIMPCOAT_STRIPES": "STRISCE"
"CUST_WEAR_UNBUTTONED_HOOD_DOWN": "APERTA, CAPPUCCIO ABBASSATO"
"CUST_ITEM_CM_PSJ_HAT_M_SRCAP": "BERRETTO BELLEZZE DI STEELPORT"
"PLAYER_MORPH_JOWLS_DEPTH_TEXT": "PROF. MANDIBOLA"
"CUST_COLOR_CLOTHING_ORANGE_9": "ARANCIONE 9"
"CUST_COMP_EYE_MAKEUP_17": "FUMOSO"
"VEHICLE_COLOR_GRAY_MEDIUM": "GRIGIO INTERMEDIO"
"VEHICLE_COLOR_ICE_WHITE": "BIANCO GHIACCIO"
"CUST_WEAR_CLOSED, HOOD UP": "CAPPUCCIO ALZATO"
"CUST_ITEM_CM_DLC_AB_OUTFIT": "CHIERICHETTO"
"CUST_ITEM_CM_FPIC_SETD": "ANELLO SOPRACCIGLIO DESTRO E NASO"
"CUST_ITEM_CM_HAIR_MIDPARTMED": "RIGA IN MEZZO"
"CUST_CAT_MAKEUP_ENTIRE_FACE": "INTERO VOLTO"
"CUST_COMP_FACE_MAKEUP_7": "SOL LEVANTE"
"VEHICLE_PAINT_METALLIC_PAINT": "VERNICE METALLIZZATA"
"CUST_ITEM_CM_IMPB_UBDY_M_TURTLENECK": "LUPETTO"
"CUST_ITEM_CM_NLMB_HAT_M_SKULLYKNIT": "CAPPELLO DI LANA AMICONE"
"CUST_ITEM_FEMALE_PLANETSAINTS_BRA_1": "REGGISENO SANTA DEI SAINTS"
"CUST_ITEM_5_O'CLOCK_SHADOW": "SERGENTE"
"CUST_TATTOO_RHAND_7": "HAND_TATTOO_R7"
"CUST_ITEM_CM_NLMB_UBDY_M_TRASH": "T-SHIRT TRASH"
"CUST_ITEM_MID_LENGTH_LARGE_CHAIN": "JEANS XXI SECOLO"
"PLAYER_MORPH_BALL_HEIGHT_TEXT": "ALTEZZA PUNTA"
"CUST_COLOR_CLOTHING_VIOLET-RED_6": "VIOLA ROSSO 6"
"CUST_COLOR_CLOTHING_BROWNS_7": "MARRONE 7"
"CUST_COMP_MUSTACHE_10": "DISEGNO"
"COMPONENT_DECAL_5": "DECALCOMANIA 5"
"CUST_VARIANT_ANIMAL": "ANIMALE"
"CUST_WEAR_BUTTONED": "CHIUSA"
"FACIAL_EXPRESSION_SLEEPY": "SONNOLENTO"
"CUST_TATTOO_LHAND_8": "HAND_TATTOO_L8"
"CUST_ITEM_WRESTLE_MASK_MALE": "MASCHERA PESO MASSIMO"
"CUST_ITEM_CF_LPC_FOOT_F_FEMHEROBOOTS": "STIVALI EROINA STEELPORT"
"CUST_ITEM_CF_PSF_FOOT_F_SNEAKERS": "SCARPE CON PATTINI"
"CUST_SKIN_PURPLE_3": "VIOLA PALLIDO"
"CUSTOM_WALK_10": "STILE TEPPISTA 6"
"PLAYER_MORPH_MOUTH_SIDES_SIZE_TEXT": "MISURA LATO BOCCA"
"CUST_TATTOO_LOWBACK_3": "RISPETTA GLI OTTONI"
"CUST_COLOR_FLESH_3": "CARNE 3"
"CUST_VARIANT_TRACK_B2": "STILE 2"
"CUST_WEAR_NORMAL": "NORMALI"
"CUST_ITEM_CM_LLO_HAND_M_SBLGLOVES": "GUANTI POCKET ROCKET"
"FACIAL_EXPRESSION_MELLOW": "DOLCE"
"PLAYER_MORPH_EARS_SPACING_TEXT": "DISTANZA ORECCHIO"
"PLAYER_MORPH_CHEEKBONE_WIDTH_TEXT": "LARGHEZZA ZIGOMO"
"RIM_SET_005": "SET DI CERCHIONI 5"
"COMPONENT_OPTION_7": "OPZIONE 7"
"SK04": "PELLE04"
"CUST_WEAR_LEFT_ROLLED_UP": "SINISTRA ARROTOLATA"
"CUST_WEAR_BACK_RIGHT": "INDIETRO A DESTRA"
"CUST_ITEM_LIPS_01": "LUCIDALABBRA"
"CUST_TIE": "CRAVATTA"
"CUSTOM_WALK_4": "STILE FOLLE"
"PLAYER_MORPH_EAR_CURVE_TEXT": "CURVA ORECCHIO"
"CUST_COMP_EYE_MAKEUP_13": "PRINCIPESSA EGIZIANA"
"CUST_VARIANT_SKIRTA": "STILE 3"
"CUST_VARIANT_ZEBRA_2": "ZEBRATO 2"
"CUST_ITEM_CF_LLS_FOOT_F_BOOTIES": "STIVALETTI PESTAGGIO GANG"
"CUST_VOICE_FEMALE_WHITE": "DONNA 1"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_SATCHEL_2": "Trasporta più cariche esplosive."
"CUST_TATTOO_NECK_7": "VESTITO PER MORIRE"
"CUST_COMP_FACE_ROBOT_PARTS": "PARTI ROBOT"
"CUST_WEAR_HAT": "CAPPELLO"
"CM_BLOWUPDOLL": "BAMBOLA GONFIABILE"
"CUST_ITEM_BIKER_BOOTS_5": "STIVALI PESO MASSIMO"
"PLAYER_MORPH_LOWER_LIP_WIDTH_TEXT": "LARGHEZZA LABBRO INF."
"RIM_SET_020": "SET DI CERCHIONI 20"
"CUST_VARIANT_STRIPED": "A STRISCE"
"CUST_ITEM_FEMALE_NLM_OUTFIT_F": "ALTA MODA STEAMPUNK"
"CUST_WPN_UPGRADE_DESC_PISTOL_GANG_2": "Incrementa il rateo di fuoco."
"CUST_COMP_EYE_MAKEUP_4": "GUERRIERO DEL CRIMINE"
"VEHICLE_COLOR_WINE_RED": "ROSSO VINO"
"HAIR_COLOR_STRAWBERRY_BLONDE": "BIONDO RAMATO"
"LOGO_NUMBER6": "NUMERO 6"
"CUST_ITEM_CM_FPIC_CHINSTUD": "PIERCING AL MENTO"
"CUST_ITEM_CF_LLR_SUIT_F_LACE": "GONNA DA OKTOBERFEST"
"CUST_ITEM_CF_NLMD_RWRST_F_WRISTBAND": "BRACCIALE DA POLSO ROCK"
"CUST_ITEM_CF_NLMB_LBDY_F_SKIRT": "PANTALONI DA RIBELLE"
"CUST_ITEM_LEATHER_UNIFORM_GLOVES": "GUANTI DI PELLE"
"CUST_TATTOO_NECK": "COLLO"
"SLOT_TIRES": "GOMME"
"SLOT_FINS": "ALETTE"
"LOGO_KOBRA": "KOBRA"
"POLICE_OUTFIT": "DIVISA DELLA POLIZIA"
"CUST_VARIANT_FEMALE_SNAKE": "SERPENTE"
"CUST_VARIANT_ALTERNATING": "ALTERNATO"
"CUST_ITEM_WOMEN_S_BONDAGE_TOP_2": "TOP 3 COUNT"
"PLAYER_CREATION_FIGURE_AVERAGE": "MEDIO"
"CUST_TATTOO_UPPBACK_1": "MUCCHIO DI TESCHI"
"CUST_TATTOO_LEFT_SHOULDER": "SPALLA SINISTRA"
"STORE_WEAPON_CACHE": "ACCEDI ALLE ARMI DELL'ALLOGGIO"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_STAG_4": "Aumenta il rateo di fuoco e i danni."
"SLOT_DRAPES": "TENDINE"
"LOGO_HEART": "CUORE"
"MALE_ATHLETIC": "MASCHIO ATLETICO"
"CUST_WEAR_UNTUCKED_UNBUTTONED": "FUORI, APERTA"
"CUST_TATTOO_UPPER_BODY": "BUSTO"
"CUST_VARIANT_07_DEFAULT": "VARIANTE 7"
"CUST_INSULT_H": "RUTTO"
"PLAYER_MORPH_SKULL_TOP_WIDTH_TEXT": "LARGHEZZA CRANIO SOPRA"
"CUST_TATTOO_LCALF_4": "LA CILIEGINA SULLA TORTA"
"VEHICLE_COLOR_COPPER": "RAME"
