"CUST_ITEM_CF_HAIR_MED": "PO RAMENA"
"PLAYER_MORPH_BRIDGE_ELEVATION_TEXT": "VÝŠKA KOŘENE NOSU"
"CUST_COLOR_CLOTHING_BLUE-GREEN_3": "MODROZELENÁ 3"
"VEHICLE_COLOR_CANDY_CHEW_ORANGE": "ŽVÝKAČKOVĚ POMERANČOVÁ"
"VEHICLE_COLOR_CHAZ_BEIGE": "BÉŽOVÁ"
"CUST_WEAR_TUCKED_LOW_PANT_NO_SUSPENDERS": "ZASTRČENÉ, NÍZKÉ KALHOTY"
"CUST_INSULT_P": "POLŠTÁŘOVÁ PRINCEZNA"
"CUST_COLOR_CLOTHING_BLUES_5": "MODRÁ 5"
"CUST_COLOR_CLOTHING_RED-ORANGE_3": "ČERVENOORANŽOVÁ 3"
"VEHICLE_COLOR_BLUE_WAVE": "MODRÁ VLNA"
"SLOT_DECAL_5": "POTISK 5"
"CUST_COLOR_BRIGHT_ORANGE": "SVĚTLE ORANŽOVÁ"
"CUST_COLOR_BLUE_1": "MODRÁ 1"
"CUST_VARIANT_PLAIN_NO_BOWTIE": "BEZ KRAVATY"
"CUST_ITEM_CF_RING_F_SAINTSSET": "PRSTENY SVATÝCH"
"CUST_ITEM_CF_NLMD_FACE_F_LIPRING": "KROUŽEK DO RTU RAWK"
"CUST_ITEM_CM_NLMA_UBDY_M_SPSHIRTVEST": "STYLOVÝ STEAMPUNK"
"SLOT_NITROUS": "NITRO"
"CUST_VARIANT_LARGEPLAID": "VELKÝ PLÉD"
"CUST_VARIANT_STRETCH_TOP_2": "STYL 2"
"PLAYER_MORPH_MOUTH_ANGLE_TEXT": "SKLON ÚST"
"CUST_VARIANT_MATERIAL__8": "CUST_VARIANT_MATERIAL_#8"
"CUST_WEAR_FINGER_LI": "LEVÝ UKAZOVÁČEK"
"CUST_ITEM_IMPRESSIONS_MALE_L": "MODERNÍ A TRENDY"
"PLAYER_MORPH_INNER_BROW_ELEVATION_TEXT": "VNITŘNÍ VÝŠKA OBOČÍ"
"CUST_COMP_FACE_SCAR_4": "VELKÁ JIZVA 4"
"CUST_COMP_MUSTACHE_8": "MONSIEUR"
"LOGO_TEXAS": "TEXAS"
"CUST_ITEM_CF_IMPO_UBDY_F_COMBO2E": "URBAN SAFARI S KOŠILÍ"
"PLAYER_MORPH_EYE_SEPARATION_TEXT": "MEZERA MEZI OČIMA"
"CUST_COLOR_CLOTHING_BLUE-GREEN_7": "MODROZELENÁ 7"
"VEHICLE_COLOR_COLDWASH_BLUE": "STUDENĚ MODRÁ"
"CUST_WEAR_HALF-WAY BUTTONED": "NAPŮL ZAPNUTÉ"
"CUST_INSULT_T": "PRDLAJS"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_POLICE_3": "Zvyšuje kadenci, velikost zásobníku a sílu zbraně. Mechanické mířidlo pro vyšší přesnost mířené střelby."
"CUST_COMP_TEST_FACE_MAKEUP": "ĎÁBELSKÝ ÚSMĚV"
"SLOT_REINFORCED_BUMPER_DESC": "S vylepšeným nárazníkem to budeš moct napálit do všeho, co se ti dostane do cesty."
"PLAYER_MORPH_FOREHEAD_SHAPE_TEXT": "TVAR ČELA"
"VEHICLE_COLOR_GRAY_DARK": "TMAVĚ ŠEDÁ"
"SLOT_DECAL_1": "POTISK 1"
"LOGO_ZOMBIE": "ZOMBIE"
"LOGO_SR_1": "SAINTS ROW"
"CUST_VARIANT_CRAZY_JACKET_PLAID": "BLÁZNIVÁ ZATEPLENÁ KOŠILE"
"CUST_VARIANT_POLICE": "POLICEJNÍ"
"CUST_VARIANT_COLOR": "BAREVNÝ"
"CUST_BRA": "PODPRSENKA"
"PLAYER_MORPH_CHIN_DEPTH_TEXT": "HLOUBKA BRADY"
"CUST_COLOR_CLOTHING_BLUES_1": "MODRÁ 1"
"CUST_COLOR_CLOTHING_RED-ORANGE_7": "ČERVENOORANŽOVÁ 7"
"COLOR_SLOT_TRIM": "LEMOVÁNÍ"
"COLOR_SLOT_PAINT_3_AND_TRIM": "LAK 3 A LEMOVÁNÍ"
"CUST_VARIANT_TANK_TOP_2": "STYL 2"
"CUST_ITEM_CF_DLC_WP_LBDY_F_LOWER": "SPODEK PRINCEZNY BOJOVNICE"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT": "MODELOVÉ TRIČKO"
"CUST_ITEM_CM_HAIR_AFRO": "AFRO SVATÝCH"
"CUST_TATTOO_ENTIRE_LEG_LEFT": "CELÁ LEVÁ NOHA"
"CUST_TATTOO_HEAD_REAR": "HLAVA VZADU"
"PLAYER_MORPH_LOWER_LIP_SIZE_TEXT": "VELIKOST SPODNÍHO RTU"
"VEHICLE_COLOR_BRIGHT_RED": "SVĚTLE ČERVENÁ"
"CUST_COLOR_REDHEAD": "ZRZAVÁ"
"CUST_VARIANT_STYLE_A": "STYL 1"
"CUST_ITEM_CM_LLA_FOOT_M_LTHRBOOTS": "BOTY ZE SAFEWORDU"
"PLAYER_MORPH_EYEBALLS_SPACING_TEXT": "ROZESTUP OČÍ"
"PLAYER_MORPH_NOSE_PITCH_TEXT": "POLOHA NOSU"
"VEHICLE_COLOR_AUTUMN_WOOD_BROWN": "PODZIMNÍ HNĚDÁ"
"LOGO_DUCKS": "DUCK TRUCKS"
"CUST_ITEM_CF_NLMC_UBDY_F_GOTHGIRL": "TRIČKO ZÁHADNÉHO MUŽE"
"PLAYER_MORPH_EAR_BOTTOM_TEXT": "SPODNÍ ČÁST UCHA"
"LOGO_REPAIR_1": "OPRAVÁŘ"
"CUST_VARIANT_THICK": "ŠIROKÉ PRUHY"
"CUST_ITEM_IMPRESSIONS_FEMALE_P": "ČERNÉ ŠATY S VÝSTŘIHEM"
"CUST_ITEM_FEMALE_LP_BRA_3": "PLÁŽOVÁ POHODA"
"CUST_SKIN_RED_YELLOW_4": "CITRÓNOVÁ"
"CUST_SKIN_METAL_3": "ZLATÁ"
"PLAYER_MORPH_NOSTRILS_SPACING_TEXT": "ROZESTUP NOSNÍCH DÍREK"
"CUST_COMP_FACE_MAKEUP_10": "LEVÝ MONOKL"
"VEHICLE_COLOR_CHOCOLATE_BROWN": "ČOKOLÁDOVĚ HNĚDÁ"
"CUST_VARIANT_NO_TIE": "BEZ KRAVATY"
"CUST_ITEM_CF_LLJ_EYES_F_SUNGLASSES": "BABIČČINY BRÝLE"
"CUST_ITEM_CM_NLMA_HAND_M_GLOVESOFNGR": "STEAMPUNKOVÉ RUKAVICE"
"SLOT_TORQUE_DESC": "S vylepšenou převodovkou se ti bude snáz ujíždět policajtům a taky ti pomůže vyhrát pouliční závody."
"CUST_COLOR_LIGHT_BROWN": "ŠEDÁ"
"CUST_VARIANT_CMOVS_MSUNSHINE": "KAŠMÍR"
"CUST_VARIANT_TINTED": "OBARVENÝ"
"CUST_ITEM_CM_IMPN_UBDY_M_SWEATER": "MODERNÍ SVETR"
"CUST_ITEM_CM_HAIR_COMBEDDOWNJAGGED": "JÍZDA"
"CUST_CAT_HAIR_COLOR_FACE": "BARVA VOUSŮ"
"VEHICLE_COLOR_LIPSTICK_RED": "RTĚNKOVĚ RUDÁ"
"COLOR_SLOT_PAINT_4": "LAK 4"
"COLOR_SLOT_INTERIOR_4": "INTERIÉR 4"
"COMPONENT_OPTION_D": "OPTION D (SHOULD NOT BE USED)"
"PLAYER_MORPH_UPPER_LIP_SIDES_SIZE_TEXT": "VELIKOST STRAN HORNÍHO RTU"
"STORE_WEAPON_OWNED_EQUIPPED": "{0} ÚROVEŇ {1}{2} (POUŽÍVÁNO)[/format]"
"CUST_COLOR_CLOTHING_YELLOWS_9": "ŽLUTÁ 9"
"SLOT_WINGS": "KŘÍDLA"
"CUST_COLOR_ORANGE_2": "ORANŽOVÁ 2"
"LOGO_STILWATER_BIKE": "STILWATERSKÝ CYKLOKLUB"
"CUST_VARIANT_SNAKESKIN": "HADÍ KŮŽE"
"CUST_WEAR_BACK": "ZPĚT"
"CUST_ITEM_CM_LPH_FOOT_M_PIRATEBOOTS": "KAPITÁNSKÉ BOTY"
"PLAYER_MORPH_TEMPLES_SPACING_TEXT": "ROZESTUP SPÁNKŮ"
"CUST_WEAR_MID-HEIGHT": "STŘEDNÍ"
"CUST_ITEM_CM_IMPB_UBDY_M_DRSSHIRT": "ELEGANTNÍ KOŠILE"
"CUST_ITEM_CM_IMPB_FOOT_M_LTHRSHOE": "BOTY K OBLEKU"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_E": "BOJOVNÍK IMPÉRIA"
"SLOT_DEFENSE": "OBRANA"
"SLOT_HANDLEBARS": "ŘÍDÍTKA"
"SLOT_WHEEL_COVERS": "LEMOVÁNÍ BLATNÍKU"
"IRIDESCENT_2": "DUHOVÁ 2"
"CUST_VARIANT_VEST_B": "STYL 2"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT2": "MODELOVÁ BUNDA, KOŠILE A KRAVATA"
"CUST_ITEM_CM_HAIR_COMBEDDOWNFLUSH": "IDOL PUBERŤAČEK"
"CUST_ITEM_FEMALE_LP_EARRINGS_1": "NÁUŠNICE S BERUŠKOU"
"CUST_EXIT_WARNING_BODY": "Ukončit tvorbu postavy?"
"PLAYER_CREATION_FIGURE_HUGE": "VELKÁ"
"CUST_COLOR_CLOTHING_RED_2": "ČERVENÁ 2"
"VEHICLE_COLOR_FAINT_TARRAGON_GRAY": "SVĚTLE ŠEDÁ"
"RIM_RBP": "RBP"
"RIM_191": "C-X 504 PURPLE-WHITE"
"LOGO_CAVE_2": "FANTÓMOVA JESKYNĚ 2"
"CUST_ITEM_CF_PSA_UBDY_F_3RDSTREET": "BUNDA ZE TŘETÍ ULICE"
"CUST_UNDERSHIRT": "TÍLKO"
"CUST_COMP_MUSTACHE_18": "HOLLYWOOD"
"CUST_COMP_FEMALE_EYEBROWS": "PŘIROZENÉ ŽENSKÉ"
"OPTION_38": "VOLBA 38"
"HAIR_COLOR_AUBURN": "KAŠTANOVÁ"
"CUST_ITEM_CM_LPG_MASK_M_MASKLION": "DLOUHÁ HŘÍVA"
"CUST_ITEM_CM_PSJ_FOOT_M_SNEAKERS": "ULTRAS"
"CUST_ITEM_AISHA_EAR_PIERCING_LEFT": "ŠIROKÝ KROUŽEK"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_2": "ŽLUTOORANŽOVÁ 2"
"CUST_TATTOO_FACE_8": "MOŘSKÁ KOŘIST"
"COLOR_SLOT_PAINT": "LAK"
"CUST_COLOR_INDIGO_4": "INDIGOVÁ 4"
"MALE_BODYBUILDER": "KULTURISTA"
"CUST_ITEM_LEATHER_LACE_FEMALE_T": "ZÁVODNICE"
"CUST_ITEM_CF_NLMB_UBDY_F_VESTSHIRT": "REBELSKÁ VESTA"
"CUST_ITEM_CM_PSC_UBDY_M_HOODIEDOWN": "MANAŽERSKÁ BUNDA"
"CUST_ITEM_2015_SHADES": "BRÝLE \"2015\""
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_2": "NEJLEPŠÍ PŘÍTEL ŽENY (VLEVO)"
"PLAYER_MORPH_SEPTUM_WIDTH_TEXT": "ŠÍŘKA PŘEPÁŽKY"
"PLAYER_CREATION_MENU_3": "OČI"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_7": "ŽLUTOZELENÁ 7"
"CUST_TATTOO_CHEST_4": "MÝDLO SVATÝCH"
"RIM_LEXANI": "LEXANI"
"LOGO_KABRON": "KABRON 104.2"
"LEVEL_1": "ÚROVEŇ 1"
"CUST_ITEM_FEMALE_LL_EARRINGS_1": "NÁUŠNICE SRDCOVÉ KRÁLOVNY"
"CUST_COLOR_CLOTHING_ORANGE_5": "ORANŽOVÁ 5"
"SLOT_REINFORCED_BUMPER": "ZESÍLENÝ NÁRAZNÍK"
"LOGO_FUNK": "Funk 98.4"
"CUST_VARIANT_CIRCLES": "KRUHY"
"CUST_WEAR_FORWARD": "DOPŘEDU"
"CUST_ITEM_CF_DLC_WP_HAT_F_HELMET": "PŘÍLBICE PRINCEZNY BOJOVNICE"
"HAIR_COLOR_BLUE_MATTE": "MATNÁ MODRÁ"
"FEMALE_EMACIATED": "VYCHRTLÁ ŽENA"
"CUST_COMP_MALE_EYEBROWS_2": "DŮCHODCE"
"CUST_VARIANT_TRIM_COLOR": "LEM"
"CUST_VARIANT_CMBOT_UCOPPANTS01": "JEDNOBAREVNÝ"
"CUST_VARIANT_SMALL_PLAID": "MALÝ PLÉD"
"CUST_VARIANT_PIMPCOAT_LEOPARD": "LEOPARD 1"
"CUST_RONIN_TAUNT_B": "URÁŽKA RONINŮ 2"
"CANT_WEAR_PENDANT": "TENTO PŘÍVĚŠEK MŮŽEŠ MÍT POUZE NA KRÁTKÉM ŘETÍZKU"
"CUST_WEAR_LOW_LEFT_ROLLED_RIGHT_UNZIPPED": "Levou srolovat, pravou rozepnout, nízko"
"CUST_ITEM_MALE_NLM_OUTFIT_D": "PUNK ROCKOVÝ ANARCHISTA"
"SURGEON_PRESET_TEXT": "Chceš vybrat tuto předvolbu?"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_2": "Zvětšení zásobníků."
"CUST_TATTOO_RFORARM_6": "OKO ZA OKO"
"CUST_COMP_FACE_MOLE_7": "PIHA 7"
"CUST_VARIANT_BOXERS": "BOXERKY"
"PLAYER_MORPH_FOREHEAD_TEXT": "ČELO"
"PLAYER_MORPH_EAR_HEIGHT_TEXT": "VÝŠKA UCHA"
"LOGO_AKUSTICS1": "AKUSTICS"
"CUST_ITEM_CM_WORSTCASESHOES": "NIC LEPŠÍHO NEMÁM"
"CUST_ITEM_CF_PSD_FOOT_F_FLIPFLOPS": "HIPPIE SANDÁLY"
"CUST_VOICE_MALE_ASIAN": "ASIAT 2"
"VEHICLE_COLOR_TINT_50": "ODSTÍN 50%%"
"RIM_187": "C-X 501 ORANGE-BLACK"
"CUST_VARIANT_BOWTIE_STRIPED": "PROUŽKY"
"CUST_ITEM_GENKI_PACK": "GENKIHO BALÍK"
"CUST_ITEM_CM_DLC_SUIT_M_BLINGPACK": "ZET"
"CUST_ITEM_MALE_HEYDAYSHOES": "HEYDAY SUPER SHIFT"
"CUST_ITEM_CM_LLK_FOOT_M_BUNNYSLIPPERS": "PAPUČE S KRÁLÍČKEM"
"CUST_BRO_TAUNT_B": "URÁŽKA BRATRSTVA 2"
"RIM_ASANTI": "ATTILARIMS"
"COMPONENT_OPTION_12": "VARIANTA 12"
"CUST_COLOR_GREEN_2": "ZELENÁ 2"
"UNLOCALIZED_BLACK": "ČERNÁ"
"CUST_ITEM_CM_HAIR_VERYSHORTAFRO": "SESTŘÍHANÉ AFRO"
"CUST_ITEM_CM_NLMA_EYES_M_SPGOGGLES": "STEAMPUNKOVÉ BRÝLE"
"CUST_ITEM_CF_PSH_HAT_F_GFXCAP": "TRUCKERSKÁ ČEPICE"
"CUST_COMPLIMENT_O": "SEDM ZÁVOJŮ"
"VEHICLE_PAINT_GANG_ULTOR": "ULTOR"
"SLOT_REAR_FENDERS": "ZADNÍ BLATNÍKY"
"CUST_ITEM_CF_NLME_UBDY_F_SADHEART": "DEPRESIVNÍ BUNDA"
"CUST_ITEM_CF_LPG_FOOT_F_COWGIRLBOOTS": "BOTY KRÁLOVNY RODEA"
"CUST_ITEM_CM_PSE_LBDY_M_LSHORTS": "PYTLOVITÉ ŠORTKY"
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_4": "Optický zaměřovač zvětšuje přiblížení při míření. Prodloužená hlaveň zvyšuje sílu zbraně a snižuje zpětný ráz."
"CUST_TATTOO_RCALF_3": "MOTÝL NA OBLOZE"
"CUST_TATTOO_LARM_4": "KVĚTINOVÁ SÍLA"
"CUST_TATTOO_LUPPARM_6": "SVATÍ NAVŽDY"
"CUST_COMP_FEMALE_EYEBROWS_4": "ZAOBLENÉ"
"COMPONENT_ADD_NITROUS": "NITRO"
"CUST_VARIANT_MED": "STŘEDNÍ"
"CUST_VARIANT_DESERT_CAMO": "POUŠTNÍ KAMUFLÁŽ"
"VEHICLE_COLOR_PENNY_ZINC": "POZINK"
"COLOR_SLOT_PAINT_AND_RIMS": "LAK A RÁFKY"
"LOGO_GUARD_1": "STRÁŽ 1"
"CUST_VARIANT_SMALL_DOTS": "MALÉ TEČKY"
"CUST_VARIANT_MATERIAL__15": "CUST_VARIANT_MATERIAL_#15"
"CUST_ITEM_CM_IMPO_UBDY_M_SHIRTWTIE": "USEDLÁ KOŠILE A KRAVATA "
"CUST_ITEM_CF_HAIR_LONGWAVY": "NADÝCHANÉ"
"CUST_TATTOO_ENTIRE_ARM_RIGHT": "CELÁ PRAVÁ PAŽE"
"CUST_TATTOO_RFORARM_2": "TVRDÉ ŠESTKY"
"CUST_COMP_FACE_MOLE_3": "PIHA 3"
"CUST_COMP_FACE_DPMARKS": "JIZVY PO NEŠTOVICÍCH"
"VEHICLE_COLOR_GREEN_DARK_TINT": "TMAVĚ ZELENÝ ODSTÍN"
"HAIR_COLOR_GRAY": "ŠEDÁ"
"CUST_VARIANT_NAILS_A": "NEHTY 1"
"CUST_SKIN_GREY_3": "BARVA DŘEVĚNÉHO UHLÍ"
"PLAYER_MORPH_TEMPLES_DEPTH_TEXT": "HLOUBKA SPÁNKŮ"
"PLAYER_MORPH_TEMPLE_ELEVATION_TEXT": "POSAZENÍ SPÁNKU"
"CUST_VARIANT_CARIBBEAN": "KARIBSKÝ"
"CUST_WEAR_ON UNDERSHIRT": "NA TÍLKO"
"RACE_CAUCASIAN": "BĚLOCH"
"PLAYER_MORPH_LOWER_LIP_LENGTH_TEXT": "DÉLKA SPODNÍHO RTU"
"CUST_COMP_EYE_MAKEUP_8": "SCI-FI Z OSMDESÁTÝCH"
"RIM_183": "V-F 602"
"LOGO_GHOST_3": "DUCH 3"
"CUST_VARIANT_PIMPCOAT_ZEBRA2": "ZEBRA 2"
"CUST_WEAR_LEFT_ROLLED_HIGH": "SROLOVAT LEVOU, VYSOKÉ"
"CUST_ITEM_STRETCHPANTS_OUTFIT": "ELASTICKÝ KOMPLET"
"CUST_ITEM_CF_PSC_LBDY_F_STRETCHPANTS": "LYKROVÉ ELASŤÁKY"
"CUST_ITEM_METAL_BRACELET_LEFT": "VIP HODINKY"
"CUST_COMP_EYES_RED": "ČERVENÁ"
"none": "PRÁZDNÉ"
"CUST_ITEM_MALE_LL_UNDWEAR_1": "TRENÝRKY MAŠINY NA LÁSKU"
"CUST_ITEM_CF_HAIR_PONYTAIL": "OHON"
"PLAYER_MORPH_UPPER_LIP_MIDDLE_LENGTH_TEXT": "DÉLKA STŘEDU HORNÍHO RTU"
"CUST_VARIANT_STRIPES_2": "PROUŽKY 2"
"CUST_VARIANT_MAIN": "NORMÁLNÍ"
"CUST_CAT_HAIR_COLOR_PRIMARY": "HLAVNÍ BARVA VLASŮ"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_4": "Zápalné střelivo zatopí nepřátelům. Zvětšení zásobníků."
"CUST_TATTOO_LCALF_8": "ÚTOK ŽRALOKA"
"CUST_COLOR_BLACK": "ČERNÁ"
"LOGO_KLASSIC": "KLASSIC 102.4"
"CUST_VARIANT_PIMPCOAT_ZEBRA": "ZEBRA 1"
"CUST_VARIANT_PLAID_2": "PLÉD 2"
"CUST_VARIANT_MATERIAL_2": "CUST_VARIANT_MATERIAL#2"
"CUST_ITEM_FEMALE_PS_EARRINGS_2": "NÁUŠNICE UPÍŘÍ REPELENT"
"CUST_ITEM_CM_PSI_MASK_M_DOORAG": "ŠÁTEK SVATÝCH"
"CUST_COMPLIMENT_K": "PRIME TIME"
"COMPONENT_ADD_KNEECAPPERS": "DRTIČE KOLEN"
"CUST_VARIANT_VBANDS": "SVISLÉ PRUHY"
"CUST_VARIANT_PATTERN_2": "STYL 2"
"CUST_WEAR_UNTUCKED_UNZIPPED": "NEZASTRČENÉ, ROZEPNUTÉ"
"CUST_ITEM_CF_PSG_FOOT_F_OTHEALS": "LODIČKY NA VEČÍREK"
"CUST_INSULT_D": "DOUGLAS"
"PLAYER_MORPH_UPPER_LID_LENGTH_TEXT": "DÉLKA HORNÍHO VÍČKA"
"SURGEON_CONFIRM_ENTRY_TEXT": "Máš %ls. Operace stojí %ls.\nChceš se nechat operovat?\nProvedené změny jsou trvalé a nelze je vrátit zpět."
"CUST_TATTOO_RCALF_7": "DUŠE DRAKA"
"CUST_TATTOO_LUPPARM_2": "DUŠE VLKA"
"VEHICLE_COLOR_BANANA_YELLOW": "BANÁNOVĚ ŽLUTÁ"
"COLOR_SLOT_BIKE": "MOTORKA"
"CUST_VARIANT_CMHAT_CHILD": "TENKÉ PRUHY"
"CUST_VARIANT_BIKER": "MOTORKÁŘ"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_6": "ŽLUTOORANŽOVÁ 6"
"CUST_TATTOO_LHAND_4": "ČTYŘI LEBKY"
"SLOT_INTERIOR_ACCESSORIES": "VÝBAVA INTERIÉRU"
"CUST_COLOR_PURPLE_1": "FIALOVÁ 1"
"CUST_VARIANT_MED_STRIPE": "STŘEDNÍ PRUHY"
"PLAYER_MORPH_EAR_LENGTH_TEXT": "DÉLKA UCHA"
"COMPONENT_DECAL_9": "POTISK 9"
"PAINT_3": "LAK 3"
"CUST_ITEM_CM_IMPE_FOOT_M_SHOES": "BOTY MIAMI"
"CUST_ITEM_CF_LLS_LBDY_F_HOTPANTS": "SÍŤOVANÉ PUNČOCHÁČE"
"CUST_ITEM_CM_NLME_LBDY_M_CARGOPANTS": "KAPSÁČE NETWORK"
"CUST_ITEM_CM_NLMD_FACE_M_NOSERING": "PUNKERSKÝ KROUŽEK DO NOSU"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_3": "ŽLUTOZELENÁ 3"
"CUST_VARIANT_ZEBRA_STRETCHED_LONG": "ROZTAŽENÁ ZEBRA"
"CUST_ITEM_CF_NLMC_FOOT_M_SHOES": "BOTY Z TEMNÉ STRANY"
"RACE_HISPANIC": "HISPÁNEC"
"PLAYER_MORPH_CHEEKBONE_DEPTH_TEXT": "HLOUBKA LÍCNÍ KOSTI"
"CUST_COMP_FACE_BANDAGE_3": "NÁPLAST NA TVÁŘI"
"SLOT_FRONT_WHEELS": "PŘEDNÍ KOLA"
"SLOT_TRIM": "LEMOVÁNÍ"
"LOGO_NUKE_1": "STILWATERSKÁ ATOMOVÁ ELEKTRÁRNA"
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_6": "PERLOVÉ NÁUŠNICE"
"PLAYER_CREATION_MENU_7": "KONEC"
"CUST_ITEM_CM_IMPL_UBDY_M_JSWEATER2": "MODELOVÁ BUNDA A SVETR"
"CUST_ITEM_CF_IMPP_FACE_F_DRESS": "ELEGANTNÍ ŠATY"
"CUST_COLOR_CLOTHING_ORANGE_1": "ORANŽOVÁ 1"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_2": "Větší oblast účinku."
"HAIR_COLOR_PURPLE": "FIALOVÁ"
"CUST_VARIANT_DENIM": "DŽÍNOVINA"
"CUST_ITEM_CM_HAIR_MEDTOPSHVDSIDS": "JERSEY"
"PLAYER_MORPH_MOUTH_TEXT": "ÚSTA"
"PLAYER_MORPH_FACE_FATNESS_TEXT": "TLOUŠŤKA OBLIČEJE"
"VEHICLE_COLOR_MIDNIGHT_BLUE": "PŮLNOČNÍ MODŘ"
"RIM_SET_009": "SADA RÁFKŮ 9"
"CUST_ITEM_CM_DLC_MASK_M_GPHEAD": "GENKIHO HLAVA "
"CUST_ITEM_CF_PSB_UBDY_F_ZIPUPJACKET": "DÁMSKÁ BUNDA NA ZIP"
"CUST_SKIN_GREEN_3": "ŽABÍ PRINC"
"CUSTOM_WALK_8": "LUMP STYL 4"
"PLAYER_CREATION_FIGURE_EMACIATED": "VYCHRTLÁ"
"SLOT_TIRE_DURABILITY": "ŽIVOTNOST PNEUMATIK"
"LOGO_MUSEUM_HISTORY": "NÁRODOPISNÉ MUZEUM"
"LOGO_RUSTY_S_NEEDLE_1": "RUSTY'S NEEDLE 1"
"CUST_VARIANT_AMBER": "JANTAROVÝ"
"CUST_ITEM_CM_DLC_SAM_SUIT_M_ARMOR": "SAMURAJSKÁ ZBROJ"
"CUST_ITEM_MALE_LP_UNDWEAR_1": "BĚŽNÉ TRENÝRKY"
"PLAYER_MORPH_SKIN_TEXT": "BARVA KŮŽE"
"HAIR_COLOR_PINK": "RŮŽOVÁ"
"HAIR_COLOR_BRUNETTE": "BRUNETA"
"LOGO_SKEETERS_4": "SKEETERS 4"
"LOGO_NUMBER2": "ČÍSLO 2"
"CUST_VARIANT_PRESS": "TISK"
"CUST_VARIANT_DRAGON_TIE": "DRAČÍ KRAVATA"
"CUST_VARIANT_CHECKER": "KOSTKOVANÝ"
"CUST_ITEM_CM_IMPM_UBDY_M_POLOSHIRT": "TRIČKO S LÍMEČKEM KABANA"
"FACIAL_EXPRESSION_ANGRY": "ROZZLOBENÝ"
"CUST_VARIANT_GOLD": "ZLATÝ"
"CUST_VARIANT_BIKERBOOT": "MOTORKÁŘSKÁ BOTA"
"CUST_WEAR_HIGH_LEFT_ZIPPED_RIGHT_LEFT_ROLLED_RIGHT_ROLLED": "SROLOVAT PRAVOU, VYSOKO"
"CUST_ITEM_FEMALE_NLM_OUTFIT_B": "PUNKOVNÍ"
"CUST_CAT_SUITS": "ŠATY"
"CUST_TATTOO_UPPBACK_5": "TŘEŠNIČKY"
"SLOT_HUBCAPS": "POKLICE"
"HAIR_COLOR_WHITE_MATTE": "MATNÁ BÍLÁ"
"CUST_VARIANT_BOOT_5": "DVA ODSTÍNY"
"CUST_ITEM_CM_PSD_EYES_M_HPGLASS": "HIPSTERSKÉ BRÝLE"
"CUST_TATTOO_LOWER_BACK": "ZÁDA DOLE"
"PLAYER_MORPH_MOUTH_SIDES_DEPTH_TEXT": "HLOUBKA STRAN ÚST"
"CUST_WEAR_UNTUCKED_ZIPPED": "NEZASTRČENÉ, ZAPNUTÉ"
"CUST_WEAR_LONG": "DLOUHÉ"
"CUST_WEAR_LEFT": "VLEVO"
"CUST_ITEM_FEMALE_LL_UNDWEAR_3": "SPODNÍ DÍL ĎÁBELSKÝCH PLAVEK"
"CUST_CAT_FACE_PIERCINGS": "PIERCING V OBLIČEJI"
"RACE_ASIAN": "ASIAT"
"VEHICLE_COLOR_DOUBLE_YELLOW": "SYTĚ ŽLUTÁ"
"VEHICLE_PAINT_MUNICIPAL": "MĚSTSKÝ"
"CUST_VARIANT_FRONT_STRIPES_LARGE": "VELKÉ PRUHY VPŘEDU"
"CUST_ITEM_CM_IMPL_UBDY_M_SHIRT2": "MODELOVÁ KOŠILE A VÁZANKA"
"CUST_ITEM_CF_LPC_UBDY_F_FEMHEROSHIRT": "TRIČKO SUPERHRDINKY"
"CUST_TATTOO_ENTIRE_LEG_RIGHT": "CELÁ PRAVÁ NOHA"
"CUST_INSULT_L": "ANDĚLOMÁNIE"
"SURGEON_CAT_HEAD": "HLAVA"
"CUST_TATTOO_LARM_8": "DOMORODÝ NÁRAMEK"
"CUST_ITEM_CM_HAIR_PULLEDPONYTAIL": "VOLNÝ COP"
"CUST_SKIN_OILED_4": "NAOLEJOVANÉ OPÁLENÍ"
"CUSTOM_WALK_FEMALE_6": "HOUPAVÝ"
"CUST_INSULT_PISS": "NACHCANÝ PRASE"
"CUST_MENU_SEX_PRESETS": "PŘEDVOLBY POHLAVÍ"
"CUST_COLOR_CLOTHING_GREYS_2": "ŠEDÁ 2"
"CUST_COMP_CHEEK_MAKEUP_4": "ŽOLÍK"
"Redhead": "ZRZAVÁ"
"CUST_WEAR_TUCKED_BUTTONED_EXTRA_HIGH_PANT_SUSPENDERS_TIE": "ZASTRČENÉ, ZAPNUTÉ, EXTRA VYSOKÉ KALHOTY, KŠANDY, KRAVATY"
